"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",16334,15813,4656,1939,1764,1580,2354,1565,1001,954,521,50128
"De 12 a 14 años (001)",2099,2071,2048,21,2,,,,,,28,25
"De 15 a 19 años (002)",2928,2786,1864,677,201,35,9,,,,142,1220
"De 20 a 24 años (003)",2314,2171,361,638,633,352,169,18,,,143,3785
"De 25 a 29 años (004)",1946,1846,131,275,417,440,485,86,12,,100,5155
"De 30 a 34 años (005)",1482,1455,62,106,210,276,517,208,62,14,27,5648
"De 35 a 39 años (006)",1362,1340,34,65,125,203,419,322,130,42,22,6403
"De 40 a 44 años (007)",1064,1056,28,35,55,98,278,283,185,94,8,6140
"De 45 a 49 años (008)",878,868,24,31,55,61,162,221,165,149,10,5545
"De 50 y más años (009)",2261,2220,104,91,66,115,315,427,447,655,41,16207
"PEA (010)",4407,4208,725,564,533,514,731,476,342,323,199,16048
"De 12 a 14 años (011)",124,120,117,2,1,,,,,,4,4
"De 15 a 19 años (012)",537,499,322,143,27,6,1,,,,38,219
"De 20 a 24 años (013)",633,582,119,180,153,92,34,4,,,51,931
"De 25 a 29 años (014)",599,551,56,101,131,125,118,19,1,,48,1376
"De 30 a 34 años (015)",476,458,35,53,81,87,131,50,15,6,18,1560
"De 35 a 39 años (016)",515,498,18,33,65,82,159,86,40,15,17,2170
"De 40 a 44 años (017)",439,434,14,16,30,48,115,109,68,34,5,2387
"De 45 a 49 años (018)",362,356,10,9,25,32,65,91,63,61,6,2235
"De 50 y más años (019)",722,710,34,27,20,42,108,117,155,207,12,5166
"Ocupada (020)",4200,4019,643,526,514,499,713,467,336,321,181,15719
"De 12 a 14 años (021)",105,101,98,2,1,,,,,,4,4
