"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia RIOJA",,,,,,,,,
"Hogares (001)",24912,783,340,286,205,106,97,111,22984
"Ocupantes presentes (002)",104454,2952,1219,1041,783,464,485,690,96820
"Casa independiente",,,,,,,,,
"Hogares (004)",23151,729,302,265,184,99,88,103,21381
"Ocupantes presentes (005)",98656,2807,1112,978,709,436,449,648,91517
"Departamento en edificio",,,,,,,,,
"Hogares (007)",65,1,4,1,1,,1,1,56
"Ocupantes presentes (008)",206,5,13,3,4,,2,3,176
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",819,30,26,13,10,4,3,3,730
"Ocupantes presentes (011)",2381,73,61,39,32,15,18,10,2133
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",355,9,5,2,5,1,2,2,329
"Ocupantes presentes (014)",1300,23,18,6,22,4,6,16,1205
"Choza o cabaña",,,,,,,,,
"Hogares (016)",230,3,2,,,,1,,224
"Ocupantes presentes (017)",935,8,8,,,,2,,917
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",220,8,1,2,1,1,2,1,204
"Ocupantes presentes (020)",784,29,7,6,4,4,8,6,720
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",66,3,,3,4,1,,1,54
"Ocupantes presentes (023)",170,7,,9,12,5,,7,130
"Otro tipo",,,,,,,,,
"Hogares (025)",6,,,,,,,,6
"Ocupantes presentes (026)",22,,,,,,,,22
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",18389,705,313,267,198,99,86,99,16622
"Ocupantes presentes (029)",74824,2643,1108,952,756,434,432,620,67879
"Casa independiente",,,,,,,,,
"Hogares (031)",16861,654,277,246,177,92,78,91,15246
"Ocupantes presentes (032)",69968,2506,1009,889,682,406,398,578,63500
"Departamento en edificio",,,,,,,,,
"Hogares (034)",65,1,4,1,1,,1,1,56
"Ocupantes presentes (035)",206,5,13,3,4,,2,3,176
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",819,30,26,13,10,4,3,3,730
"Ocupantes presentes (038)",2381,73,61,39,32,15,18,10,2133
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",355,9,5,2,5,1,2,2,329
"Ocupantes presentes (041)",1300,23,18,6,22,4,6,16,1205
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",220,8,1,2,1,1,2,1,204
"Ocupantes presentes (047)",784,29,7,6,4,4,8,6,720
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",63,3,,3,4,1,,1,51
"Ocupantes presentes (050)",163,7,,9,12,5,,7,123
"Otro tipo",,,,,,,,,
"Hogares (052)",6,,,,,,,,6
"Ocupantes presentes (053)",22,,,,,,,,22
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",6523,78,27,19,7,7,11,12,6362
"Ocupantes presentes (056)",29630,309,111,89,27,30,53,70,28941
"Casa independiente",,,,,,,,,
"Hogares (058)",6290,75,25,19,7,7,10,12,6135
"Ocupantes presentes (059)",28688,301,103,89,27,30,51,70,28017
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",230,3,2,,,,1,,224
"Ocupantes presentes (071)",935,8,8,,,,2,,917
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",3,,,,,,,,3
"Ocupantes presentes (077)",7,,,,,,,,7
"Otro tipo",,,,,,,,,
