"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CAJABAMBA (000)",21089,2153,25,13237,3179,410,1442,117,526
"Agric., ganadería, caza y silvicultura (001)",13639,1616,12,10404,1432,62,85,8,20
"Pesca (002)",1,,,,,,1,,
"Explotación de minas y canteras (003)",304,13,1,185,75,7,12,4,7
"Industrias manufactureras (004)",768,60,,425,205,30,35,5,8
"Suministro de electricidad, gas y agua (005)",22,,,7,11,,3,,1
"Construcción (006)",730,39,1,484,147,24,15,2,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1520,80,5,591,518,77,177,24,48
"Venta, mant.y rep. veh.autom.y motoc. (008)",85,,1,19,36,10,12,2,5
"Comercio al por mayor (009)",60,1,,24,25,2,5,3,
"Comercio al por menor (010)",1375,79,4,548,457,65,160,19,43
"Hoteles y restaurantes (011)",439,33,,194,139,25,36,5,7
"Trans., almac. y comunicaciones (012)",451,14,3,134,214,25,51,2,8
"Intermediación financiera (013)",25,,,3,1,,9,2,10
"Activid.inmobil., empres. y de alquiler (014)",160,2,,7,50,7,45,10,39
"Admin.pub. y defensa; p. segur.soc.afil (015)",232,7,,60,42,15,69,8,31
"Enseñanza (016)",1196,,,,92,78,766,24,236
"Servicios sociales y de salud (017)",204,,,5,28,19,74,8,70
"Otras activ. serv.comun.soc y personales (018)",245,26,2,106,63,15,20,3,10
"Hogares privados con servicio doméstico (019)",545,112,1,315,91,8,14,3,1
"Actividad economica no especificada (021)",608,151,,317,71,18,30,9,12
"Hombres (022)",16909,1495,21,11440,2553,254,753,72,321
"Agric., ganadería, caza y silvicultura (023)",12737,1377,12,9834,1364,51,74,6,19
"Pesca (024)",1,,,,,,1,,
"Explotación de minas y canteras (025)",280,10,1,168,72,6,12,4,7
"Industrias manufactureras (026)",573,25,,314,175,23,25,4,7
"Suministro de electricidad, gas y agua (027)",21,,,7,11,,2,,1
"Construcción (028)",710,37,1,471,146,23,14,2,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",798,13,4,292,328,41,79,15,26
"Venta, mant.y rep. veh.autom.y motoc. (030)",77,,1,18,33,8,10,2,5
"Comercio al por mayor (031)",47,,,16,23,2,5,1,
"Comercio al por menor (032)",674,13,3,258,272,31,64,12,21
"Hoteles y restaurantes (033)",99,1,,33,46,1,11,3,4
"Trans., almac. y comunicaciones (034)",417,13,3,131,202,22,38,2,6
"Intermediación financiera (035)",13,,,3,1,,2,1,6
"Activid.inmobil., empres. y de alquiler (036)",123,2,,7,40,6,29,9,30
"Admin.pub. y defensa; p. segur.soc.afil (037)",167,4,,40,33,9,52,6,23
"Enseñanza (038)",566,,,,29,39,359,11,128
"Servicios sociales y de salud (039)",104,,,4,21,13,29,3,34
"Otras activ. serv.comun.soc y personales (040)",115,1,,39,45,10,13,2,5
"Hogares privados con servicio doméstico (041)",31,3,,18,8,1,1,,
"Actividad economica no especificada (043)",154,9,,79,32,9,12,4,9
"Mujeres (044)",4180,658,4,1797,626,156,689,45,205
"Agric., ganadería, caza y silvicultura (045)",902,239,,570,68,11,11,2,1
