"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia TARMA",,,,,,,,,
"Hogares (001)",28765,1096,417,274,209,138,78,64,26489
"Ocupantes presentes (002)",111056,3884,1407,920,772,578,365,330,102800
"Casa independiente",,,,,,,,,
"Hogares (004)",27155,1032,400,258,196,132,71,57,25009
"Ocupantes presentes (005)",105200,3667,1361,866,719,555,334,284,97414
"Departamento en edificio",,,,,,,,,
"Hogares (007)",295,15,,5,5,3,2,1,264
"Ocupantes presentes (008)",1056,54,,21,22,11,8,7,933
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",648,33,9,5,5,2,2,6,586
"Ocupantes presentes (011)",2355,119,20,15,20,8,12,39,2122
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",399,12,8,4,1,1,3,,370
"Ocupantes presentes (014)",1539,34,26,10,3,4,11,,1451
"Choza o cabaña",,,,,,,,,
"Hogares (016)",219,2,,2,2,,,,213
"Ocupantes presentes (017)",757,4,,8,8,,,,737
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",6,1,,,,,,,5
"Ocupantes presentes (020)",11,1,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",38,1,,,,,,,37
"Ocupantes presentes (023)",126,5,,,,,,,121
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",12,,,,,,,,12
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",18524,888,351,232,193,123,69,53,16615
"Ocupantes presentes (029)",71545,3189,1166,781,709,513,328,274,64585
"Casa independiente",,,,,,,,,
"Hogares (031)",17136,826,334,218,182,117,62,46,15351
"Ocupantes presentes (032)",66462,2976,1120,735,664,490,297,228,59952
"Departamento en edificio",,,,,,,,,
"Hogares (034)",295,15,,5,5,3,2,1,264
"Ocupantes presentes (035)",1056,54,,21,22,11,8,7,933
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",648,33,9,5,5,2,2,6,586
"Ocupantes presentes (038)",2355,119,20,15,20,8,12,39,2122
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",399,12,8,4,1,1,3,,370
"Ocupantes presentes (041)",1539,34,26,10,3,4,11,,1451
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",6,1,,,,,,,5
"Ocupantes presentes (047)",11,1,,,,,,,10
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",36,1,,,,,,,35
"Ocupantes presentes (050)",117,5,,,,,,,112
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",5,,,,,,,,5
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",10241,208,66,42,16,15,9,11,9874
"Ocupantes presentes (056)",39511,695,241,139,63,65,37,56,38215
"Casa independiente",,,,,,,,,
"Hogares (058)",10019,206,66,40,14,15,9,11,9658
"Ocupantes presentes (059)",38738,691,241,131,55,65,37,56,37462
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",219,2,,2,2,,,,213
"Ocupantes presentes (071)",757,4,,8,8,,,,737
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",2,,,,,,,,2
"Ocupantes presentes (077)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",7,,,,,,,,7
