"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHOTA (000)",160447,47957,9555,1967,101256
"Menos de 1 año (001)",2868,2109,149,29,581
"De 1 a 14 años (002)",52092,35234,3023,494,13380
"De 15 a 29 años (003)",40117,6468,1397,354,31981
"De 30 a 44 años (004)",29728,2295,2689,494,24375
"De 45 a 64 años (005)",23113,1292,1701,396,19758
"De 65 y mas años (006)",12529,559,596,200,11181
"Hombres (008)",77987,23217,4958,1206,48837
"Menos de 1 año (009)",1430,1072,63,12,283
"De 1 a 14 años (010)",26364,17912,1514,248,6707
"De 15 a 29 años (011)",19334,2757,684,207,15755
"De 30 a 44 años (012)",13979,679,1384,331,11693
"De 45 a 64 años (013)",10832,526,964,279,9093
"De 65 y mas años (014)",6048,271,349,129,5306
"Mujeres (016)",82460,24740,4597,761,52419
"Menos de 1 año (017)",1438,1037,86,17,298
"De 1 a 14 años (018)",25728,17322,1509,246,6673
"De 15 a 29 años (019)",20783,3711,713,147,16226
"De 30 a 44 años (020)",15749,1616,1305,163,12682
"De 45 a 64 años (021)",12281,766,737,117,10665
"De 65 y mas años (022)",6481,288,247,71,5875
,,,,,
"URBANA (024)",32301,5702,6758,1080,18829
"Menos de 1 año (025)",517,255,109,9,144
"De 1 a 14 años (026)",8962,3739,2174,276,2793
"De 15 a 29 años (027)",8352,990,896,184,6293
"De 30 a 44 años (028)",6927,362,1960,255,4368
"De 45 a 64 años (029)",5185,254,1295,268,3383
"De 65 y mas años (030)",2358,102,324,88,1848
"Hombres (032)",15777,2820,3289,631,9086
"Menos de 1 año (033)",257,126,49,4,78
"De 1 a 14 años (034)",4567,1962,1104,131,1381
"De 15 a 29 años (035)",3901,422,372,95,3021
"De 30 a 44 años (036)",3284,128,879,157,2133
"De 45 a 64 años (037)",2599,126,701,187,1597
"De 65 y mas años (038)",1169,56,184,57,876
"Mujeres (040)",16524,2882,3469,449,9743
"Menos de 1 año (041)",260,129,60,5,66
"De 1 a 14 años (042)",4395,1777,1070,145,1412
"De 15 a 29 años (043)",4451,568,524,89,3272
"De 30 a 44 años (044)",3643,234,1081,98,2235
"De 45 a 64 años (045)",2586,128,594,81,1786
"De 65 y mas años (046)",1189,46,140,31,972
,,,,,
"RURAL (048)",128146,42255,2797,887,82427
"Menos de 1 año (049)",2351,1854,40,20,437
"De 1 a 14 años (050)",43130,31495,849,218,10587
"De 15 a 29 años (051)",31765,5478,501,170,25688
"De 30 a 44 años (052)",22801,1933,729,239,20007
"De 45 a 64 años (053)",17928,1038,406,128,16375
"De 65 y mas años (054)",10171,457,272,112,9333
"Hombres (056)",62210,20397,1669,575,39751
"Menos de 1 año (057)",1173,946,14,8,205
"De 1 a 14 años (058)",21797,15950,410,117,5326
"De 15 a 29 años (059)",15433,2335,312,112,12734
"De 30 a 44 años (060)",10695,551,505,174,9560
"De 45 a 64 años (061)",8233,400,263,92,7496
"De 65 y mas años (062)",4879,215,165,72,4430
"Mujeres (064)",65936,21858,1128,312,42676
"Menos de 1 año (065)",1178,908,26,12,232
"De 1 a 14 años (066)",21333,15545,439,101,5261
"De 15 a 29 años (067)",16332,3143,189,58,12954
"De 30 a 44 años (068)",12106,1382,224,65,10447
"De 45 a 64 años (069)",9695,638,143,36,8879
"De 65 y mas años (070)",5292,242,107,40,4903
