"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHURCAMPA (000)",13112,2222,20,5528,3742,251,583,146,620
"Empleado (001)",1324,11,1,49,189,89,386,73,526
"Obrero (002)",2608,374,3,1059,949,63,99,29,32
"Trabajador independiente (003)",6468,1191,11,3187,1828,82,78,36,55
"Empleador o patrono (004)",75,9,,38,21,1,3,1,2
"Trabajador familiar no remunerado (005)",2572,628,4,1169,729,15,16,7,4
"Trabajador del hogar (006)",65,9,1,26,26,1,1,,1
"Hombres (008)",9188,1050,12,3993,3068,178,376,112,399
"Empleado (009)",817,1,,21,141,53,220,53,328
"Obrero (010)",2216,242,2,875,886,60,92,29,30
"Trabajador independiente (011)",5055,730,8,2619,1526,54,57,26,35
"Empleador o patrono (012)",58,4,,30,20,1,1,,2
"Trabajador familiar no remunerado (013)",1036,72,2,448,490,10,6,4,4
"Trabajador del hogar (014)",6,1,,,5,,,,
"Mujeres (016)",3924,1172,8,1535,674,73,207,34,221
"Empleado (017)",507,10,1,28,48,36,166,20,198
"Obrero (018)",392,132,1,184,63,3,7,,2
"Trabajador independiente (019)",1413,461,3,568,302,28,21,10,20
"Empleador o patrono (020)",17,5,,8,1,,2,1,
"Trabajador familiar no remunerado (021)",1536,556,2,721,239,5,10,3,
"Trabajador del hogar (022)",59,8,1,26,21,1,1,,1
,,,,,,,,,
"URBANA (024)",3679,191,3,877,1347,198,460,119,484
"Empleado (025)",1042,10,1,39,146,73,303,60,410
"Obrero (026)",976,44,,231,502,56,93,23,27
"Trabajador independiente (027)",1301,96,1,475,547,59,53,28,42
"Empleador o patrono (028)",18,2,,8,4,,2,1,1
"Trabajador familiar no remunerado (029)",300,35,,105,133,9,8,7,3
"Trabajador del hogar (030)",42,4,1,19,15,1,1,,1
"Hombres (032)",2498,64,1,529,1064,140,298,92,310
"Empleado (033)",643,1,,16,108,47,172,45,254
"Obrero (034)",882,24,,187,481,54,87,23,26
"Trabajador independiente (035)",816,33,1,286,379,35,36,20,26
"Empleador o patrono (036)",8,,,4,3,,,,1
"Trabajador familiar no remunerado (037)",146,6,,36,90,4,3,4,3
"Trabajador del hogar (038)",3,,,,3,,,,
"Mujeres (040)",1181,127,2,348,283,58,162,27,174
"Empleado (041)",399,9,1,23,38,26,131,15,156
"Obrero (042)",94,20,,44,21,2,6,,1
"Trabajador independiente (043)",485,63,,189,168,24,17,8,16
"Empleador o patrono (044)",10,2,,4,1,,2,1,
"Trabajador familiar no remunerado (045)",154,29,,69,43,5,5,3,
"Trabajador del hogar (046)",39,4,1,19,12,1,1,,1
,,,,,,,,,
"RURAL (048)",9433,2031,17,4651,2395,53,123,27,136
"Empleado (049)",282,1,,10,43,16,83,13,116
"Obrero (050)",1632,330,3,828,447,7,6,6,5
"Trabajador independiente (051)",5167,1095,10,2712,1281,23,25,8,13
"Empleador o patrono (052)",57,7,,30,17,1,1,,1
"Trabajador familiar no remunerado (053)",2272,593,4,1064,596,6,8,,1
"Trabajador del hogar (054)",23,5,,7,11,,,,
"Hombres (056)",6690,986,11,3464,2004,38,78,20,89
"Empleado (057)",174,,,5,33,6,48,8,74
"Obrero (058)",1334,218,2,688,405,6,5,6,4
"Trabajador independiente (059)",4239,697,7,2333,1147,19,21,6,9
"Empleador o patrono (060)",50,4,,26,17,1,1,,1
"Trabajador familiar no remunerado (061)",890,66,2,412,400,6,3,,1
"Trabajador del hogar (062)",3,1,,,2,,,,
"Mujeres (064)",2743,1045,6,1187,391,15,45,7,47
"Empleado (065)",108,1,,5,10,10,35,5,42
"Obrero (066)",298,112,1,140,42,1,1,,1
"Trabajador independiente (067)",928,398,3,379,134,4,4,2,4
"Empleador o patrono (068)",7,3,,4,,,,,
"Trabajador familiar no remunerado (069)",1382,527,2,652,196,,5,,
"Trabajador del hogar (070)",20,4,,7,9,,,,
