"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia SUCRE",,,,,,,,,
"Hogares (001)",3837,155,57,40,41,25,20,24,3475
"Ocupantes presentes (002)",12556,310,136,115,169,96,92,129,11509
"Casa independiente",,,,,,,,,
"Hogares (004)",3547,152,55,40,41,25,19,24,3191
"Ocupantes presentes (005)",11650,307,133,115,169,96,89,129,10612
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",8,,,,,,,,8
"Ocupantes presentes (011)",20,,,,,,,,20
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",9,,1,,,,,,8
"Ocupantes presentes (014)",21,,1,,,,,,20
"Choza o cabaña",,,,,,,,,
"Hogares (016)",272,3,1,,,,1,,267
"Ocupantes presentes (017)",864,3,2,,,,3,,856
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",2273,93,37,28,25,16,15,14,2045
"Ocupantes presentes (029)",7656,193,89,82,109,54,70,70,6989
"Casa independiente",,,,,,,,,
"Hogares (031)",2255,93,36,28,25,16,15,14,2028
"Ocupantes presentes (032)",7614,193,88,82,109,54,70,70,6948
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",8,,,,,,,,8
"Ocupantes presentes (038)",20,,,,,,,,20
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",9,,1,,,,,,8
"Ocupantes presentes (041)",21,,1,,,,,,20
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1564,62,20,12,16,9,5,10,1430
"Ocupantes presentes (056)",4900,117,47,33,60,42,22,59,4520
"Casa independiente",,,,,,,,,
"Hogares (058)",1292,59,19,12,16,9,4,10,1163
"Ocupantes presentes (059)",4036,114,45,33,60,42,19,59,3664
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",272,3,1,,,,1,,267
"Ocupantes presentes (071)",864,3,2,,,,3,,856
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
