"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia JUNIN (000)",8257,65,2564,2914,1076,382,186,67,10,,993
"Conviviente (001)",2334,15,833,797,327,72,35,4,1,,250
"Separado(a) (002)",512,6,155,217,62,26,14,2,1,,29
"Casado(a) (003)",3245,20,1037,1264,433,181,73,30,4,,203
"Viudo(a) (004)",1083,18,359,378,132,45,41,19,1,,90
"Divorciado(a) (005)",40,1,12,19,3,3,1,1,,,
"Soltero(a) (006)",1043,5,168,239,119,55,22,11,3,,421
,,,,,,,,,,,
"URBANA (008)",5901,43,1720,2104,789,297,136,55,7,,750
"Conviviente (009)",1634,9,532,586,239,59,24,4,1,,180
"Separado(a) (010)",419,5,118,183,52,21,12,1,1,,26
"Casado(a) (011)",2259,9,695,875,313,138,47,23,3,,156
"Viudo(a) (012)",774,14,242,272,91,35,37,18,,,65
"Divorciado(a) (013)",33,1,11,15,2,2,1,1,,,
"Soltero(a) (014)",782,5,122,173,92,42,15,8,2,,323
,,,,,,,,,,,
"RURAL (016)",2356,22,844,810,287,85,50,12,3,,243
"Conviviente (017)",700,6,301,211,88,13,11,,,,70
"Separado(a) (018)",93,1,37,34,10,5,2,1,,,3
"Casado(a) (019)",986,11,342,389,120,43,26,7,1,,47
"Viudo(a) (020)",309,4,117,106,41,10,4,1,1,,25
"Divorciado(a) (021)",7,,1,4,1,1,,,,,
"Soltero(a) (022)",261,,46,66,27,13,7,3,1,,98
