"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia ASUNCION (000)",2269,449,431,1067,43,211,68
"Conviviente (001)",545,97,115,272,12,35,14
"Separado(a) (002)",53,9,10,22,1,7,4
"Casado(a) (003)",1128,217,191,612,26,66,16
"Viudo(a) (004)",65,6,13,29,,10,7
"Divorciado(a) (005)",5,2,,3,,,
"Soltero(a) (006)",473,118,102,129,4,93,27
"Hombres (008)",1686,241,378,916,41,105,5
"Conviviente (009)",425,64,104,231,11,13,2
"Separado(a) (010)",22,3,5,12,1,1,
"Casado(a) (011)",880,124,172,543,25,15,1
"Viudo(a) (012)",24,2,3,18,,1,
"Divorciado(a) (013)",3,,,3,,,
"Soltero(a) (014)",332,48,94,109,4,75,2
"Mujeres (016)",583,208,53,151,2,106,63
"Conviviente (017)",120,33,11,41,1,22,12
"Separado(a) (018)",31,6,5,10,,6,4
"Casado(a) (019)",248,93,19,69,1,51,15
"Viudo(a) (020)",41,4,10,11,,9,7
"Divorciado(a) (021)",2,2,,,,,
"Soltero(a) (022)",141,70,8,20,,18,25
,,,,,,,
"URBANA (024)",817,329,161,247,11,44,25
"Conviviente (025)",229,71,54,78,5,13,8
"Separado(a) (026)",28,8,5,10,1,3,1
"Casado(a) (027)",352,157,60,116,5,12,2
"Viudo(a) (028)",16,4,3,7,,,2
"Divorciado(a) (029)",2,1,,1,,,
"Soltero(a) (030)",190,88,39,35,,16,12
"Hombres (032)",512,163,145,177,10,16,1
"Conviviente (033)",156,43,52,53,4,4,
"Separado(a) (034)",10,3,2,4,1,,
"Casado(a) (035)",229,82,53,88,5,1,
"Viudo(a) (036)",4,2,,2,,,
"Divorciado(a) (037)",1,,,1,,,
"Soltero(a) (038)",112,33,38,29,,11,1
"Mujeres (040)",305,166,16,70,1,28,24
"Conviviente (041)",73,28,2,25,1,9,8
"Separado(a) (042)",18,5,3,6,,3,1
"Casado(a) (043)",123,75,7,28,,11,2
"Viudo(a) (044)",12,2,3,5,,,2
"Divorciado(a) (045)",1,1,,,,,
"Soltero(a) (046)",78,55,1,6,,5,11
,,,,,,,
"RURAL (048)",1452,120,270,820,32,167,43
"Conviviente (049)",316,26,61,194,7,22,6
"Separado(a) (050)",25,1,5,12,,4,3
"Casado(a) (051)",776,60,131,496,21,54,14
"Viudo(a) (052)",49,2,10,22,,10,5
"Divorciado(a) (053)",3,1,,2,,,
"Soltero(a) (054)",283,30,63,94,4,77,15
"Hombres (056)",1174,78,233,739,31,89,4
"Conviviente (057)",269,21,52,178,7,9,2
"Separado(a) (058)",12,,3,8,,1,
"Casado(a) (059)",651,42,119,455,20,14,1
"Viudo(a) (060)",20,,3,16,,1,
"Divorciado(a) (061)",2,,,2,,,
"Soltero(a) (062)",220,15,56,80,4,64,1
"Mujeres (064)",278,42,37,81,1,78,39
"Conviviente (065)",47,5,9,16,,13,4
"Separado(a) (066)",13,1,2,4,,3,3
"Casado(a) (067)",125,18,12,41,1,40,13
"Viudo(a) (068)",29,2,7,6,,9,5
"Divorciado(a) (069)",1,1,,,,,
"Soltero(a) (070)",63,15,7,14,,13,14
