"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia NAZCA (000)",45039,6500,7867,9464,8013,5731,7464
"Católica (001)",39237,5753,6711,8152,7034,5078,6509
"Cristiana/Evangélica (002)",3190,401,596,638,549,392,614
"Otra (003)",1408,188,250,331,242,165,232
"Ninguna (004)",1204,158,310,343,188,96,109
"Hombres (006)",23020,3330,3985,4775,4081,2918,3931
"Católica (007)",20042,2965,3383,4070,3553,2599,3472
"Cristiana/Evangélica (008)",1535,180,307,314,268,180,286
"Otra (009)",657,86,107,164,126,70,104
"Ninguna (010)",786,99,188,227,134,69,69
"Mujeres (012)",22019,3170,3882,4689,3932,2813,3533
"Católica (013)",19195,2788,3328,4082,3481,2479,3037
"Cristiana/Evangélica (014)",1655,221,289,324,281,212,328
"Otra (015)",751,102,143,167,116,95,128
"Ninguna (016)",418,59,122,116,54,27,40
,,,,,,,
"URBANA (018)",39406,5699,6920,8392,7115,5031,6249
"Católica (019)",34125,5009,5867,7178,6204,4434,5433
"Cristiana/Evangélica (020)",2856,364,530,588,510,351,513
"Otra (021)",1338,185,236,313,232,159,213
"Ninguna (022)",1087,141,287,313,169,87,90
"Hombres (024)",19907,2872,3460,4208,3591,2541,3235
"Católica (025)",17211,2537,2916,3560,3101,2257,2840
"Cristiana/Evangélica (026)",1369,164,268,287,251,158,241
"Otra (027)",616,83,101,153,119,65,95
"Ninguna (028)",711,88,175,208,120,61,59
"Mujeres (030)",19499,2827,3460,4184,3524,2490,3014
"Católica (031)",16914,2472,2951,3618,3103,2177,2593
"Cristiana/Evangélica (032)",1487,200,262,301,259,193,272
"Otra (033)",722,102,135,160,113,94,118
"Ninguna (034)",376,53,112,105,49,26,31
,,,,,,,
"RURAL (036)",5633,801,947,1072,898,700,1215
"Católica (037)",5112,744,844,974,830,644,1076
"Cristiana/Evangélica (038)",334,37,66,50,39,41,101
"Otra (039)",70,3,14,18,10,6,19
"Ninguna (040)",117,17,23,30,19,9,19
"Hombres (042)",3113,458,525,567,490,377,696
"Católica (043)",2831,428,467,510,452,342,632
"Cristiana/Evangélica (044)",166,16,39,27,17,22,45
"Otra (045)",41,3,6,11,7,5,9
"Ninguna (046)",75,11,13,19,14,8,10
"Mujeres (048)",2520,343,422,505,408,323,519
"Católica (049)",2281,316,377,464,378,302,444
"Cristiana/Evangélica (050)",168,21,27,23,22,19,56
"Otra (051)",29,,8,7,3,1,10
"Ninguna (052)",42,6,10,11,5,1,9
