"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SANTA (000)",156601,339900,319021,,5631,93.9,1.7
"De 12 a 14 años (001)",12292,62,59,,3,95.2,4.8
"De 15 a 19 años (002)",19406,2232,2190,618,98.1,27.7,
"De 20 a 24 años (003)",17642,10195,10047,1323,98.5,13,
"De 25 a 29 años (004)",16772,19375,19105,1409,98.6,7.3,
"De 30 a 34 años (005)",15626,27628,27156,1202,98.3,4.4,
"De 35 a 39 años (006)",15106,35004,34243,799,97.8,2.3,
"De 40 a 44 años (007)",13298,37297,36216,238,97.1,0.6,
"De 45 a 49 años (008)",10811,35869,34494,39,96.2,0.1,
"De 50 y más años (009)",35648,172238,155511,,90.3,,
"PEA (010)",50883,102560,98176,1228,95.7,1.2,
"De 12 a 14 años (011)",355,13,13,,100,,
"De 15 a 19 años (012)",3212,399,394,62,98.7,15.5,
"De 20 a 24 años (013)",6090,2625,2571,178,97.9,6.8,
"De 25 a 29 años (014)",7020,6005,5900,312,98.3,5.2,
"De 30 a 34 años (015)",6879,10125,9972,341,98.5,3.4,
"De 35 a 39 años (016)",7087,14832,14508,243,97.8,1.6,
"De 40 a 44 años (017)",6289,16375,15867,76,96.9,0.5,
"De 45 a 49 años (018)",5075,15583,15000,16,96.3,0.1,
"De 50 y más años (019)",8876,36603,33951,,92.8,,
"Ocupada (020)",48745,99977,95698,1174,95.7,1.2,
"De 12 a 14 años (021)",335,12,12,,100,,
"De 15 a 19 años (022)",2919,367,362,61,98.6,16.6,
"De 20 a 24 años (023)",5621,2464,2411,160,97.8,6.5,
"De 25 a 29 años (024)",6600,5726,5626,294,98.3,5.1,
"De 30 a 34 años (025)",6590,9786,9638,332,98.5,3.4,
"De 35 a 39 años (026)",6867,14478,14162,238,97.8,1.6,
"De 40 a 44 años (027)",6131,15964,15464,73,96.9,0.5,
"De 45 a 49 años (028)",4960,15240,14673,16,96.3,0.1,
"De 50 y más años (029)",8722,35940,33350,,92.8,,
"Desocupada (030)",2138,2583,2478,54,95.9,2.1,
"De 12 a 14 años (031)",20,1,1,,100,,
"De 15 a 19 años (032)",293,32,32,1,100,3.1,
"De 20 a 24 años (033)",469,161,160,18,99.4,11.2,
"De 25 a 29 años (034)",420,279,274,18,98.2,6.5,
