"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MARAÑON (000)",26620,661,10595,6343,4404,3334,1283
"Hombres (001)",13677,318,5506,3263,2242,1724,624
"Mujeres (002)",12943,343,5089,3080,2162,1610,659
"Viviendas particulares (003)",26556,661,10594,6325,4367,3326,1283
"Hombres (004)",13622,318,5505,3252,2207,1716,624
"Mujeres (005)",12934,343,5089,3073,2160,1610,659
"Viviendas colectivas (006)",64,,1,18,37,8,
"Hombres (007)",55,,1,11,35,8,
"Mujeres (008)",9,,,7,2,,
,,,,,,,
"URBANA (012)",4007,69,1425,1009,801,497,206
"Hombres (013)",2096,40,760,513,417,269,97
"Mujeres (014)",1911,29,665,496,384,228,109
"Viviendas particulares (015)",3943,69,1424,991,764,489,206
"Hombres (016)",2041,40,759,502,382,261,97
"Mujeres (017)",1902,29,665,489,382,228,109
"Viviendas colectivas (018)",64,,1,18,37,8,
"Hombres (019)",55,,1,11,35,8,
"Mujeres (020)",9,,,7,2,,
,,,,,,,
"RURAL (024)",22613,592,9170,5334,3603,2837,1077
"Hombres (025)",11581,278,4746,2750,1825,1455,527
"Mujeres (026)",11032,314,4424,2584,1778,1382,550
"Viviendas particulares (027)",22613,592,9170,5334,3603,2837,1077
"Hombres (028)",11581,278,4746,2750,1825,1455,527
"Mujeres (029)",11032,314,4424,2584,1778,1382,550
