"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAMALIES (000)",56569,5963,1051,32053,14418,859,1141,314,770
"Hombres (001)",28674,1762,533,16240,8410,446,614,196,473
"Mujeres (002)",27895,4201,518,15813,6008,413,527,118,297
"PEA (003)",20112,2016,24,10077,5857,352,907,196,683
"Hombres (004)",15377,1181,17,7943,4867,247,545,148,429
"Mujeres (005)",4735,835,7,2134,990,105,362,48,254
"Ocupada (006)",18368,1721,22,9151,5427,340,854,183,670
"Hombres (007)",14186,1020,15,7315,4537,236,507,137,419
"Mujeres (008)",4182,701,7,1836,890,104,347,46,251
"Desocupada (009)",1744,295,2,926,430,12,53,13,13
"Hombres (010)",1191,161,2,628,330,11,38,11,10
"Mujeres (011)",553,134,,298,100,1,15,2,3
"No PEA (012)",36457,3947,1027,21976,8561,507,234,118,87
"Hombres (013)",13297,581,516,8297,3543,199,69,48,44
"Mujeres (014)",23160,3366,511,13679,5018,308,165,70,43
,,,,,,,,,
"URBANA (018)",16163,1152,313,7757,4804,529,861,195,552
"Hombres (019)",7934,257,152,3717,2618,269,457,123,341
"Mujeres (020)",8229,895,161,4040,2186,260,404,72,211
"PEA (021)",5640,299,10,2068,1744,208,683,133,495
"Hombres (022)",3902,142,8,1489,1320,133,399,100,311
"Mujeres (023)",1738,157,2,579,424,75,284,33,184
"Ocupada (024)",5290,270,10,1928,1623,201,645,126,487
"Hombres (025)",3655,134,8,1390,1226,126,372,93,306
"Mujeres (026)",1635,136,2,538,397,75,273,33,181
"Desocupada (027)",350,29,,140,121,7,38,7,8
"Hombres (028)",247,8,,99,94,7,27,7,5
"Mujeres (029)",103,21,,41,27,,11,,3
"No PEA (030)",10523,853,303,5689,3060,321,178,62,57
"Hombres (031)",4032,115,144,2228,1298,136,58,23,30
"Mujeres (032)",6491,738,159,3461,1762,185,120,39,27
,,,,,,,,,
"RURAL (036)",40406,4811,738,24296,9614,330,280,119,218
"Hombres (037)",20740,1505,381,12523,5792,177,157,73,132
"Mujeres (038)",19666,3306,357,11773,3822,153,123,46,86
"PEA (039)",14472,1717,14,8009,4113,144,224,63,188
"Hombres (040)",11475,1039,9,6454,3547,114,146,48,118
"Mujeres (041)",2997,678,5,1555,566,30,78,15,70
"Ocupada (042)",13078,1451,12,7223,3804,139,209,57,183
"Hombres (043)",10531,886,7,5925,3311,110,135,44,113
"Mujeres (044)",2547,565,5,1298,493,29,74,13,70
"Desocupada (045)",1394,266,2,786,309,5,15,6,5
"Hombres (046)",944,153,2,529,236,4,11,4,5
"Mujeres (047)",450,113,,257,73,1,4,2,
"No PEA (048)",25934,3094,724,16287,5501,186,56,56,30
"Hombres (049)",9265,466,372,6069,2245,63,11,25,14
"Mujeres (050)",16669,2628,352,10218,3256,123,45,31,16
