"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SUCRE (000)",12556,208,4373,2388,2212,1936,1439
"Jefe o Jefa (001)",3837,,16,496,1155,1175,995
"Esposa(o) / compañera(o) (002)",2077,,13,438,749,575,302
"Hijo(a) / hijastro(a) (003)",5164,154,3695,1099,152,63,1
"Yerno / nuera (004)",99,,,68,20,9,2
"Nieto(a) (005)",466,34,358,70,4,,
"Padres / suegros (006)",111,,,4,4,24,79
"Otro(a) pariente (007)",660,16,270,163,79,79,53
"Pensionistas (009)",3,,,,3,,
"Otro(a) no pariente (010)",139,4,21,50,46,11,7
"Hombres (011)",6189,113,2248,1183,1122,910,613
"Jefe o Jefa (012)",2598,,4,353,895,797,549
"Esposa(o) / compañera(o) (013)",147,,9,34,53,33,18
"Hijo(a) / hijastro(a) (014)",2736,88,1917,615,85,31,
"Yerno / nuera (015)",49,,,28,15,4,2
"Nieto(a) (016)",234,17,172,43,2,,
"Padres / suegros (017)",30,,,2,2,7,19
"Otro(a) pariente (018)",313,6,135,82,39,28,23
"Pensionistas (020)",3,,,,3,,
"Otro(a) no pariente (021)",79,2,11,26,28,10,2
"Mujeres (022)",6367,95,2125,1205,1090,1026,826
"Jefe o Jefa (023)",1239,,12,143,260,378,446
"Esposa(o) / compañera(o) (024)",1930,,4,404,696,542,284
"Hijo(a) / hijastro(a) (025)",2428,66,1778,484,67,32,1
"Yerno / nuera (026)",50,,,40,5,5,
"Nieto(a) (027)",232,17,186,27,2,,
"Padres / suegros (028)",81,,,2,2,17,60
"Otro(a) pariente (029)",347,10,135,81,40,51,30
"Otro(a) no pariente (032)",60,2,10,24,18,1,5
,,,,,,,
"URBANA (033)",7656,110,2733,1471,1436,1099,807
"Jefe o Jefa (034)",2273,,10,293,737,675,558
"Esposa(o) / compañera(o) (035)",1222,,5,265,487,310,155
"Hijo(a) / hijastro(a) (036)",3249,81,2331,693,101,42,1
"Yerno / nuera (037)",54,,,36,10,6,2
"Nieto(a) (038)",272,17,209,43,3,,
"Padres / suegros (039)",80,,,,4,20,56
"Otro(a) pariente (040)",399,10,162,102,57,37,31
"Pensionistas (042)",2,,,,2,,
"Otro(a) no pariente (043)",105,2,16,39,35,9,4
"Hombres (044)",3761,66,1408,723,714,520,330
"Jefe o Jefa (045)",1502,,4,204,562,444,288
"Esposa(o) / compañera(o) (046)",106,,2,22,44,26,12
"Hijo(a) / hijastro(a) (047)",1714,51,1203,389,52,19,
"Yerno / nuera (048)",26,,,13,7,4,2
"Nieto(a) (049)",151,10,111,29,1,,
"Padres / suegros (050)",24,,,,2,5,17
"Otro(a) pariente (051)",182,5,79,49,25,14,10
"Pensionistas (053)",2,,,,2,,
"Otro(a) no pariente (054)",54,,9,17,19,8,1
"Mujeres (055)",3895,44,1325,748,722,579,477
"Jefe o Jefa (056)",771,,6,89,175,231,270
"Esposa(o) / compañera(o) (057)",1116,,3,243,443,284,143
"Hijo(a) / hijastro(a) (058)",1535,30,1128,304,49,23,1
"Yerno / nuera (059)",28,,,23,3,2,
"Nieto(a) (060)",121,7,98,14,2,,
"Padres / suegros (061)",56,,,,2,15,39
"Otro(a) pariente (062)",217,5,83,53,32,23,21
"Otro(a) no pariente (065)",51,2,7,22,16,1,3
,,,,,,,
"RURAL (066)",4900,98,1640,917,776,837,632
"Jefe o Jefa (067)",1564,,6,203,418,500,437
"Esposa(o) / compañera(o) (068)",855,,8,173,262,265,147
"Hijo(a) / hijastro(a) (069)",1915,73,1364,406,51,21,
"Yerno / nuera (070)",45,,,32,10,3,
"Nieto(a) (071)",194,17,149,27,1,,
"Padres / suegros (072)",31,,,4,,4,23
"Otro(a) pariente (073)",261,6,108,61,22,42,22
"Pensionistas (075)",1,,,,1,,
"Otro(a) no pariente (076)",34,2,5,11,11,2,3
"Hombres (077)",2428,47,840,460,408,390,283
"Jefe o Jefa (078)",1096,,,149,333,353,261
"Esposa(o) / compañera(o) (079)",41,,7,12,9,7,6
"Hijo(a) / hijastro(a) (080)",1022,37,714,226,33,12,
"Yerno / nuera (081)",23,,,15,8,,
"Nieto(a) (082)",83,7,61,14,1,,
"Padres / suegros (083)",6,,,2,,2,2
"Otro(a) pariente (084)",131,1,56,33,14,14,13
"Pensionistas (086)",1,,,,1,,
"Otro(a) no pariente (087)",25,2,2,9,9,2,1
"Mujeres (088)",2472,51,800,457,368,447,349
"Jefe o Jefa (089)",468,,6,54,85,147,176
"Esposa(o) / compañera(o) (090)",814,,1,161,253,258,141
"Hijo(a) / hijastro(a) (091)",893,36,650,180,18,9,
"Yerno / nuera (092)",22,,,17,2,3,
"Nieto(a) (093)",111,10,88,13,,,
"Padres / suegros (094)",25,,,2,,2,21
"Otro(a) pariente (095)",130,5,52,28,8,28,9
"Otro(a) no pariente (098)",9,,3,2,2,,2
