"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia TAHUAMANU",,,,,,,
"Viviendas particulares (001)",2662,414,451,217,1188,25,367
"Ocupantes presentes (002)",9086,1263,1350,855,4582,117,919
"Casa independiente",,,,,,,
"Viviendas particulares (004)",1898,300,211,203,1030,19,135
"Ocupantes presentes (005)",7194,1014,716,805,4178,89,392
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",26,11,14,,,,1
"Ocupantes presentes (011)",63,25,33,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",328,99,224,,,,5
"Ocupantes presentes (014)",829,217,596,,,,16
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",390,,,10,150,6,224
"Ocupantes presentes (017)",946,,,44,370,28,504
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",12,3,1,2,5,,1
"Ocupantes presentes (020)",36,6,4,4,21,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,1,1,2,2,,1
"Ocupantes presentes (023)",14,1,1,2,9,,1
"Otro tipo",,,,,,,
"Viviendas particulares (025)",1,,,,1,,
"Ocupantes presentes (026)",4,,,,4,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1818,414,451,183,666,18,86
"Ocupantes presentes (029)",6423,1263,1350,733,2741,83,253
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1444,300,211,179,658,18,78
"Ocupantes presentes (032)",5477,1014,716,727,2707,83,230
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",26,11,14,,,,1
"Ocupantes presentes (038)",63,25,33,,,,5
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",328,99,224,,,,5
"Ocupantes presentes (041)",829,217,596,,,,16
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",12,3,1,2,5,,1
"Ocupantes presentes (047)",36,6,4,4,21,,1
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,1,1,2,2,,1
"Ocupantes presentes (050)",14,1,1,2,9,,1
"Otro tipo",,,,,,,
"Viviendas particulares (052)",1,,,,1,,
"Ocupantes presentes (053)",4,,,,4,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",844,,,34,522,7,281
"Ocupantes presentes (056)",2663,,,122,1841,34,666
"Casa independiente",,,,,,,
"Viviendas particulares (058)",454,,,24,372,1,57
"Ocupantes presentes (059)",1717,,,78,1471,6,162
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",390,,,10,150,6,224
"Ocupantes presentes (071)",946,,,44,370,28,504
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Otro tipo",,,,,,,
