"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia NAZCA (000)",24276,6244,6533,8730,408,902,538,921
"Agric., ganadería, caza y silvicultura (001)",3780,52,1971,1367,80,310,,
"Pesca (002)",289,,33,247,7,2,,
"Explotación de minas y canteras (003)",2710,518,1613,539,37,3,,
"Industrias manufactureras (004)",1102,114,409,539,22,18,,
"Suministro de electricidad, gas y agua (005)",71,30,36,5,,,,
"Construcción (006)",1667,93,1077,465,24,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",4458,852,263,2855,103,385,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",590,90,209,244,26,21,,
"Comercio al por mayor (009)",229,102,19,89,4,15,,
"Comercio al por menor (010)",3639,660,35,2522,73,349,,
"Hoteles y restaurantes (011)",1449,616,91,624,58,60,,
"Trans., almac. y comunicaciones (012)",2304,634,369,1235,31,35,,
"Intermediación financiera (013)",117,111,4,1,1,,,
"Activid.inmobil., empres. y alquileres (014)",1162,797,135,202,23,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",734,626,108,,,,,
"Enseñanza (016)",1058,1007,2,47,1,1,,
"Servicios sociales y de salud (017)",343,279,8,53,2,1,,
"Otras activ. serv.comun.soc y personales (018)",803,337,94,343,8,21,,
"Hogares privados con servicio doméstico (019)",538,,,,,,538,
"Organiz. y organos extraterritoriales (020)",1,1,,,,,,
"Actividad economica no especificada (021)",769,177,320,208,11,53,,
"Desocupado (022)",921,,,,,,,921
"Hombres (023)",16278,3501,5712,5706,270,421,79,589
"Agric., ganadería, caza y silvicultura (024)",2840,45,1451,1105,65,174,,
"Pesca (025)",274,,33,232,7,2,,
"Explotación de minas y canteras (026)",2563,441,1584,503,33,2,,
"Industrias manufactureras (027)",895,92,379,393,17,14,,
"Suministro de electricidad, gas y agua (028)",67,27,35,5,,,,
"Construcción (029)",1626,82,1055,460,21,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",2042,401,256,1206,52,127,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",534,69,205,224,23,13,,
"Comercio al por mayor (032)",136,64,19,49,3,1,,
"Comercio al por menor (033)",1372,268,32,933,26,113,,
"Hoteles y restaurantes (034)",411,204,35,137,21,14,,
"Trans., almac. y comunicaciones (035)",2091,495,358,1183,27,28,,
"Intermediación financiera (036)",58,54,3,,1,,,
"Activid.inmobil., empres. y alquileres (037)",823,554,112,139,14,4,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",468,396,72,,,,,
"Enseñanza (039)",366,349,2,15,,,,
"Servicios sociales y de salud (040)",122,89,3,30,,,,
"Otras activ. serv.comun.soc y personales (041)",453,181,76,178,4,14,,
"Hogares privados con servicio doméstico (042)",79,,,,,,79,
"Organiz. y organos extraterritoriales (043)",1,1,,,,,,
"Actividad economica no especificada (044)",510,90,258,120,8,34,,
"Desocupado (045)",589,,,,,,,589
"Mujeres (046)",7998,2743,821,3024,138,481,459,332
"Agric., ganadería, caza y silvicultura (047)",940,7,520,262,15,136,,
"Pesca (048)",15,,,15,,,,
"Explotación de minas y canteras (049)",147,77,29,36,4,1,,
"Industrias manufactureras (050)",207,22,30,146,5,4,,
"Suministro de electricidad, gas y agua (051)",4,3,1,,,,,
"Construcción (052)",41,11,22,5,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",2416,451,7,1649,51,258,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",56,21,4,20,3,8,,
"Comercio al por mayor (055)",93,38,,40,1,14,,
"Comercio al por menor (056)",2267,392,3,1589,47,236,,
"Hoteles y restaurantes (057)",1038,412,56,487,37,46,,
"Trans., almac. y comunicaciones (058)",213,139,11,52,4,7,,
"Intermediación financiera (059)",59,57,1,1,,,,
"Activid.inmobil., empres. y alquileres (060)",339,243,23,63,9,1,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",266,230,36,,,,,
"Enseñanza (062)",692,658,,32,1,1,,
"Servicios sociales y de salud (063)",221,190,5,23,2,1,,
"Otras activ. serv.comun.soc y personales (064)",350,156,18,165,4,7,,
"Hogares privados con servicio doméstico (065)",459,,,,,,459,
"Actividad economica no especificada (067)",259,87,62,88,3,19,,
"Desocupado (068)",332,,,,,,,332
,,,,,,,,
"URBANA (069)",21383,6030,5159,7796,383,711,507,797
"Agric., ganadería, caza y silvicultura (070)",1912,39,911,762,63,137,,
"Pesca (071)",285,,33,243,7,2,,
"Explotación de minas y canteras (072)",2507,500,1511,459,36,1,,
"Industrias manufactureras (073)",1064,108,394,523,22,17,,
"Suministro de electricidad, gas y agua (074)",69,28,36,5,,,,
"Construcción (075)",1625,92,1049,452,24,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",4318,824,257,2756,101,380,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",568,83,205,234,25,21,,
"Comercio al por mayor (078)",225,102,19,85,4,15,,
"Comercio al por menor (079)",3525,639,33,2437,72,344,,
"Hoteles y restaurantes (080)",1416,603,84,612,58,59,,
"Trans., almac. y comunicaciones (081)",2219,622,354,1179,29,35,,
"Intermediación financiera (082)",116,110,4,1,1,,,
"Activid.inmobil., empres. y alquileres (083)",1112,756,131,199,21,5,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",718,613,105,,,,,
"Enseñanza (085)",1018,969,2,45,1,1,,
"Servicios sociales y de salud (086)",338,275,8,52,2,1,,
"Otras activ. serv.comun.soc y personales (087)",765,322,84,330,8,21,,
"Hogares privados con servicio doméstico (088)",507,,,,,,507,
"Organiz. y organos extraterritoriales (089)",1,1,,,,,,
"Actividad economica no especificada (090)",596,168,196,178,10,44,,
"Desocupado (091)",797,,,,,,,797
"Hombres (092)",14109,3372,4650,4959,248,312,74,494
"Agric., ganadería, caza y silvicultura (093)",1408,33,660,590,50,75,,
"Pesca (094)",270,,33,228,7,2,,
"Explotación de minas y canteras (095)",2371,429,1485,424,32,1,,
"Industrias manufactureras (096)",867,86,368,382,17,14,,
"Suministro de electricidad, gas y agua (097)",66,26,35,5,,,,
"Construcción (098)",1585,81,1028,447,21,8,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",1982,389,250,1168,50,125,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",515,64,201,215,22,13,,
"Comercio al por mayor (101)",133,64,19,46,3,1,,
"Comercio al por menor (102)",1334,261,30,907,25,111,,
"Hoteles y restaurantes (103)",405,202,32,136,21,14,,
"Trans., almac. y comunicaciones (104)",2012,487,343,1129,25,28,,
"Intermediación financiera (105)",57,53,3,,1,,,
"Activid.inmobil., empres. y alquileres (106)",781,519,108,137,13,4,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",459,389,70,,,,,
"Enseñanza (108)",352,336,2,14,,,,
"Servicios sociales y de salud (109)",121,88,3,30,,,,
