"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia HUARMEY (000)",7557,120,2923,2432,741,287,147,48,7,,852
"Conviviente (001)",3389,60,1492,1087,268,101,51,13,4,,313
"Separado(a) (002)",542,7,209,200,54,27,13,2,1,,29
"Casado(a) (003)",2395,28,875,842,309,105,50,20,,,166
"Viudo(a) (004)",545,17,206,169,54,22,18,7,2,,50
"Divorciado(a) (005)",31,1,15,5,2,5,,,,,3
"Soltero(a) (006)",655,7,126,129,54,27,15,6,,,291
,,,,,,,,,,,
"URBANA (008)",5889,76,2144,1901,610,253,129,43,7,,726
"Conviviente (009)",2514,38,1063,822,200,81,43,12,4,,251
"Separado(a) (010)",459,5,167,173,49,25,13,2,1,,24
"Casado(a) (011)",1896,16,649,663,268,95,42,19,,,144
"Viudo(a) (012)",433,12,159,130,46,22,16,5,2,,41
"Divorciado(a) (013)",29,1,14,4,2,5,,,,,3
"Soltero(a) (014)",558,4,92,109,45,25,15,5,,,263
,,,,,,,,,,,
"RURAL (016)",1668,44,779,531,131,34,18,5,,,126
"Conviviente (017)",875,22,429,265,68,20,8,1,,,62
"Separado(a) (018)",83,2,42,27,5,2,,,,,5
"Casado(a) (019)",499,12,226,179,41,10,8,1,,,22
"Viudo(a) (020)",112,5,47,39,8,,2,2,,,9
"Divorciado(a) (021)",2,,1,1,,,,,,,
"Soltero(a) (022)",97,3,34,20,9,2,,1,,,28
