"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MORROPON (000)",47136,38992,3500,2016,2628
"Empleado (001)",6182,2565,998,1129,1490
"Obrero (002)",10275,7033,1360,803,1079
"Trabajador independiente (003)",23160,22297,863,,
"Empleador o patrono (004)",854,742,59,32,21
"Trabajador familiar no remunerado (005)",5842,5532,220,52,38
"Trabajador del hogar (006)",823,823,,,
"De 06 a 14 años (008)",778,704,46,10,18
"Empleado (009)",39,36,3,,
"Obrero (010)",120,85,15,4,16
"Trabajador independiente (011)",149,142,7,,
"Trabajador familiar no remunerado (013)",450,421,21,6,2
"Trabajador del hogar (014)",20,20,,,
"De 15 a 29 años (016)",13887,11163,1204,595,925
"Empleado (017)",1927,1001,270,258,398
"Obrero (018)",3749,2377,571,303,498
"Trabajador independiente (019)",4959,4722,237,,
"Empleador o patrono (020)",164,127,16,12,9
"Trabajador familiar no remunerado (021)",2632,2480,110,22,20
"Trabajador del hogar (022)",456,456,,,
"De 30 a 44 años (024)",15363,12262,1288,789,1024
"Empleado (025)",2476,925,439,456,656
"Obrero (026)",3536,2414,455,314,353
"Trabajador independiente (027)",7537,7207,330,,
"Empleador o patrono (028)",268,236,19,5,8
"Trabajador familiar no remunerado (029)",1336,1270,45,14,7
"Trabajador del hogar (030)",210,210,,,
"De 45 a 64 años (032)",13052,11007,837,589,619
"Empleado (033)",1633,539,268,406,420
"Obrero (034)",2345,1720,274,161,190
"Trabajador independiente (035)",7635,7390,245,,
"Empleador o patrono (036)",303,267,18,14,4
"Trabajador familiar no remunerado (037)",1013,968,32,8,5
"Trabajador del hogar (038)",123,123,,,
"De 65 y más años (040)",4056,3856,125,33,42
"Empleado (041)",107,64,18,9,16
"Obrero (042)",525,437,45,21,22
"Trabajador independiente (043)",2880,2836,44,,
"Empleador o patrono (044)",119,112,6,1,
"Trabajador familiar no remunerado (045)",411,393,12,2,4
"Trabajador del hogar (046)",14,14,,,
,,,,,
"URBANA (048)",28918,22608,2494,1614,2202
"Empleado (049)",5461,2200,852,1032,1377
"Obrero (050)",6111,3953,836,538,784
"Trabajador independiente (051)",13917,13275,642,,
"Empleador o patrono (052)",614,520,50,25,19
"Trabajador familiar no remunerado (053)",2162,2007,114,19,22
