"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUANCAVELICA (000)",51626,49497,16896,5977,4964,3902,6240,4878,3517,3123,2129,151959
"De 12 a 14 años (001)",5767,5747,5727,19,1,,,,,,20,21
"De 15 a 19 años (002)",7871,7768,6890,761,109,5,3,,,,103,1006
"De 20 a 24 años (003)",6812,5907,2439,2003,1021,337,97,10,,,905,5538
"De 25 a 29 años (004)",5297,4705,697,1322,1224,773,603,73,13,,592,9213
"De 30 a 34 años (005)",4581,4338,295,734,953,791,1065,424,70,6,243,13029
"De 35 a 39 años (006)",4082,3981,187,369,586,621,1079,755,312,72,101,16440
"De 40 a 44 años (007)",3413,3352,142,187,345,386,844,710,489,249,61,17256
"De 45 a 49 años (008)",2989,2963,97,138,209,285,620,643,537,434,26,17772
"De 50 y más años (009)",10814,10736,422,444,516,704,1929,2263,2096,2362,78,71684
"PEA (010)",18256,17244,3426,2708,2454,1727,2603,1905,1268,1153,1012,60313
"De 12 a 14 años (011)",285,285,280,5,,,,,,,,5
"De 15 a 19 años (012)",1675,1646,1329,273,41,1,2,,,,29,366
"De 20 a 24 años (013)",2588,2242,891,734,436,131,46,4,,,346,2222
"De 25 a 29 años (014)",2540,2199,398,637,525,312,284,40,3,,341,4107
"De 30 a 34 años (015)",2365,2208,190,455,522,322,467,214,36,2,157,6212
"De 35 a 39 años (016)",2092,2034,107,238,378,317,482,348,133,31,58,7770
"De 40 a 44 años (017)",1686,1647,71,114,232,219,399,290,205,117,39,7885
"De 45 a 49 años (018)",1464,1448,47,87,136,172,314,275,228,189,16,8081
"De 50 y más años (019)",3561,3535,113,165,184,253,609,734,663,814,26,23665
"Ocupada (020)",17299,16447,3033,2536,2359,1688,2559,1874,1256,1142,852,59217
