"CUADRO Nº 20: TOTAL DE VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR RÉGIMEN DE TENENCIA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"RÉGIMEN DE TENENCIA",,,,,
,,ALQUILADA,"PROPIA POR INVASIÓN","PROPIA PAGÁNDOLA A PLAZOS","PROPIA TOTALMENTE PAGADA","CEDIDA POR EL CENTRO DE TRABAJO/OTRO HOGAR /INSTITUCIÓN","OTRA FORMA"
,,,,,,,
"Provincia SAN IGNACIO",,,,,,,
"Viviendas particulares (001)",29121,3762,514,310,23935,348,252
"Ocupantes presentes (002)",130377,13815,2346,1434,110696,1149,937
"Casa independiente",,,,,,,
"Viviendas particulares (004)",28081,3355,513,298,23348,325,242
"Ocupantes presentes (005)",126300,12468,2342,1375,108145,1075,895
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",24,18,,1,4,,1
"Ocupantes presentes (008)",89,57,,2,24,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",180,145,,1,34,,
"Ocupantes presentes (011)",663,509,,4,150,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",264,180,,1,76,4,3
"Ocupantes presentes (014)",895,548,,5,316,15,11
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",535,58,1,8,460,6,2
"Ocupantes presentes (017)",2314,208,4,42,2025,26,9
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,3,,1,3,,1
"Ocupantes presentes (020)",31,13,,6,4,,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",23,3,,,5,13,2
"Ocupantes presentes (023)",72,12,,,20,33,7
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,5,,1
"Ocupantes presentes (026)",13,,,,12,,1
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",4801,1554,50,109,2918,83,87
"Ocupantes presentes (029)",19777,5635,233,491,12784,310,324
"Casa independiente",,,,,,,
"Viviendas particulares (031)",4315,1205,50,105,2797,77,81
"Ocupantes presentes (032)",18070,4496,233,474,12280,289,298
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",24,18,,1,4,,1
"Ocupantes presentes (035)",89,57,,2,24,,6
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",180,145,,1,34,,
"Ocupantes presentes (038)",663,509,,4,150,,
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",264,180,,1,76,4,3
"Ocupantes presentes (041)",895,548,,5,316,15,11
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,3,,1,3,,1
"Ocupantes presentes (047)",31,13,,6,4,,8
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",7,3,,,2,2,
"Ocupantes presentes (050)",25,12,,,7,6,
"Otro tipo",,,,,,,
"Viviendas particulares (052)",3,,,,2,,1
"Ocupantes presentes (053)",4,,,,3,,1
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",24320,2208,464,201,21017,265,165
"Ocupantes presentes (056)",110600,8180,2113,943,97912,839,613
"Casa independiente",,,,,,,
"Viviendas particulares (058)",23766,2150,463,193,20551,248,161
"Ocupantes presentes (059)",108230,7972,2109,901,95865,786,597
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",535,58,1,8,460,6,2
"Ocupantes presentes (071)",2314,208,4,42,2025,26,9
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",16,,,,3,11,2
"Ocupantes presentes (077)",47,,,,13,27,7
"Otro tipo",,,,,,,
"Viviendas particulares (079)",3,,,,3,,
"Ocupantes presentes (080)",9,,,,9,,
