"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SAN ROMAN (000)",227319,20648,5125,67492,80182,10776,10569,15753,16774
"Quechua (001)",67746,8079,419,25863,23304,2353,2456,2182,3090
"Aymara (002)",19399,1123,55,6411,7827,794,1021,804,1364
"Ashaninca (003)",48,4,3,15,16,1,4,1,4
"Otra lengua nativa (004)",60,,1,13,29,2,3,5,7
"Castellano (005)",139850,11332,4637,35145,48988,7622,7083,12756,12287
"Idioma extranjero (006)",40,,2,4,7,1,1,3,22
"Es sordomudo/a (007)",176,110,8,41,11,3,1,2,
"Hombres (009)",111290,7444,2558,29490,42110,5728,5389,9018,9553
"Quechua (010)",31274,1612,195,10221,13002,1381,1419,1405,2039
"Aymara (011)",9530,210,24,2286,4325,482,651,549,1003
"Ashaninca (012)",22,1,2,6,9,,2,,2
"Otra lengua nativa (013)",27,,1,5,16,,,1,4
"Castellano (014)",70324,5566,2331,16948,24747,3863,3316,7060,6493
"Idioma extranjero (015)",23,,1,4,3,,1,2,12
"Es sordomudo/a (016)",90,55,4,20,8,2,,1,
"Mujeres (018)",116029,13204,2567,38002,38072,5048,5180,6735,7221
"Quechua (019)",36472,6467,224,15642,10302,972,1037,777,1051
"Aymara (020)",9869,913,31,4125,3502,312,370,255,361
"Ashaninca (021)",26,3,1,9,7,1,2,1,2
"Otra lengua nativa (022)",33,,,8,13,2,3,4,3
"Castellano (023)",69526,5766,2306,18197,24241,3759,3767,5696,5794
"Idioma extranjero (024)",17,,1,,4,1,,1,10
"Es sordomudo/a (025)",86,55,4,21,3,1,1,1,
,,,,,,,,,
"URBANA (027)",208298,16854,4729,58828,74850,10530,10397,15515,16595
"Quechua (028)",54112,5013,218,19212,19949,2230,2364,2097,3029
"Aymara (029)",19270,1112,53,6359,7778,790,1018,802,1358
"Ashaninca (030)",48,4,3,15,16,1,4,1,4
"Otra lengua nativa (031)",59,,1,13,28,2,3,5,7
"Castellano (032)",134624,10634,4445,33187,47064,7503,7006,12607,12178
"Idioma extranjero (033)",30,,2,2,4,1,1,1,19
"Es sordomudo/a (034)",155,91,7,40,11,3,1,2,
"Hombres (036)",102227,6301,2350,25420,38984,5583,5272,8876,9441
"Quechua (037)",25003,826,93,7131,10962,1301,1348,1350,1992
"Aymara (038)",9472,208,23,2262,4301,481,649,549,999
"Ashaninca (039)",22,1,2,6,9,,2,,2
"Otra lengua nativa (040)",27,,1,5,16,,,1,4
"Castellano (041)",67606,5221,2227,15995,23685,3799,3272,6974,6433
"Idioma extranjero (042)",19,,1,2,3,,1,1,11
"Es sordomudo/a (043)",78,45,3,19,8,2,,1,
"Mujeres (045)",106071,10553,2379,33408,35866,4947,5125,6639,7154
"Quechua (046)",29109,4187,125,12081,8987,929,1016,747,1037
"Aymara (047)",9798,904,30,4097,3477,309,369,253,359
"Ashaninca (048)",26,3,1,9,7,1,2,1,2
"Otra lengua nativa (049)",32,,,8,12,2,3,4,3
"Castellano (050)",67018,5413,2218,17192,23379,3704,3734,5633,5745
"Idioma extranjero (051)",11,,1,,1,1,,,8
"Es sordomudo/a (052)",77,46,4,21,3,1,1,1,
,,,,,,,,,
"RURAL (054)",19021,3794,396,8664,5332,246,172,238,179
"Quechua (055)",13634,3066,201,6651,3355,123,92,85,61
"Aymara (056)",129,11,2,52,49,4,3,2,6
"Otra lengua nativa (058)",1,,,,1,,,,
"Castellano (059)",5226,698,192,1958,1924,119,77,149,109
"Idioma extranjero (060)",10,,,2,3,,,2,3
"Es sordomudo/a (061)",21,19,1,1,,,,,
"Hombres (063)",9063,1143,208,4070,3126,145,117,142,112
"Quechua (064)",6271,786,102,3090,2040,80,71,55,47
"Aymara (065)",58,2,1,24,24,1,2,,4
"Castellano (068)",2718,345,104,953,1062,64,44,86,60
"Idioma extranjero (069)",4,,,2,,,,1,1
"Es sordomudo/a (070)",12,10,1,1,,,,,
"Mujeres (072)",9958,2651,188,4594,2206,101,55,96,67
"Quechua (073)",7363,2280,99,3561,1315,43,21,30,14
"Aymara (074)",71,9,1,28,25,3,1,2,2
"Otra lengua nativa (076)",1,,,,1,,,,
"Castellano (077)",2508,353,88,1005,862,55,33,63,49
"Idioma extranjero (078)",6,,,,3,,,1,2
"Es sordomudo/a (079)",9,9,,,,,,,
