"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia BOLIVAR (000)",4179,24,386,56,97,206,1811,129,132,1106,10,222
"Agric., ganadería, caza y silvicultura (001)",2576,,,3,2,,1811,,1,759,,
"Explotación de minas y canteras (003)",19,,,,,,,4,1,14,,
"Industrias manufactureras (004)",120,,,,,1,,117,2,,,
"Suministro de electricidad, gas y agua (005)",1,,,,1,,,,,,,
"Construcción (006)",221,,3,,,,,2,101,115,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",175,,2,9,,128,,6,2,28,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",5,,,,,,,5,,,,
"Comercio al por mayor (009)",12,,,1,,10,,,,1,,
"Comercio al por menor (010)",158,,2,8,,118,,1,2,27,,
"Hoteles y restaurantes (011)",88,,1,4,2,73,,,,8,,
"Trans., almac. y comunicaciones (012)",54,,,3,3,,,,24,24,,
"Intermediación financiera (013)",2,,,,2,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",28,,4,3,15,2,,,,4,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",122,17,5,7,61,1,,,,21,10,
"Enseñanza (016)",366,7,351,1,4,,,,,3,,
"Servicios sociales y de salud (017)",45,,19,22,2,,,,1,1,,
"Otras activ. serv.comun.soc y personales (018)",36,,1,4,2,1,,,,28,,
"Hogares privados con servicio doméstico (019)",101,,,,,,,,,101,,
"Actividad economica no especificada (021)",225,,,,3,,,,,,,222
"Hombres (022)",3393,19,209,32,66,72,1763,97,132,873,10,120
"Agric., ganadería, caza y silvicultura (023)",2435,,,3,2,,1763,,1,666,,
