"CUADRO Nº 3: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y TIPO DE VIVIENDA PARTICULAR",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL Y TIPO DE VIVIENDA PARTICULAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MAYNAS (000)",486072,12895,158136,142003,88255,63869,20914
"Casa independiente (001)",410603,10445,130029,122145,75336,54707,17941
"Departamento en edificio (002)",1755,38,457,476,432,300,52
"Vivienda en quinta (003)",10105,272,2662,3429,2280,1194,268
"Vivienda en casa de vecindad (004)",1723,58,563,493,326,222,61
"Choza o cabaña (005)",58766,1968,23312,14576,9278,7129,2503
"Vivienda improvisada (006)",2600,96,970,722,492,251,69
"Local no destinado para hab.humana (007)",424,17,113,137,85,55,17
"Otro tipo (008)",96,1,30,25,26,11,3
,,,,,,,
"URBANA (009)",386891,9607,118380,117523,72456,52199,16726
"Casa independiente (010)",370225,9126,113593,112251,68823,50175,16257
"Departamento en edificio (011)",1755,38,457,476,432,300,52
"Vivienda en quinta (012)",10105,272,2662,3429,2280,1194,268
"Vivienda en casa de vecindad (013)",1723,58,563,493,326,222,61
"Vivienda improvisada (015)",2600,96,970,722,492,251,69
"Local no destinado para hab.humana (016)",394,16,107,129,79,47,16
"Otro tipo (017)",89,1,28,23,24,10,3
,,,,,,,
"RURAL (018)",99181,3288,39756,24480,15799,11670,4188
"Casa independiente (019)",40378,1319,16436,9894,6513,4532,1684
"Choza o cabaña (023)",58766,1968,23312,14576,9278,7129,2503
"Local no destinado para hab.humana (025)",30,1,6,8,6,8,1
"Otro tipo (026)",7,,2,2,2,1,
