"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia TAHUAMANU (000)",9086,190,2681,2560,2051,1224,380
"Jefe o Jefa (001)",2693,,9,564,1075,789,256
"Esposa(o) / compañera(o) (002)",1346,,6,474,555,252,59
"Hijo(a) / hijastro(a) (003)",3379,143,2162,932,111,29,2
"Yerno / nuera (004)",114,,5,76,29,4,
"Nieto(a) (005)",350,37,261,50,2,,
"Padres / suegros (006)",65,,,,6,28,31
"Otro(a) pariente (007)",697,7,191,271,148,59,21
"Trabajador(a) del hogar (008)",9,,,6,3,,
"Pensionistas (009)",20,,,10,8,2,
"Otro(a) no pariente (010)",413,3,47,177,114,61,11
"Hombres (011)",4974,98,1350,1335,1171,779,241
"Jefe o Jefa (012)",2065,,7,409,819,632,198
"Esposa(o) / compañera(o) (013)",104,,2,32,42,18,10
"Hijo(a) / hijastro(a) (014)",1806,74,1089,556,70,16,1
"Yerno / nuera (015)",48,,1,23,20,4,
"Nieto(a) (016)",182,17,135,28,2,,
"Padres / suegros (017)",29,,,,4,10,15
"Otro(a) pariente (018)",422,5,98,154,112,44,9
"Trabajador(a) del hogar (019)",1,,,,1,,
"Pensionistas (020)",19,,,9,8,2,
"Otro(a) no pariente (021)",298,2,18,124,93,53,8
"Mujeres (022)",4112,92,1331,1225,880,445,139
"Jefe o Jefa (023)",628,,2,155,256,157,58
"Esposa(o) / compañera(o) (024)",1242,,4,442,513,234,49
"Hijo(a) / hijastro(a) (025)",1573,69,1073,376,41,13,1
"Yerno / nuera (026)",66,,4,53,9,,
"Nieto(a) (027)",168,20,126,22,,,
"Padres / suegros (028)",36,,,,2,18,16
"Otro(a) pariente (029)",275,2,93,117,36,15,12
"Trabajador(a) del hogar (030)",8,,,6,2,,
"Pensionistas (031)",1,,,1,,,
"Otro(a) no pariente (032)",115,1,29,53,21,8,3
,,,,,,,
"URBANA (033)",6423,136,1912,1902,1475,783,215
"Jefe o Jefa (034)",1844,,6,435,773,489,141
"Esposa(o) / compañera(o) (035)",965,,5,354,409,166,31
"Hijo(a) / hijastro(a) (036)",2395,102,1518,670,79,24,2
"Yerno / nuera (037)",82,,3,49,26,4,
"Nieto(a) (038)",256,27,187,40,2,,
"Padres / suegros (039)",50,,,,3,23,24
"Otro(a) pariente (040)",548,6,160,219,110,41,12
"Trabajador(a) del hogar (041)",6,,,4,2,,
"Pensionistas (042)",17,,,8,7,2,
"Otro(a) no pariente (043)",260,1,33,123,64,34,5
"Hombres (044)",3391,70,935,964,811,487,124
"Jefe o Jefa (045)",1379,,5,311,580,383,100
"Esposa(o) / compañera(o) (046)",73,,2,26,25,14,6
"Hijo(a) / hijastro(a) (047)",1237,52,740,382,49,13,1
"Yerno / nuera (048)",38,,,17,17,4,
"Nieto(a) (049)",133,13,97,21,2,,
"Padres / suegros (050)",21,,,,1,10,10
"Otro(a) pariente (051)",317,4,79,121,80,30,3
"Trabajador(a) del hogar (052)",1,,,,1,,
"Pensionistas (053)",16,,,7,7,2,
"Otro(a) no pariente (054)",176,1,12,79,49,31,4
"Mujeres (055)",3032,66,977,938,664,296,91
"Jefe o Jefa (056)",465,,1,124,193,106,41
"Esposa(o) / compañera(o) (057)",892,,3,328,384,152,25
"Hijo(a) / hijastro(a) (058)",1158,50,778,288,30,11,1
"Yerno / nuera (059)",44,,3,32,9,,
"Nieto(a) (060)",123,14,90,19,,,
"Padres / suegros (061)",29,,,,2,13,14
"Otro(a) pariente (062)",231,2,81,98,30,11,9
"Trabajador(a) del hogar (063)",5,,,4,1,,
"Pensionistas (064)",1,,,1,,,
"Otro(a) no pariente (065)",84,,21,44,15,3,1
,,,,,,,
"RURAL (066)",2663,54,769,658,576,441,165
"Jefe o Jefa (067)",849,,3,129,302,300,115
"Esposa(o) / compañera(o) (068)",381,,1,120,146,86,28
"Hijo(a) / hijastro(a) (069)",984,41,644,262,32,5,
"Yerno / nuera (070)",32,,2,27,3,,
"Nieto(a) (071)",94,10,74,10,,,
"Padres / suegros (072)",15,,,,3,5,7
"Otro(a) pariente (073)",149,1,31,52,38,18,9
"Trabajador(a) del hogar (074)",3,,,2,1,,
"Pensionistas (075)",3,,,2,1,,
"Otro(a) no pariente (076)",153,2,14,54,50,27,6
"Hombres (077)",1583,28,415,371,360,292,117
"Jefe o Jefa (078)",686,,2,98,239,249,98
"Esposa(o) / compañera(o) (079)",31,,,6,17,4,4
"Hijo(a) / hijastro(a) (080)",569,22,349,174,21,3,
"Yerno / nuera (081)",10,,1,6,3,,
"Nieto(a) (082)",49,4,38,7,,,
"Padres / suegros (083)",8,,,,3,,5
"Otro(a) pariente (084)",105,1,19,33,32,14,6
"Pensionistas (086)",3,,,2,1,,
"Otro(a) no pariente (087)",122,1,6,45,44,22,4
"Mujeres (088)",1080,26,354,287,216,149,48
"Jefe o Jefa (089)",163,,1,31,63,51,17
"Esposa(o) / compañera(o) (090)",350,,1,114,129,82,24
"Hijo(a) / hijastro(a) (091)",415,19,295,88,11,2,
"Yerno / nuera (092)",22,,1,21,,,
"Nieto(a) (093)",45,6,36,3,,,
"Padres / suegros (094)",7,,,,,5,2
"Otro(a) pariente (095)",44,,12,19,6,4,3
"Trabajador(a) del hogar (096)",3,,,2,1,,
"Otro(a) no pariente (098)",31,1,8,9,6,5,2
