"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia COTABAMBAS (000)",7522,1316,17,2616,1992,240,695,100,546
"Agric., ganadería, caza y silvicultura (001)",3732,1031,11,1763,843,29,36,7,12
"Explotación de minas y canteras (003)",406,16,1,76,145,23,58,14,73
"Industrias manufactureras (004)",209,53,1,62,67,12,5,4,5
"Suministro de electricidad, gas y agua (005)",16,3,,6,2,1,2,,2
"Construcción (006)",592,60,,249,242,17,13,1,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",407,25,,136,178,21,26,11,10
"Venta, mant.y rep. veh.autom.y motoc. (008)",22,,,3,9,,9,,1
"Comercio al por mayor (009)",10,2,,3,3,,1,1,
"Comercio al por menor (010)",375,23,,130,166,21,16,10,9
"Hoteles y restaurantes (011)",188,26,2,67,66,12,11,1,3
"Trans., almac. y comunicaciones (012)",106,3,1,16,53,12,14,6,1
"Intermediación financiera (013)",3,,,,,,1,1,1
"Activid.inmobil., empres. y de alquiler (014)",99,,,11,38,5,15,9,21
"Admin.pub. y defensa; p. segur.soc.afil (015)",256,8,,22,96,28,43,20,39
"Enseñanza (016)",783,,,,80,42,379,17,265
"Servicios sociales y de salud (017)",141,,,1,7,8,44,4,77
"Otras activ. serv.comun.soc y personales (018)",76,2,,9,30,6,13,2,14
"Hogares privados con servicio doméstico (019)",155,36,1,74,37,3,4,,
"Actividad economica no especificada (021)",353,53,,124,108,21,31,3,13
"Hombres (022)",5534,722,9,2104,1642,182,453,74,348
"Agric., ganadería, caza y silvicultura (023)",3035,614,6,1558,777,28,35,7,10
"Explotación de minas y canteras (025)",366,8,1,67,141,22,57,11,59
"Industrias manufactureras (026)",143,17,1,45,57,10,5,4,4
"Suministro de electricidad, gas y agua (027)",14,2,,6,2,1,1,,2
"Construcción (028)",573,51,,242,240,17,12,1,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",164,4,,47,76,9,16,5,7
"Venta, mant.y rep. veh.autom.y motoc. (030)",19,,,2,8,,8,,1
"Comercio al por mayor (031)",4,1,,,2,,1,,
"Comercio al por menor (032)",141,3,,45,66,9,7,5,6
"Hoteles y restaurantes (033)",52,1,,18,15,7,8,1,2
"Trans., almac. y comunicaciones (034)",99,1,1,14,52,10,14,6,1
"Intermediación financiera (035)",2,,,,,,1,1,
"Activid.inmobil., empres. y de alquiler (036)",78,,,10,31,4,10,7,16
"Admin.pub. y defensa; p. segur.soc.afil (037)",212,5,,18,83,24,35,18,29
"Enseñanza (038)",463,,,,56,24,220,7,156
"Servicios sociales y de salud (039)",51,,,,4,3,11,2,31
"Otras activ. serv.comun.soc y personales (040)",56,1,,6,26,6,6,1,10
"Hogares privados con servicio doméstico (041)",19,3,,6,5,3,2,,
"Actividad economica no especificada (043)",207,15,,67,77,14,20,3,11
"Mujeres (044)",1988,594,8,512,350,58,242,26,198
"Agric., ganadería, caza y silvicultura (045)",697,417,5,205,66,1,1,,2
"Explotación de minas y canteras (047)",40,8,,9,4,1,1,3,14
"Industrias manufactureras (048)",66,36,,17,10,2,,,1
