"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia LAURICOCHA (000)",9831,250,2988,3464,2385,744
"Empleado (001)",1096,2,311,471,300,12
"Obrero (002)",1991,19,756,807,354,55
"Trabajador independiente (003)",4447,7,971,1597,1318,554
"Empleador o patrono (004)",76,,18,24,29,5
"Trabajador familiar no remunerado (005)",1624,204,659,375,286,100
"Trabajador del hogar (006)",124,2,44,43,29,6
"Desocupado (008)",473,16,229,147,69,12
"Hombres (009)",7440,151,2222,2683,1820,564
"Empleado (010)",759,2,197,309,242,9
"Obrero (011)",1830,16,683,762,321,48
"Trabajador independiente (012)",3566,4,749,1307,1065,441
"Empleador o patrono (013)",65,,13,20,27,5
"Trabajador familiar no remunerado (014)",827,121,408,150,98,50
"Trabajador del hogar (015)",15,1,5,5,4,
"Desocupado (017)",378,7,167,130,63,11
"Mujeres (018)",2391,99,766,781,565,180
"Empleado (019)",337,,114,162,58,3
"Obrero (020)",161,3,73,45,33,7
"Trabajador independiente (021)",881,3,222,290,253,113
"Empleador o patrono (022)",11,,5,4,2,
"Trabajador familiar no remunerado (023)",797,83,251,225,188,50
"Trabajador del hogar (024)",109,1,39,38,25,6
"Desocupado (026)",95,9,62,17,6,1
,,,,,,
"URBANA (027)",2301,67,649,840,580,165
"Empleado (028)",529,2,123,239,161,4
"Obrero (029)",212,5,86,70,41,10
"Trabajador independiente (030)",1004,4,228,376,271,125
"Empleador o patrono (031)",11,,4,5,2,
"Trabajador familiar no remunerado (032)",341,51,125,87,59,19
"Trabajador del hogar (033)",49,1,17,17,12,2
"Desocupado (035)",155,4,66,46,34,5
"Hombres (036)",1497,37,410,541,390,119
"Empleado (037)",330,2,66,140,118,4
"Obrero (038)",188,4,78,61,36,9
"Trabajador independiente (039)",697,3,146,265,191,92
"Empleador o patrono (040)",9,,3,4,2,
"Trabajador familiar no remunerado (041)",141,27,66,26,12,10
"Trabajador del hogar (042)",7,,2,3,2,
"Desocupado (044)",125,1,49,42,29,4
"Mujeres (045)",804,30,239,299,190,46
"Empleado (046)",199,,57,99,43,
"Obrero (047)",24,1,8,9,5,1
"Trabajador independiente (048)",307,1,82,111,80,33
"Empleador o patrono (049)",2,,1,1,,
"Trabajador familiar no remunerado (050)",200,24,59,61,47,9
"Trabajador del hogar (051)",42,1,15,14,10,2
"Desocupado (053)",30,3,17,4,5,1
,,,,,,
"RURAL (054)",7530,183,2339,2624,1805,579
"Empleado (055)",567,,188,232,139,8
"Obrero (056)",1779,14,670,737,313,45
"Trabajador independiente (057)",3443,3,743,1221,1047,429
"Empleador o patrono (058)",65,,14,19,27,5
"Trabajador familiar no remunerado (059)",1283,153,534,288,227,81
"Trabajador del hogar (060)",75,1,27,26,17,4
"Desocupado (062)",318,12,163,101,35,7
"Hombres (063)",5943,114,1812,2142,1430,445
"Empleado (064)",429,,131,169,124,5
"Obrero (065)",1642,12,605,701,285,39
"Trabajador independiente (066)",2869,1,603,1042,874,349
"Empleador o patrono (067)",56,,10,16,25,5
"Trabajador familiar no remunerado (068)",686,94,342,124,86,40
"Trabajador del hogar (069)",8,1,3,2,2,
"Desocupado (071)",253,6,118,88,34,7
"Mujeres (072)",1587,69,527,482,375,134
"Empleado (073)",138,,57,63,15,3
"Obrero (074)",137,2,65,36,28,6
"Trabajador independiente (075)",574,2,140,179,173,80
"Empleador o patrono (076)",9,,4,3,2,
"Trabajador familiar no remunerado (077)",597,59,192,164,141,41
"Trabajador del hogar (078)",67,,24,24,15,4
"Desocupado (080)",65,6,45,13,1,
