"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia SAN IGNACIO (000)",805,247,558
"Sin nivel (001)",58,11,47
"Primaria (003)",395,107,288
"Secundaria (004)",266,95,171
"Superior no univ. incompleta (005)",23,8,15
"Superior no univ. completa (006)",32,13,19
"Superior univ. incompleta (007)",10,4,6
"Superior univ. completa (008)",21,9,12
"De 14 a 29 años (010)",454,181,273
"Sin nivel (011)",13,4,9
"Primaria (013)",181,71,110
"Secundaria (014)",204,80,124
"Superior no univ. incompleta (015)",16,6,10
"Superior no univ. completa (016)",21,11,10
"Superior univ. incompleta (017)",8,4,4
"Superior univ. completa (018)",11,5,6
"De 30 a 44 años (020)",214,57,157
"Sin nivel (021)",13,4,9
"Primaria (023)",125,34,91
"Secundaria (024)",48,12,36
"Superior no univ. incompleta (025)",7,2,5
"Superior no univ. completa (026)",9,1,8
"Superior univ. incompleta (027)",2,,2
"Superior univ. completa (028)",10,4,6
"De 45 a 64 años (030)",107,9,98
"Sin nivel (031)",20,3,17
"Primaria (033)",73,2,71
"Secundaria (034)",12,3,9
"Superior no univ. completa (036)",2,1,1
"De 65 y más años (040)",30,,30
"Sin nivel (041)",12,,12
"Primaria (043)",16,,16
"Secundaria (044)",2,,2
,,,
"AREA URBANA (050)",249,74,175
"Sin nivel (051)",7,2,5
"Primaria (053)",74,16,58
"Secundaria (054)",103,37,66
"Superior no univ. incompleta (055)",17,4,13
"Superior no univ. completa (056)",24,6,18
"Superior univ. incompleta (057)",10,4,6
"Superior univ. completa (058)",14,5,9
"De 14 a 29 años (060)",134,57,77
"Sin nivel (061)",4,2,2
"Primaria (063)",18,9,9
"Secundaria (064)",70,30,40
"Superior no univ. incompleta (065)",14,4,10
"Superior no univ. completa (066)",14,5,9
"Superior univ. incompleta (067)",8,4,4
"Superior univ. completa (068)",6,3,3
"De 30 a 44 años (070)",77,13,64
"Sin nivel (071)",1,,1
"Primaria (073)",31,7,24
"Secundaria (074)",24,4,20
"Superior no univ. incompleta (075)",3,,3
"Superior no univ. completa (076)",8,,8
"Superior univ. incompleta (077)",2,,2
"Superior univ. completa (078)",8,2,6
"De 45 a 64 años (080)",32,4,28
"Sin nivel (081)",1,,1
"Primaria (083)",21,,21
"Secundaria (084)",8,3,5
"Superior no univ. completa (086)",2,1,1
"De 65 y más años (090)",6,,6
"Sin nivel (091)",1,,1
"Primaria (093)",4,,4
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",556,173,383
"Sin nivel (101)",51,9,42
"Primaria (103)",321,91,230
"Secundaria (104)",163,58,105
"Superior no univ. incompleta (105)",6,4,2
"Superior no univ. completa (106)",8,7,1
"Superior univ. completa (108)",7,4,3
"De 14 a 29 años (110)",320,124,196
"Sin nivel (111)",9,2,7
"Primaria (113)",163,62,101
"Secundaria (114)",134,50,84
"Superior no univ. incompleta (115)",2,2,
"Superior no univ. completa (116)",7,6,1
"Superior univ. completa (118)",5,2,3
"De 30 a 44 años (120)",137,44,93
"Sin nivel (121)",12,4,8
"Primaria (123)",94,27,67
"Secundaria (124)",24,8,16
"Superior no univ. incompleta (125)",4,2,2
"Superior no univ. completa (126)",1,1,
"Superior univ. completa (128)",2,2,
"De 45 a 64 años (130)",75,5,70
"Sin nivel (131)",19,3,16
"Primaria (133)",52,2,50
"Secundaria (134)",4,,4
"De 65 y más años (140)",24,,24
"Sin nivel (141)",11,,11
"Primaria (143)",12,,12
"Secundaria (144)",1,,1
