"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CARAVELI",,,,,,,,
"Hogares (001)",9689,6381,6055,2321,370,1873,449,1607
"Ocupantes presentes (002)",32412,22412,22343,8926,1395,7040,1796,3992
"Casa independiente",,,,,,,,
"Hogares (004)",8614,5856,5570,2182,365,1823,434,1288
"Ocupantes presentes (005)",29352,20801,20705,8432,1375,6844,1738,3273
"Departamento en edificio",,,,,,,,
"Hogares (007)",4,3,3,1,,1,,1
"Ocupantes presentes (008)",7,6,6,3,,3,,1
"Vivienda en quinta",,,,,,,,
"Hogares (010)",80,49,61,18,2,9,5,11
"Ocupantes presentes (011)",242,165,205,67,8,41,19,18
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",127,78,88,21,3,12,3,20
"Ocupantes presentes (014)",388,247,293,85,12,55,18,49
"Choza o cabaña",,,,,,,,
"Hogares (016)",689,294,236,60,,14,5,251
"Ocupantes presentes (017)",1832,854,764,197,,50,19,545
"Vivienda improvisada",,,,,,,,
"Hogares (019)",136,82,77,33,,11,2,25
"Ocupantes presentes (020)",469,280,300,127,,41,2,78
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",26,14,16,4,,2,,3
"Ocupantes presentes (023)",89,43,55,8,,5,,11
"Otro tipo",,,,,,,,
"Hogares (025)",13,5,4,2,,1,,8
"Ocupantes presentes (026)",33,16,15,7,,1,,17
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",6292,4447,4671,1921,347,1662,423,674
"Ocupantes presentes (029)",21984,16082,17370,7485,1323,6254,1681,1746
"Casa independiente",,,,,,,,
"Hogares (031)",5912,4217,4422,1842,342,1626,413,611
"Ocupantes presentes (032)",20768,15328,16496,7188,1303,6108,1642,1581
"Departamento en edificio",,,,,,,,
"Hogares (034)",4,3,3,1,,1,,1
"Ocupantes presentes (035)",7,6,6,3,,3,,1
"Vivienda en quinta",,,,,,,,
"Hogares (037)",80,49,61,18,2,9,5,11
"Ocupantes presentes (038)",242,165,205,67,8,41,19,18
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",127,78,88,21,3,12,3,20
"Ocupantes presentes (041)",388,247,293,85,12,55,18,49
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",136,82,77,33,,11,2,25
"Ocupantes presentes (047)",469,280,300,127,,41,2,78
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",25,13,16,4,,2,,3
"Ocupantes presentes (050)",86,40,55,8,,5,,11
"Otro tipo",,,,,,,,
"Hogares (052)",8,5,4,2,,1,,3
"Ocupantes presentes (053)",24,16,15,7,,1,,8
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",3397,1934,1384,400,23,211,26,933
"Ocupantes presentes (056)",10428,6330,4973,1441,72,786,115,2246
"Casa independiente",,,,,,,,
"Hogares (058)",2702,1639,1148,340,23,197,21,677
"Ocupantes presentes (059)",8584,5473,4209,1244,72,736,96,1692
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",689,294,236,60,,14,5,251
"Ocupantes presentes (071)",1832,854,764,197,,50,19,545
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",1,1,,,,,,
"Ocupantes presentes (077)",3,3,,,,,,
"Otro tipo",,,,,,,,
"Hogares (079)",5,,,,,,,5
"Ocupantes presentes (080)",9,,,,,,,9
