"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUALGAYOC (000)",850,274,576
"De 14 a 29 años (001)",470,205,265
"De 30 a 44 años (002)",239,58,181
"De 45 a 64 años (003)",113,11,102
"De 65 y más años (004)",28,,28
"Hombres (005)",647,190,457
"De 14 a 29 años (006)",335,139,196
"De 30 a 44 años (007)",185,44,141
"De 45 a 64 años (008)",102,7,95
"De 65 y más años (009)",25,,25
"Mujeres (010)",203,84,119
"De 14 a 29 años (011)",135,66,69
"De 30 a 44 años (012)",54,14,40
"De 45 a 64 años (013)",11,4,7
"De 65 y más años (014)",3,,3
,,,
"AREA URBANA (015)",663,164,499
"De 14 a 29 años (016)",352,125,227
"De 30 a 44 años (017)",195,34,161
"De 45 a 64 años (018)",93,5,88
"De 65 y más años (019)",23,,23
"Hombres (020)",506,111,395
"De 14 a 29 años (021)",256,87,169
"De 30 a 44 años (022)",146,22,124
"De 45 a 64 años (023)",84,2,82
"De 65 y más años (024)",20,,20
"Mujeres (025)",157,53,104
"De 14 a 29 años (026)",96,38,58
"De 30 a 44 años (027)",49,12,37
"De 45 a 64 años (028)",9,3,6
"De 65 y más años (029)",3,,3
,,,
"AREA RURAL (030)",187,110,77
"De 14 a 29 años (031)",118,80,38
"De 30 a 44 años (032)",44,24,20
"De 45 a 64 años (033)",20,6,14
"De 65 y más años (034)",5,,5
"Hombres (035)",141,79,62
"De 14 a 29 años (036)",79,52,27
"De 30 a 44 años (037)",39,22,17
"De 45 a 64 años (038)",18,5,13
"De 65 y más años (039)",5,,5
"Mujeres (040)",46,31,15
"De 14 a 29 años (041)",39,28,11
"De 30 a 44 años (042)",5,2,3
"De 45 a 64 años (043)",2,1,1
