"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia UCAYALI",,,,,,
"Viviendas particulares (001)",11487,11237,218,25,6,1
"Ocupantes presentes (002)",61017,58597,2006,307,88,19
"Casa independiente",,,,,,
"Viviendas particulares (004)",9099,8884,189,22,3,1
"Ocupantes presentes (005)",48769,46695,1732,272,51,19
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",8,8,,,,
"Ocupantes presentes (008)",29,29,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",174,169,1,1,3,
"Ocupantes presentes (011)",563,511,4,11,37,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",26,26,,,,
"Ocupantes presentes (014)",79,79,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",2117,2088,28,1,,
"Ocupantes presentes (017)",11297,11015,270,12,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",42,41,,1,,
"Ocupantes presentes (020)",207,195,,12,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",15,15,,,,
"Ocupantes presentes (023)",64,64,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",6,6,,,,
"Ocupantes presentes (026)",9,9,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",6199,6019,154,19,6,1
"Ocupantes presentes (029)",33098,31359,1396,236,88,19
"Casa independiente",,,,,,
"Viviendas particulares (031)",5933,5759,153,17,3,1
"Ocupantes presentes (032)",32163,30488,1392,213,51,19
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",8,8,,,,
"Ocupantes presentes (035)",29,29,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",174,169,1,1,3,
"Ocupantes presentes (038)",563,511,4,11,37,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",26,26,,,,
"Ocupantes presentes (041)",79,79,,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",42,41,,1,,
"Ocupantes presentes (047)",207,195,,12,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",13,13,,,,
"Ocupantes presentes (050)",54,54,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",3,3,,,,
"Ocupantes presentes (053)",3,3,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",5288,5218,64,6,,
"Ocupantes presentes (056)",27919,27238,610,71,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",3166,3125,36,5,,
"Ocupantes presentes (059)",16606,16207,340,59,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",2117,2088,28,1,,
"Ocupantes presentes (071)",11297,11015,270,12,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",2,2,,,,
"Ocupantes presentes (077)",10,10,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",3,3,,,,
"Ocupantes presentes (080)",6,6,,,,
