"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia BARRANCA",,,,,,,,,
"Hogares (001)",34159,3745,1792,982,626,301,196,177,26340
"Ocupantes presentes (002)",132914,14636,6974,3566,2303,1171,773,821,102670
"Casa independiente",,,,,,,,,
"Hogares (004)",31780,3559,1707,943,597,282,188,167,24337
"Ocupantes presentes (005)",124721,13978,6630,3412,2190,1092,729,775,95915
"Departamento en edificio",,,,,,,,,
"Hogares (007)",497,42,22,8,6,2,,5,412
"Ocupantes presentes (008)",1601,150,83,23,22,4,,15,1304
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",666,68,32,16,7,7,1,3,532
"Ocupantes presentes (011)",2422,250,134,71,31,25,5,15,1891
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",544,54,22,11,3,6,4,1,443
"Ocupantes presentes (014)",1970,188,95,39,7,29,21,8,1583
"Choza o cabaña",,,,,,,,,
"Hogares (016)",376,11,4,1,5,1,2,1,351
"Ocupantes presentes (017)",1306,28,14,3,21,6,12,8,1214
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",221,7,3,3,7,2,1,,198
"Ocupantes presentes (020)",719,30,8,18,28,10,6,,619
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",53,4,2,,1,1,,,45
"Ocupantes presentes (023)",140,12,10,,4,5,,,109
"Otro tipo",,,,,,,,,
"Hogares (025)",22,,,,,,,,22
"Ocupantes presentes (026)",35,,,,,,,,35
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",29000,3406,1654,907,589,277,179,168,21820
"Ocupantes presentes (029)",113295,13268,6434,3301,2166,1059,698,788,85581
"Casa independiente",,,,,,,,,
"Hogares (031)",27019,3232,1573,869,565,259,173,159,20189
"Ocupantes presentes (032)",106452,12643,6104,3150,2074,986,666,750,80079
"Departamento en edificio",,,,,,,,,
"Hogares (034)",497,42,22,8,6,2,,5,412
"Ocupantes presentes (035)",1601,150,83,23,22,4,,15,1304
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",666,68,32,16,7,7,1,3,532
"Ocupantes presentes (038)",2422,250,134,71,31,25,5,15,1891
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",544,54,22,11,3,6,4,1,443
"Ocupantes presentes (041)",1970,188,95,39,7,29,21,8,1583
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",221,7,3,3,7,2,1,,198
"Ocupantes presentes (047)",719,30,8,18,28,10,6,,619
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",45,3,2,,1,1,,,38
"Ocupantes presentes (050)",115,7,10,,4,5,,,89
"Otro tipo",,,,,,,,,
"Hogares (052)",8,,,,,,,,8
"Ocupantes presentes (053)",16,,,,,,,,16
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5159,339,138,75,37,24,17,9,4520
"Ocupantes presentes (056)",19619,1368,540,265,137,112,75,33,17089
"Casa independiente",,,,,,,,,
"Hogares (058)",4761,327,134,74,32,23,15,8,4148
"Ocupantes presentes (059)",18269,1335,526,262,116,106,63,25,15836
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",376,11,4,1,5,1,2,1,351
"Ocupantes presentes (071)",1306,28,14,3,21,6,12,8,1214
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",8,1,,,,,,,7
"Ocupantes presentes (077)",25,5,,,,,,,20
"Otro tipo",,,,,,,,,
"Hogares (079)",14,,,,,,,,14
"Ocupantes presentes (080)",19,,,,,,,,19
