"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia OYON",,,,,,
"Viviendas particulares (001)",4943,4690,191,45,9,8
"Ocupantes presentes (002)",18829,16475,1534,524,142,154
"Casa independiente",,,,,,
"Viviendas particulares (004)",4471,4252,170,37,6,6
"Ocupantes presentes (005)",17210,15193,1373,438,95,111
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",25,23,2,,,
"Ocupantes presentes (008)",78,69,9,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",92,76,9,4,1,2
"Ocupantes presentes (011)",430,246,82,41,18,43
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",111,95,10,4,2,
"Ocupantes presentes (014)",491,347,70,45,29,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",237,237,,,,
"Ocupantes presentes (017)",596,596,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",24,24,,,,
"Otro tipo",,,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",3199,2953,184,45,9,8
"Ocupantes presentes (029)",12942,10651,1471,524,142,154
"Casa independiente",,,,,,
"Viviendas particulares (031)",2964,2752,163,37,6,6
"Ocupantes presentes (032)",11919,9965,1310,438,95,111
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",25,23,2,,,
"Ocupantes presentes (035)",78,69,9,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",92,76,9,4,1,2
"Ocupantes presentes (038)",430,246,82,41,18,43
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",111,95,10,4,2,
"Ocupantes presentes (041)",491,347,70,45,29,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",7,7,,,,
"Ocupantes presentes (050)",24,24,,,,
"Otro tipo",,,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",1744,1737,7,,,
"Ocupantes presentes (056)",5887,5824,63,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",1507,1500,7,,,
"Ocupantes presentes (059)",5291,5228,63,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",237,237,,,,
"Ocupantes presentes (071)",596,596,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
