"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia SANCHEZ CARRION (000)",35416,8583,86,18246,4104,651,1946,448,1352
"Empleado (001)",3478,131,,349,496,208,1182,189,923
"Obrero (002)",5267,912,15,2890,1043,102,152,75,78
"Trabajador independiente (003)",18822,5433,29,10406,1724,273,508,155,294
"Empleador o patrono (004)",432,57,,226,81,9,28,8,23
"Trabajador familiar no remunerado (005)",6796,1887,36,4087,649,38,58,14,27
"Trabajador del hogar (006)",621,163,6,288,111,21,18,7,7
"Hombres (008)",27964,6182,54,15650,3394,448,1110,295,831
"Empleado (009)",1891,34,,204,351,124,578,99,501
"Obrero (010)",4889,763,13,2722,1005,98,143,71,74
"Trabajador independiente (011)",16252,4423,23,9489,1433,201,346,111,226
"Empleador o patrono (012)",384,48,,211,71,7,23,6,18
"Trabajador familiar no remunerado (013)",4529,908,18,3015,532,16,20,8,12
"Trabajador del hogar (014)",19,6,,9,2,2,,,
"Mujeres (016)",7452,2401,32,2596,710,203,836,153,521
"Empleado (017)",1587,97,,145,145,84,604,90,422
"Obrero (018)",378,149,2,168,38,4,9,4,4
"Trabajador independiente (019)",2570,1010,6,917,291,72,162,44,68
"Empleador o patrono (020)",48,9,,15,10,2,5,2,5
"Trabajador familiar no remunerado (021)",2267,979,18,1072,117,22,38,6,15
"Trabajador del hogar (022)",602,157,6,279,109,19,18,7,7
,,,,,,,,,
"URBANA (024)",10916,1242,25,3349,2431,556,1675,404,1234
"Empleado (025)",3000,81,,249,424,186,1008,171,881
"Obrero (026)",2221,243,6,887,720,85,139,73,68
"Trabajador independiente (027)",4401,690,7,1684,980,227,437,134,242
"Empleador o patrono (028)",193,17,,52,58,9,28,8,21
"Trabajador familiar no remunerado (029)",627,99,6,273,150,28,45,11,15
"Trabajador del hogar (030)",474,112,6,204,99,21,18,7,7
"Hombres (032)",7020,499,14,2344,1858,369,926,266,744
"Empleado (033)",1627,22,,134,302,112,481,92,484
"Obrero (034)",2035,181,6,817,687,81,130,69,64
"Trabajador independiente (035)",2934,262,4,1224,738,157,279,93,177
"Empleador o patrono (036)",152,9,,42,49,7,23,6,16
"Trabajador familiar no remunerado (037)",260,22,4,121,81,10,13,6,3
"Trabajador del hogar (038)",12,3,,6,1,2,,,
"Mujeres (040)",3896,743,11,1005,573,187,749,138,490
"Empleado (041)",1373,59,,115,122,74,527,79,397
"Obrero (042)",186,62,,70,33,4,9,4,4
"Trabajador independiente (043)",1467,428,3,460,242,70,158,41,65
"Empleador o patrono (044)",41,8,,10,9,2,5,2,5
"Trabajador familiar no remunerado (045)",367,77,2,152,69,18,32,5,12
"Trabajador del hogar (046)",462,109,6,198,98,19,18,7,7
,,,,,,,,,
"RURAL (048)",24500,7341,61,14897,1673,95,271,44,118
"Empleado (049)",478,50,,100,72,22,174,18,42
"Obrero (050)",3046,669,9,2003,323,17,13,2,10
"Trabajador independiente (051)",14421,4743,22,8722,744,46,71,21,52
"Empleador o patrono (052)",239,40,,174,23,,,,2
"Trabajador familiar no remunerado (053)",6169,1788,30,3814,499,10,13,3,12
"Trabajador del hogar (054)",147,51,,84,12,,,,
"Hombres (056)",20944,5683,40,13306,1536,79,184,29,87
"Empleado (057)",264,12,,70,49,12,97,7,17
"Obrero (058)",2854,582,7,1905,318,17,13,2,10
"Trabajador independiente (059)",13318,4161,19,8265,695,44,67,18,49
"Empleador o patrono (060)",232,39,,169,22,,,,2
"Trabajador familiar no remunerado (061)",4269,886,14,2894,451,6,7,2,9
"Trabajador del hogar (062)",7,3,,3,1,,,,
"Mujeres (064)",3556,1658,21,1591,137,16,87,15,31
"Empleado (065)",214,38,,30,23,10,77,11,25
"Obrero (066)",192,87,2,98,5,,,,
"Trabajador independiente (067)",1103,582,3,457,49,2,4,3,3
"Empleador o patrono (068)",7,1,,5,1,,,,
"Trabajador familiar no remunerado (069)",1900,902,16,920,48,4,6,1,3
"Trabajador del hogar (070)",140,48,,81,11,,,,
