"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia POMABAMBA (000)",5891,1199,12,1870,1232,215,826,129,408
"Agric., ganadería, caza y silvicultura (001)",3290,1009,7,1424,678,61,68,18,25
"Pesca (002)",1,,,,1,,,,
"Explotación de minas y canteras (003)",2,,,1,,1,,,
"Industrias manufactureras (004)",186,22,,60,72,8,14,5,5
"Suministro de electricidad, gas y agua (005)",39,9,1,21,6,,,,2
"Construcción (006)",324,35,3,134,97,9,25,6,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",363,28,,86,128,27,56,9,29
"Venta, mant.y rep. veh.autom.y motoc. (008)",17,,,,10,,7,,
"Comercio al por mayor (009)",19,,,5,8,2,3,1,
"Comercio al por menor (010)",327,28,,81,110,25,46,8,29
"Hoteles y restaurantes (011)",88,13,1,23,28,6,12,1,4
"Trans., almac. y comunicaciones (012)",70,1,,9,31,4,14,5,6
"Intermediación financiera (013)",4,,,,,1,1,1,1
"Activid.inmobil., empres. y de alquiler (014)",61,,,6,15,4,13,5,18
"Admin.pub. y defensa; p. segur.soc.afil (015)",155,6,,9,34,14,54,11,27
"Enseñanza (016)",807,,,,33,47,489,38,200
"Servicios sociales y de salud (017)",130,,,1,12,3,41,17,56
"Otras activ. serv.comun.soc y personales (018)",71,10,,13,10,15,10,5,8
"Hogares privados con servicio doméstico (019)",128,32,,42,47,3,2,2,
"Actividad economica no especificada (021)",172,34,,41,40,12,27,6,12
"Hombres (022)",4623,927,10,1617,1024,157,528,90,270
"Agric., ganadería, caza y silvicultura (023)",2959,836,6,1315,642,56,65,17,22
"Pesca (024)",1,,,,1,,,,
"Explotación de minas y canteras (025)",2,,,1,,1,,,
"Industrias manufactureras (026)",163,16,,53,64,8,12,5,5
"Suministro de electricidad, gas y agua (027)",38,9,1,21,5,,,,2
"Construcción (028)",320,35,3,133,94,9,25,6,15
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",183,4,,42,76,13,23,7,18
"Venta, mant.y rep. veh.autom.y motoc. (030)",16,,,,10,,6,,
"Comercio al por mayor (031)",11,,,2,6,1,1,1,
"Comercio al por menor (032)",156,4,,40,60,12,16,6,18
"Hoteles y restaurantes (033)",19,1,,3,8,3,4,,
"Trans., almac. y comunicaciones (034)",66,1,,9,30,3,14,4,5
"Intermediación financiera (035)",2,,,,,,1,1,
"Activid.inmobil., empres. y de alquiler (036)",46,,,6,12,4,9,3,12
"Admin.pub. y defensa; p. segur.soc.afil (037)",108,6,,7,27,7,37,10,14
"Enseñanza (038)",498,,,,17,30,290,24,137
"Servicios sociales y de salud (039)",69,,,1,9,1,23,8,27
"Otras activ. serv.comun.soc y personales (040)",43,3,,3,7,14,6,3,7
"Hogares privados con servicio doméstico (041)",19,8,,1,10,,,,
"Actividad economica no especificada (043)",87,8,,22,22,8,19,2,6
"Mujeres (044)",1268,272,2,253,208,58,298,39,138
"Agric., ganadería, caza y silvicultura (045)",331,173,1,109,36,5,3,1,3
"Industrias manufactureras (048)",23,6,,7,8,,2,,
