"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHEPEN (000)",21449,329,7999,6472,2561,1062,447,126,15,,2438
"Conviviente (001)",8216,146,3582,2512,821,313,125,35,4,,678
"Separado(a) (002)",1829,34,705,596,225,94,47,14,,,114
"Casado(a) (003)",7716,93,2712,2526,1189,469,188,50,8,,481
"Viudo(a) (004)",1659,42,705,501,152,82,50,21,,,106
"Divorciado(a) (005)",103,2,31,36,12,12,3,1,,,6
"Soltero(a) (006)",1926,12,264,301,162,92,34,5,3,,1053
,,,,,,,,,,,
"URBANA (008)",17839,253,6431,5401,2246,958,401,106,13,,2030
"Conviviente (009)",6540,109,2782,2001,698,271,106,32,2,,539
"Separado(a) (010)",1564,30,596,517,192,84,40,8,,,97
"Casado(a) (011)",6505,68,2183,2138,1059,428,172,42,8,,407
"Viudo(a) (012)",1442,36,606,435,130,75,47,18,,,95
"Divorciado(a) (013)",93,2,27,31,12,11,3,1,,,6
"Soltero(a) (014)",1695,8,237,279,155,89,33,5,3,,886
,,,,,,,,,,,
"RURAL (016)",3610,76,1568,1071,315,104,46,20,2,,408
"Conviviente (017)",1676,37,800,511,123,42,19,3,2,,139
"Separado(a) (018)",265,4,109,79,33,10,7,6,,,17
"Casado(a) (019)",1211,25,529,388,130,41,16,8,,,74
"Viudo(a) (020)",217,6,99,66,22,7,3,3,,,11
"Divorciado(a) (021)",10,,4,5,,1,,,,,
"Soltero(a) (022)",231,4,27,22,7,3,1,,,,167
