"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia YUNGUYO (000)",47148,668,13599,11296,8508,8390,4687
"Jefe o Jefa (001)",13583,,35,1519,3863,4967,3199
"Esposa(o) / compañera(o) (002)",8354,,12,1377,2951,2890,1124
"Hijo(a) / hijastro(a) (003)",20808,496,11758,7147,1178,224,5
"Yerno / nuera (004)",692,,9,451,196,36,
"Nieto(a) (005)",1514,148,1140,205,20,1,
"Padres / suegros (006)",275,,,,3,45,227
"Otro(a) pariente (007)",1593,22,594,447,222,189,119
"Trabajador(a) del hogar (008)",50,,4,35,7,3,1
"Pensionistas (009)",12,,1,6,3,1,1
"Otro(a) no pariente (010)",267,2,46,109,65,34,11
"Hombres (011)",23144,360,6782,5650,4087,4021,2244
"Jefe o Jefa (012)",9992,,23,1148,3086,3667,2068
"Esposa(o) / compañera(o) (013)",364,,7,103,106,103,45
"Hijo(a) / hijastro(a) (014)",10717,259,5854,3852,639,109,4
"Yerno / nuera (015)",250,,2,136,96,16,
"Nieto(a) (016)",802,90,582,115,14,1,
"Padres / suegros (017)",85,,,,1,13,71
"Otro(a) pariente (018)",778,9,288,237,108,87,49
"Trabajador(a) del hogar (019)",10,,,4,3,2,1
"Pensionistas (020)",3,,,1,,1,1
"Otro(a) no pariente (021)",143,2,26,54,34,22,5
"Mujeres (022)",24004,308,6817,5646,4421,4369,2443
"Jefe o Jefa (023)",3591,,12,371,777,1300,1131
"Esposa(o) / compañera(o) (024)",7990,,5,1274,2845,2787,1079
"Hijo(a) / hijastro(a) (025)",10091,237,5904,3295,539,115,1
"Yerno / nuera (026)",442,,7,315,100,20,
"Nieto(a) (027)",712,58,558,90,6,,
"Padres / suegros (028)",190,,,,2,32,156
"Otro(a) pariente (029)",815,13,306,210,114,102,70
"Trabajador(a) del hogar (030)",40,,4,31,4,1,
"Pensionistas (031)",9,,1,5,3,,
"Otro(a) no pariente (032)",124,,20,55,31,12,6
,,,,,,,
"URBANA (033)",17145,251,4995,4416,3562,2778,1143
"Jefe o Jefa (034)",4675,,24,628,1607,1665,751
"Esposa(o) / compañera(o) (035)",2885,,7,558,1196,881,243
"Hijo(a) / hijastro(a) (036)",7647,190,4234,2627,500,93,3
"Yerno / nuera (037)",272,,2,166,87,17,
"Nieto(a) (038)",534,51,400,73,10,,
"Padres / suegros (039)",120,,,,3,24,93
"Otro(a) pariente (040)",736,9,282,231,95,77,42
"Trabajador(a) del hogar (041)",44,,4,31,6,3,
"Pensionistas (042)",12,,1,6,3,1,1
"Otro(a) no pariente (043)",220,1,41,96,55,17,10
"Hombres (044)",8386,133,2489,2145,1712,1378,529
"Jefe o Jefa (045)",3441,,15,462,1264,1233,467
"Esposa(o) / compañera(o) (046)",157,,4,54,51,37,11
"Hijo(a) / hijastro(a) (047)",3915,99,2129,1362,272,50,3
"Yerno / nuera (048)",104,,,57,41,6,
"Nieto(a) (049)",280,30,203,40,7,,
"Padres / suegros (050)",37,,,,1,6,30
"Otro(a) pariente (051)",323,3,115,118,43,31,13
"Trabajador(a) del hogar (052)",8,,,3,3,2,
"Pensionistas (053)",3,,,1,,1,1
"Otro(a) no pariente (054)",118,1,23,48,30,12,4
"Mujeres (055)",8759,118,2506,2271,1850,1400,614
"Jefe o Jefa (056)",1234,,9,166,343,432,284
"Esposa(o) / compañera(o) (057)",2728,,3,504,1145,844,232
"Hijo(a) / hijastro(a) (058)",3732,91,2105,1265,228,43,
"Yerno / nuera (059)",168,,2,109,46,11,
"Nieto(a) (060)",254,21,197,33,3,,
"Padres / suegros (061)",83,,,,2,18,63
"Otro(a) pariente (062)",413,6,167,113,52,46,29
"Trabajador(a) del hogar (063)",36,,4,28,3,1,
"Pensionistas (064)",9,,1,5,3,,
"Otro(a) no pariente (065)",102,,18,48,25,5,6
,,,,,,,
"RURAL (066)",30003,417,8604,6880,4946,5612,3544
"Jefe o Jefa (067)",8908,,11,891,2256,3302,2448
"Esposa(o) / compañera(o) (068)",5469,,5,819,1755,2009,881
"Hijo(a) / hijastro(a) (069)",13161,306,7524,4520,678,131,2
"Yerno / nuera (070)",420,,7,285,109,19,
"Nieto(a) (071)",980,97,740,132,10,1,
"Padres / suegros (072)",155,,,,,21,134
"Otro(a) pariente (073)",857,13,312,216,127,112,77
"Trabajador(a) del hogar (074)",6,,,4,1,,1
"Otro(a) no pariente (076)",47,1,5,13,10,17,1
"Hombres (077)",14758,227,4293,3505,2375,2643,1715
"Jefe o Jefa (078)",6551,,8,686,1822,2434,1601
"Esposa(o) / compañera(o) (079)",207,,3,49,55,66,34
"Hijo(a) / hijastro(a) (080)",6802,160,3725,2490,367,59,1
"Yerno / nuera (081)",146,,2,79,55,10,
"Nieto(a) (082)",522,60,379,75,7,1,
"Padres / suegros (083)",48,,,,,7,41
"Otro(a) pariente (084)",455,6,173,119,65,56,36
"Trabajador(a) del hogar (085)",2,,,1,,,1
"Otro(a) no pariente (087)",25,1,3,6,4,10,1
"Mujeres (088)",15245,190,4311,3375,2571,2969,1829
"Jefe o Jefa (089)",2357,,3,205,434,868,847
"Esposa(o) / compañera(o) (090)",5262,,2,770,1700,1943,847
"Hijo(a) / hijastro(a) (091)",6359,146,3799,2030,311,72,1
"Yerno / nuera (092)",274,,5,206,54,9,
"Nieto(a) (093)",458,37,361,57,3,,
"Padres / suegros (094)",107,,,,,14,93
"Otro(a) pariente (095)",402,7,139,97,62,56,41
"Trabajador(a) del hogar (096)",4,,,3,1,,
"Otro(a) no pariente (098)",22,,2,7,6,7,
