"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PARURO (000)",29001,6741,838,14617,5835,274,309,130,257
"Quechua (001)",26707,6408,737,13853,5141,192,190,70,116
"Aymara (002)",53,6,3,25,13,,3,2,1
"Ashaninca (003)",5,,,3,1,,1,,
"Otra lengua nativa (004)",1,,,1,,,,,
"Castellano (005)",2192,291,96,731,680,82,115,58,139
"Idioma extranjero (006)",1,,,,,,,,1
"Es sordomudo/a (007)",42,36,2,4,,,,,
"Hombres (009)",14783,2189,448,7794,3774,160,175,85,158
"Quechua (010)",13505,2012,387,7373,3364,124,117,49,79
"Aymara (011)",24,3,1,4,10,,3,2,1
"Otra lengua nativa (013)",1,,,1,,,,,
"Castellano (014)",1222,150,58,412,400,36,55,34,77
"Idioma extranjero (015)",1,,,,,,,,1
"Es sordomudo/a (016)",30,24,2,4,,,,,
"Mujeres (018)",14218,4552,390,6823,2061,114,134,45,99
"Quechua (019)",13202,4396,350,6480,1777,68,73,21,37
"Aymara (020)",29,3,2,21,3,,,,
"Ashaninca (021)",5,,,3,1,,1,,
"Castellano (023)",970,141,38,319,280,46,60,24,62
"Es sordomudo/a (025)",12,12,,,,,,,
,,,,,,,,,
"URBANA (027)",10020,1909,267,4576,2543,191,245,101,188
"Quechua (028)",8359,1686,190,4036,2034,126,152,51,84
"Aymara (029)",20,2,,6,8,,2,2,
"Ashaninca (030)",4,,,2,1,,1,,
"Castellano (032)",1627,213,76,531,500,65,90,48,104
"Es sordomudo/a (034)",10,8,1,1,,,,,
"Hombres (036)",5066,544,157,2393,1550,108,141,65,108
"Quechua (037)",4185,433,111,2102,1272,79,96,37,55
"Aymara (038)",11,,,,7,,2,2,
"Castellano (041)",862,105,45,290,271,29,43,26,53
"Es sordomudo/a (043)",8,6,1,1,,,,,
"Mujeres (045)",4954,1365,110,2183,993,83,104,36,80
"Quechua (046)",4174,1253,79,1934,762,47,56,14,29
"Aymara (047)",9,2,,6,1,,,,
"Ashaninca (048)",4,,,2,1,,1,,
"Castellano (050)",765,108,31,241,229,36,47,22,51
"Es sordomudo/a (052)",2,2,,,,,,,
,,,,,,,,,
"RURAL (054)",18981,4832,571,10041,3292,83,64,29,69
"Quechua (055)",18348,4722,547,9817,3107,66,38,19,32
"Aymara (056)",33,4,3,19,5,,1,,1
"Ashaninca (057)",1,,,1,,,,,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",565,78,20,200,180,17,25,10,35
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",32,28,1,3,,,,,
"Hombres (063)",9717,1645,291,5401,2224,52,34,20,50
"Quechua (064)",9320,1579,276,5271,2092,45,21,12,24
"Aymara (065)",13,3,1,4,3,,1,,1
"Otra lengua nativa (067)",1,,,1,,,,,
"Castellano (068)",360,45,13,122,129,7,12,8,24
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",22,18,1,3,,,,,
"Mujeres (072)",9264,3187,280,4640,1068,31,30,9,19
"Quechua (073)",9028,3143,271,4546,1015,21,17,7,8
"Aymara (074)",20,1,2,15,2,,,,
"Ashaninca (075)",1,,,1,,,,,
"Castellano (077)",205,33,7,78,51,10,13,2,11
"Es sordomudo/a (079)",10,10,,,,,,,
