"CUADRO Nº 1: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SAN MIGUEL (000)",49791,11130,13463,10841,8905,5452
"Hombres (001)",24497,5692,6785,5236,4136,2648
"Mujeres (002)",25294,5438,6678,5605,4769,2804
"PEA (003)",16159,228,4862,5393,3969,1707
"Hombres (004)",13488,157,4030,4430,3325,1546
"Mujeres (005)",2671,71,832,963,644,161
"Ocupada (006)",14924,182,4281,5051,3787,1623
"Hombres (007)",12483,130,3585,4141,3157,1470
"Mujeres (008)",2441,52,696,910,630,153
"Desocupada (009)",1235,46,581,342,182,84
"Hombres (010)",1005,27,445,289,168,76
"Mujeres (011)",230,19,136,53,14,8
"No PEA (012)",33632,10902,8601,5448,4936,3745
"Hombres (013)",11009,5535,2755,806,811,1102
"Mujeres (014)",22623,5367,5846,4642,4125,2643
,,,,,,
"URBANA (018)",8153,1624,2108,2052,1532,837
"Hombres (019)",4064,822,1074,977,782,409
"Mujeres (020)",4089,802,1034,1075,750,428
"PEA (021)",3290,37,834,1283,874,262
"Hombres (022)",2251,22,569,841,611,208
"Mujeres (023)",1039,15,265,442,263,54
"Ocupada (024)",3099,31,745,1221,849,253
"Hombres (025)",2104,19,499,796,589,201
"Mujeres (026)",995,12,246,425,260,52
"Desocupada (027)",191,6,89,62,25,9
"Hombres (028)",147,3,70,45,22,7
"Mujeres (029)",44,3,19,17,3,2
"No PEA (030)",4863,1587,1274,769,658,575
"Hombres (031)",1813,800,505,136,171,201
"Mujeres (032)",3050,787,769,633,487,374
,,,,,,
"RURAL (036)",41638,9506,11355,8789,7373,4615
"Hombres (037)",20433,4870,5711,4259,3354,2239
"Mujeres (038)",21205,4636,5644,4530,4019,2376
"PEA (039)",12869,191,4028,4110,3095,1445
"Hombres (040)",11237,135,3461,3589,2714,1338
"Mujeres (041)",1632,56,567,521,381,107
"Ocupada (042)",11825,151,3536,3830,2938,1370
"Hombres (043)",10379,111,3086,3345,2568,1269
"Mujeres (044)",1446,40,450,485,370,101
"Desocupada (045)",1044,40,492,280,157,75
"Hombres (046)",858,24,375,244,146,69
"Mujeres (047)",186,16,117,36,11,6
"No PEA (048)",28769,9315,7327,4679,4278,3170
"Hombres (049)",9196,4735,2250,670,640,901
"Mujeres (050)",19573,4580,5077,4009,3638,2269
