"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia OYON (000)",5213,36,134,312,488,989,1913,1341
"De 12 a 14 años (001)",12,,,,,,,12
"De 15 a 19 años (002)",141,,,,,,77,64
"De 20 a 24 años (003)",556,,,,,1,355,200
"De 25 a 29 años (004)",624,,,,,21,426,177
"De 30 a 34 años (005)",620,,,,,82,408,130
"De 35 a 39 años (006)",675,,,,9,184,357,125
"De 40 a 44 años (007)",475,,,,20,197,179,79
"De 45 a 49 años (008)",434,,,,40,216,97,81
"De 50 y más años (009)",1676,36,134,312,419,288,14,473
"PEA (010)",1574,6,15,67,147,362,508,469
"De 12 a 14 años (011)",3,,,,,,,3
"De 15 a 19 años (012)",31,,,,,,16,15
"De 20 a 24 años (013)",144,,,,,1,70,73
"De 25 a 29 años (014)",194,,,,,10,100,84
"De 30 a 34 años (015)",204,,,,,30,109,65
"De 35 a 39 años (016)",260,,,,5,87,130,38
"De 40 a 44 años (017)",154,,,,8,71,49,26
"De 45 a 49 años (018)",169,,,,16,85,31,37
"De 50 y más años (019)",415,6,15,67,118,78,3,128
"Ocupada (020)",1546,6,15,66,146,359,496,458
"De 12 a 14 años (021)",3,,,,,,,3
"De 15 a 19 años (022)",28,,,,,,14,14
"De 20 a 24 años (023)",139,,,,,1,69,69
"De 25 a 29 años (024)",190,,,,,10,98,82
"De 30 a 34 años (025)",197,,,,,29,104,64
"De 35 a 39 años (026)",258,,,,5,87,130,36
"De 40 a 44 años (027)",151,,,,8,70,47,26
"De 45 a 49 años (028)",168,,,,16,84,31,37
"De 50 y más años (029)",412,6,15,66,117,78,3,127
"Desocupada (030)",28,,,1,1,3,12,11
"De 15 a 19 años (032)",3,,,,,,2,1
"De 20 a 24 años (033)",5,,,,,,1,4
"De 25 a 29 años (034)",4,,,,,,2,2
"De 30 a 34 años (035)",7,,,,,1,5,1
"De 35 a 39 años (036)",2,,,,,,,2
"De 40 a 44 años (037)",3,,,,,1,2,
"De 45 a 49 años (038)",1,,,,,1,,
"De 50 y más años (039)",3,,,1,1,,,1
"No PEA (040)",3639,30,119,245,341,627,1405,872
"De 12 a 14 años (041)",9,,,,,,,9
"De 15 a 19 años (042)",110,,,,,,61,49
"De 20 a 24 años (043)",412,,,,,,285,127
"De 25 a 29 años (044)",430,,,,,11,326,93
"De 30 a 34 años (045)",416,,,,,52,299,65
"De 35 a 39 años (046)",415,,,,4,97,227,87
"De 40 a 44 años (047)",321,,,,12,126,130,53
"De 45 a 49 años (048)",265,,,,24,131,66,44
"De 50 y más años (049)",1261,30,119,245,301,210,11,345
,,,,,,,,
