"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA (000)",17876,1948,1962,9169,157,3342,257,1041
"Agric., ganadería, caza y silvicultura (001)",10977,11,812,7145,93,2916,,
"Pesca (002)",729,,380,158,1,190,,
"Explotación de minas y canteras (003)",2,1,1,,,,,
"Industrias manufactureras (004)",643,21,372,224,13,13,,
"Suministro de electricidad, gas y agua (005)",9,4,4,1,,,,
"Construcción (006)",173,5,117,43,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",1306,119,16,985,27,159,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",77,11,11,49,3,3,,
"Comercio al por mayor (009)",63,10,3,39,1,10,,
"Comercio al por menor (010)",1166,98,2,897,23,146,,
"Hoteles y restaurantes (011)",328,67,31,209,4,17,,
"Trans., almac. y comunicaciones (012)",250,25,75,142,4,4,,
"Intermediación financiera (013)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (014)",112,82,12,12,1,5,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",493,452,41,,,,,
"Enseñanza (016)",868,844,,21,1,2,,
"Servicios sociales y de salud (017)",135,123,,12,,,,
"Otras activ. serv.comun.soc y personales (018)",153,93,14,42,,4,,
"Hogares privados con servicio doméstico (019)",257,,,,,,257,
"Actividad economica no especificada (021)",398,99,87,175,6,31,,
"Desocupado (022)",1041,,,,,,,1041
"Hombres (023)",13395,1279,1737,7650,138,1705,54,832
"Agric., ganadería, caza y silvicultura (024)",8619,10,672,6417,87,1433,,
"Pesca (025)",699,,365,155,1,178,,
"Explotación de minas y canteras (026)",2,1,1,,,,,
"Industrias manufactureras (027)",575,17,361,178,12,7,,
"Suministro de electricidad, gas y agua (028)",9,4,4,1,,,,
"Construcción (029)",171,5,116,42,7,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",738,81,16,565,21,55,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",71,9,11,47,3,1,,
"Comercio al por mayor (032)",49,10,3,33,,3,,
"Comercio al por menor (033)",618,62,2,485,18,51,,
"Hoteles y restaurantes (034)",67,16,7,37,3,4,,
"Trans., almac. y comunicaciones (035)",242,21,74,140,3,4,,
"Intermediación financiera (036)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (037)",79,56,10,10,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",421,386,35,,,,,
"Enseñanza (039)",501,488,,11,1,1,,
"Servicios sociales y de salud (040)",82,70,,12,,,,
"Otras activ. serv.comun.soc y personales (041)",88,58,10,16,,4,,
"Hogares privados con servicio doméstico (042)",54,,,,,,54,
"Actividad economica no especificada (044)",214,64,66,66,3,15,,
"Desocupado (045)",832,,,,,,,832
"Mujeres (046)",4481,669,225,1519,19,1637,203,209
"Agric., ganadería, caza y silvicultura (047)",2358,1,140,728,6,1483,,
"Pesca (048)",30,,15,3,,12,,
"Industrias manufactureras (050)",68,4,11,46,1,6,,
"Construcción (052)",2,,1,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",568,38,,420,6,104,,
"Venta, mant.y rep. veh.autom.y motoc. (054)",6,2,,2,,2,,
"Comercio al por mayor (055)",14,,,6,1,7,,
"Comercio al por menor (056)",548,36,,412,5,95,,
"Hoteles y restaurantes (057)",261,51,24,172,1,13,,
"Trans., almac. y comunicaciones (058)",8,4,1,2,1,,,
"Activid.inmobil., empres. y alquileres (060)",33,26,2,2,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",72,66,6,,,,,
"Enseñanza (062)",367,356,,10,,1,,
"Servicios sociales y de salud (063)",53,53,,,,,,
"Otras activ. serv.comun.soc y personales (064)",65,35,4,26,,,,
"Hogares privados con servicio doméstico (065)",203,,,,,,203,
"Actividad economica no especificada (067)",184,35,21,109,3,16,,
"Desocupado (068)",209,,,,,,,209
,,,,,,,,
"URBANA (069)",5370,1308,818,2093,66,402,177,506
"Agric., ganadería, caza y silvicultura (070)",1142,7,170,757,19,189,,
"Pesca (071)",170,,99,25,,46,,
"Explotación de minas y canteras (072)",1,1,,,,,,
"Industrias manufactureras (073)",470,15,282,154,9,10,,
"Suministro de electricidad, gas y agua (074)",7,4,2,1,,,,
"Construcción (075)",121,4,73,38,5,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",938,101,15,690,19,113,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",62,8,11,38,3,2,,
"Comercio al por mayor (078)",50,10,3,28,1,8,,
"Comercio al por menor (079)",826,83,1,624,15,103,,
"Hoteles y restaurantes (080)",243,46,18,160,3,16,,
"Trans., almac. y comunicaciones (081)",201,20,48,125,4,4,,
"Intermediación financiera (082)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (083)",101,76,10,11,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",331,299,32,,,,,
"Enseñanza (085)",496,478,,17,,1,,
"Servicios sociales y de salud (086)",105,99,,6,,,,
"Otras activ. serv.comun.soc y personales (087)",118,72,9,36,,1,,
"Hogares privados con servicio doméstico (088)",177,,,,,,177,
"Actividad economica no especificada (090)",241,84,60,73,6,18,,
"Desocupado (091)",506,,,,,,,506
"Hombres (092)",3719,821,749,1454,52,217,38,388
"Agric., ganadería, caza y silvicultura (093)",938,6,146,663,17,106,,
"Pesca (094)",164,,96,23,,45,,
"Explotación de minas y canteras (095)",1,1,,,,,,
"Industrias manufactureras (096)",422,11,275,121,8,7,,
"Suministro de electricidad, gas y agua (097)",7,4,2,1,,,,
"Construcción (098)",121,4,73,38,5,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",510,72,15,373,14,36,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",58,7,11,36,3,1,,
"Comercio al por mayor (101)",41,10,3,26,,2,,
"Comercio al por menor (102)",411,55,1,311,11,33,,
"Hoteles y restaurantes (103)",52,10,6,30,2,4,,
"Trans., almac. y comunicaciones (104)",194,17,47,123,3,4,,
"Intermediación financiera (105)",2,2,,,,,,
"Activid.inmobil., empres. y alquileres (106)",69,50,8,9,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",265,239,26,,,,,
"Enseñanza (108)",269,258,,10,,1,,
"Servicios sociales y de salud (109)",59,53,,6,,,,
"Otras activ. serv.comun.soc y personales (110)",63,41,8,13,,1,,
"Hogares privados con servicio doméstico (111)",38,,,,,,38,
"Actividad economica no especificada (113)",157,53,47,44,3,10,,
"Desocupado (114)",388,,,,,,,388
"Mujeres (115)",1651,487,69,639,14,185,139,118
"Agric., ganadería, caza y silvicultura (116)",204,1,24,94,2,83,,
"Pesca (117)",6,,3,2,,1,,
"Industrias manufactureras (119)",48,4,7,33,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",428,29,,317,5,77,,
