"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ASUNCION (000)",92,,39,33,13,7
"Conviviente (001)",22,,8,10,1,3
"Separado(a) (002)",2,,1,,1,
"Casado(a) (003)",37,,5,19,9,4
"Divorciado(a) (005)",1,,1,,,
"Soltero(a) (006)",30,,24,4,2,
"Hombres (008)",77,,32,27,11,7
"Conviviente (009)",18,,6,8,1,3
"Separado(a) (010)",1,,,,1,
"Casado(a) (011)",32,,5,16,7,4
"Divorciado(a) (013)",1,,1,,,
"Soltero(a) (014)",25,,20,3,2,
"Mujeres (016)",15,,7,6,2,
"Conviviente (017)",4,,2,2,,
"Separado(a) (018)",1,,1,,,
"Casado(a) (019)",5,,,3,2,
"Soltero(a) (022)",5,,4,1,,
,,,,,,
"AREA URBANA (024)",26,,12,10,2,2
"Conviviente (025)",9,,5,3,,1
"Separado(a) (026)",1,,,,1,
"Casado(a) (027)",8,,3,4,,1
"Soltero(a) (030)",8,,4,3,1,
"Hombres (032)",20,,9,7,2,2
"Conviviente (033)",6,,3,2,,1
"Separado(a) (034)",1,,,,1,
"Casado(a) (035)",7,,3,3,,1
"Soltero(a) (038)",6,,3,2,1,
"Mujeres (040)",6,,3,3,,
"Conviviente (041)",3,,2,1,,
"Casado(a) (043)",1,,,1,,
"Soltero(a) (046)",2,,1,1,,
,,,,,,
"AREA RURAL (048)",66,,27,23,11,5
"Conviviente (049)",13,,3,7,1,2
"Separado(a) (050)",1,,1,,,
"Casado(a) (051)",29,,2,15,9,3
"Divorciado(a) (053)",1,,1,,,
"Soltero(a) (054)",22,,20,1,1,
"Hombres (056)",57,,23,20,9,5
"Conviviente (057)",12,,3,6,1,2
"Casado(a) (059)",25,,2,13,7,3
"Divorciado(a) (061)",1,,1,,,
"Soltero(a) (062)",19,,17,1,1,
"Mujeres (064)",9,,4,3,2,
"Conviviente (065)",1,,,1,,
"Separado(a) (066)",1,,1,,,
"Casado(a) (067)",4,,,2,2,
"Soltero(a) (070)",3,,3,,,
