"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia UCAYALI (000)",55783,5822,1914,26556,17265,1141,1702,552,831
"Quechua (001)",101,14,1,52,25,4,2,,3
"Aymara (002)",15,5,2,4,3,1,,,
"Ashaninca (003)",24,9,,10,5,,,,
"Otra lengua nativa (004)",5748,798,224,2835,1593,96,151,13,38
"Castellano (005)",49835,4963,1686,23637,15632,1040,1549,539,789
"Idioma extranjero (006)",5,1,,3,,,,,1
"Es sordomudo/a (007)",55,32,1,15,7,,,,
"Hombres (009)",29446,2736,969,13494,9757,670,953,348,519
"Quechua (010)",58,3,,27,20,4,2,,2
"Aymara (011)",9,3,2,4,,,,,
"Ashaninca (012)",14,3,,6,5,,,,
"Otra lengua nativa (013)",2964,357,112,1308,949,73,122,10,33
"Castellano (014)",26365,2350,855,12139,8778,593,829,338,483
"Idioma extranjero (015)",2,,,1,,,,,1
"Es sordomudo/a (016)",34,20,,9,5,,,,
"Mujeres (018)",26337,3086,945,13062,7508,471,749,204,312
"Quechua (019)",43,11,1,25,5,,,,1
"Aymara (020)",6,2,,,3,1,,,
"Ashaninca (021)",10,6,,4,,,,,
"Otra lengua nativa (022)",2784,441,112,1527,644,23,29,3,5
"Castellano (023)",23470,2613,831,11498,6854,447,720,201,306
"Idioma extranjero (024)",3,1,,2,,,,,
"Es sordomudo/a (025)",21,12,1,6,2,,,,
,,,,,,,,,
"URBANA (027)",30917,2656,1043,12585,11264,913,1235,507,714
"Quechua (028)",46,3,1,27,9,2,1,,3
"Aymara (029)",7,3,2,1,1,,,,
"Ashaninca (030)",5,2,,,3,,,,
"Otra lengua nativa (031)",924,103,42,490,221,24,25,4,15
"Castellano (032)",29902,2527,997,12058,11026,887,1209,503,695
"Idioma extranjero (033)",5,1,,3,,,,,1
"Es sordomudo/a (034)",28,17,1,6,4,,,,
"Hombres (036)",16129,1274,537,6254,6123,510,666,314,451
"Quechua (037)",27,,,14,8,2,1,,2
"Aymara (038)",5,2,2,1,,,,,
"Ashaninca (039)",3,,,,3,,,,
"Otra lengua nativa (040)",474,44,15,240,123,15,21,3,13
"Castellano (041)",15603,1219,520,5994,5987,493,644,311,435
"Idioma extranjero (042)",2,,,1,,,,,1
"Es sordomudo/a (043)",15,9,,4,2,,,,
"Mujeres (045)",14788,1382,506,6331,5141,403,569,193,263
"Quechua (046)",19,3,1,13,1,,,,1
"Aymara (047)",2,1,,,1,,,,
"Ashaninca (048)",2,2,,,,,,,
"Otra lengua nativa (049)",450,59,27,250,98,9,4,1,2
"Castellano (050)",14299,1308,477,6064,5039,394,565,192,260
"Idioma extranjero (051)",3,1,,2,,,,,
"Es sordomudo/a (052)",13,8,1,2,2,,,,
,,,,,,,,,
"RURAL (054)",24866,3166,871,13971,6001,228,467,45,117
"Quechua (055)",55,11,,25,16,2,1,,
"Aymara (056)",8,2,,3,2,1,,,
"Ashaninca (057)",19,7,,10,2,,,,
"Otra lengua nativa (058)",4824,695,182,2345,1372,72,126,9,23
"Castellano (059)",19933,2436,689,11579,4606,153,340,36,94
"Es sordomudo/a (061)",27,15,,9,3,,,,
"Hombres (063)",13317,1462,432,7240,3634,160,287,34,68
"Quechua (064)",31,3,,13,12,2,1,,
"Aymara (065)",4,1,,3,,,,,
"Ashaninca (066)",11,3,,6,2,,,,
"Otra lengua nativa (067)",2490,313,97,1068,826,58,101,7,20
"Castellano (068)",10762,1131,335,6145,2791,100,185,27,48
"Es sordomudo/a (070)",19,11,,5,3,,,,
"Mujeres (072)",11549,1704,439,6731,2367,68,180,11,49
"Quechua (073)",24,8,,12,4,,,,
"Aymara (074)",4,1,,,2,1,,,
"Ashaninca (075)",8,4,,4,,,,,
"Otra lengua nativa (076)",2334,382,85,1277,546,14,25,2,3
"Castellano (077)",9171,1305,354,5434,1815,53,155,9,46
"Es sordomudo/a (079)",8,4,,4,,,,,
