"CUADRO Nº 17: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y TIPO DE ABASTECIMIENTO DE AGUA",,,
,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL; Y TIPO DE ABASTECIMIENTO DE AGUA",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia MAYNAS (000)",96113,69016,27097
"Red pública dentro de la vivienda (001)",40720,38957,1763
"Red pública fuera de la vivienda (002)",3991,3381,610
"Pilón de uso público (003)",4668,3345,1323
"Camión - cisterna u otro similar (004)",3771,2713,1058
"Pozo (005)",18784,12920,5864
"Río, acequia, manatial o similar (006)",16339,2533,13806
"Vecino (007)",5105,3376,1729
"Otro (008)",2735,1791,944
,,,
"URBANA (010)",76743,65930,10813
"Red pública dentro de la vivienda (011)",40681,38936,1745
"Red pública fuera de la vivienda (012)",3940,3371,569
"Pilón de uso público (013)",3869,2871,998
"Camión - cisterna u otro similar (014)",3686,2697,989
"Pozo (015)",15754,12159,3595
"Río, acequia, manatial o similar (016)",1588,932,656
"Vecino (017)",4962,3307,1655
"Otro (018)",2263,1657,606
,,,
"RURAL (020)",19370,3086,16284
"Red pública dentro de la vivienda (021)",39,21,18
"Red pública fuera de la vivienda (022)",51,10,41
"Pilón de uso público (023)",799,474,325
"Camión - cisterna u otro similar (024)",85,16,69
"Pozo (025)",3030,761,2269
"Río, acequia, manatial o similar (026)",14751,1601,13150
"Vecino (027)",143,69,74
"Otro (028)",472,134,338
