"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHANCHAMAYO (000)",66015,1521,24258,22746,14343,3147
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",71,,2,32,35,2
"Profes., científicos e intelectuales (002)",3572,,749,1970,812,41
"Técnicos de nivel medio y trab.asimilados (003)",1877,1,710,705,412,49
"Jefes y empleados de oficina (004)",1372,,622,495,245,10
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",7304,103,2474,2881,1608,238
"Agricult.trabaj. calif. agrop. y pesqueros (006)",17865,79,4488,6236,5301,1761
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",3188,44,1279,1113,662,90
"Obreros construc., conf., papel, fab., instr. (008)",5409,47,2160,2074,1047,81
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",21136,1170,9867,5851,3517,731
"Otra (010)",313,,124,145,44,
"Ocupación no especificada (011)",2126,27,779,780,443,97
"Desocupado (012)",1782,50,1004,464,217,47
"Hombres (013)",47894,1038,17637,15871,10729,2619
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",52,,1,20,29,2
"Profes., científicos e intelectuales (015)",1798,,303,931,527,37
"Técnicos de nivel medio y trab.asimilados (016)",1205,1,417,460,286,41
"Jefes y empleados de oficina (017)",640,,232,244,157,7
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",2833,35,960,1023,687,128
"Agricult.trabaj. calif. agrop. y pesqueros (019)",16550,68,4176,5811,4864,1631
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",2832,41,1134,974,601,82
"Obreros construc., conf., papel, fab., instr. (021)",5194,30,2076,2000,1011,77
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",14498,819,7320,3652,2171,536
"Otra (023)",296,,111,141,44,
"Ocupación no especificada (024)",850,16,309,297,189,39
"Desocupado (025)",1146,28,598,318,163,39
"Mujeres (026)",18121,483,6621,6875,3614,528
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",19,,1,12,6,
"Profes., científicos e intelectuales (028)",1774,,446,1039,285,4
"Técnicos de nivel medio y trab.asimilados (029)",672,,293,245,126,8
"Jefes y empleados de oficina (030)",732,,390,251,88,3
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",4471,68,1514,1858,921,110
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1315,11,312,425,437,130
