"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia YUNGUYO (000)",12723,90,315,908,1800,2587,3583,3440
"De 12 a 14 años (001)",12,,,,,,,12
"De 15 a 19 años (002)",195,,,,,,110,85
"De 20 a 24 años (003)",899,,,,,2,500,397
"De 25 a 29 años (004)",1275,,,,,51,809,415
"De 30 a 34 años (005)",1385,,,,,226,823,336
"De 35 a 39 años (006)",1455,,,,14,447,674,320
"De 40 a 44 años (007)",1183,,,,70,475,415,223
"De 45 a 49 años (008)",1111,,,4,176,510,210,211
"De 50 y más años (009)",5208,90,315,904,1540,876,42,1441
"PEA (010)",6821,21,114,446,1028,1497,1933,1782
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",81,,,,,,45,36
"De 20 a 24 años (013)",461,,,,,1,248,212
"De 25 a 29 años (014)",702,,,,,31,430,241
"De 30 a 34 años (015)",788,,,,,139,447,202
"De 35 a 39 años (016)",828,,,,7,244,395,182
"De 40 a 44 años (017)",696,,,,43,284,229,140
"De 45 a 49 años (018)",623,,,4,107,289,113,110
"De 50 y más años (019)",2641,21,114,442,871,509,26,658
"Ocupada (020)",6679,21,112,444,1021,1470,1887,1724
"De 15 a 19 años (022)",76,,,,,,41,35
"De 20 a 24 años (023)",439,,,,,1,238,200
"De 25 a 29 años (024)",672,,,,,31,419,222
"De 30 a 34 años (025)",767,,,,,131,441,195
"De 35 a 39 años (026)",804,,,,7,236,385,176
"De 40 a 44 años (027)",682,,,,42,281,224,135
"De 45 a 49 años (028)",616,,,4,105,287,113,107
"De 50 y más años (029)",2623,21,112,440,867,503,26,654
"Desocupada (030)",142,,2,2,7,27,46,58
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",5,,,,,,4,1
"De 20 a 24 años (033)",22,,,,,,10,12
"De 25 a 29 años (034)",30,,,,,,11,19
"De 30 a 34 años (035)",21,,,,,8,6,7
"De 35 a 39 años (036)",24,,,,,8,10,6
"De 40 a 44 años (037)",14,,,,1,3,5,5
"De 45 a 49 años (038)",7,,,,2,2,,3
"De 50 y más años (039)",18,,2,2,4,6,,4
"No PEA (040)",5902,69,201,462,772,1090,1650,1658
"De 12 a 14 años (041)",11,,,,,,,11
"De 15 a 19 años (042)",114,,,,,,65,49
"De 20 a 24 años (043)",438,,,,,1,252,185
"De 25 a 29 años (044)",573,,,,,20,379,174
"De 30 a 34 años (045)",597,,,,,87,376,134
"De 35 a 39 años (046)",627,,,,7,203,279,138
"De 40 a 44 años (047)",487,,,,27,191,186,83
"De 45 a 49 años (048)",488,,,,69,221,97,101
