"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CAYLLOMA (000)",33813,645,11392,11681,7758,2337
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",80,,12,39,28,1
"Profes., científicos e intelectuales (002)",1123,,336,565,213,9
"Técnicos de nivel medio y trab.asimilados (003)",885,,356,386,126,17
"Jefes y empleados de oficina (004)",568,,290,206,72,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",3454,47,1299,1342,669,97
"Agricult.trabaj. calif. agrop. y pesqueros (006)",7333,26,1048,2145,2827,1287
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",2122,19,998,790,261,54
"Obreros construc., conf., papel, fab., instr. (008)",2480,5,831,1074,520,50
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",14058,512,5519,4560,2736,731
"Otra (010)",115,,17,77,21,
"Ocupación no especificada (011)",693,23,248,234,136,52
"Desocupado (012)",902,13,438,263,149,39
"Hombres (013)",20768,401,6772,7079,4979,1537
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,,7,29,22,
"Profes., científicos e intelectuales (015)",576,,133,285,151,7
"Técnicos de nivel medio y trab.asimilados (016)",570,,209,269,79,13
"Jefes y empleados de oficina (017)",307,,131,118,58,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",1098,20,401,397,229,51
"Agricult.trabaj. calif. agrop. y pesqueros (019)",5532,18,724,1594,2202,994
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",1651,14,775,612,215,35
"Obreros construc., conf., papel, fab., instr. (021)",2338,5,766,1025,496,46
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",7611,323,3217,2391,1336,344
"Otra (023)",110,,14,75,21,
"Ocupación no especificada (024)",325,13,127,98,64,23
"Desocupado (025)",592,8,268,186,106,24
"Mujeres (026)",13045,244,4620,4602,2779,800
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",22,,5,10,6,1
"Profes., científicos e intelectuales (028)",547,,203,280,62,2
"Técnicos de nivel medio y trab.asimilados (029)",315,,147,117,47,4
"Jefes y empleados de oficina (030)",261,,159,88,14,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",2356,27,898,945,440,46
"Agricult.trabaj. calif. agrop. y pesqueros (032)",1801,8,324,551,625,293
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",471,5,223,178,46,19
