"CUADRO Nº 17: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia JULCAN (000)",7873,483,468,5363,43,1450,66
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",8,8,,,,,
"Profes., científicos e intelectuales (002)",340,290,,49,,1,
"Técnicos de nivel medio y trab. asimilados (003)",36,26,,9,,1,
"Jefes y empleados de oficina (004)",48,48,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",243,34,4,175,4,26,
"Agricult.trabaj.calif.agrop.y pesqueros (006)",4905,,,4869,36,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (007)",83,,22,57,2,2,
"Obreros construc.,conf.,papel, fab., instr. (008)",96,12,37,43,,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (009)",1715,38,393,62,,1156,66
"Otra (010)",13,13,,,,,
"Ocupación no especificada (011)",386,14,12,99,1,260,
"Hombres (012)",6988,217,416,5091,42,1215,7
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (013)",6,6,,,,,
"Profes., científicos e intelectuales (014)",134,108,,26,,,
"Técnicos de nivel medio y trab. asimilados (015)",24,15,,8,,1,
"Jefes y empleados de oficina (016)",30,30,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (017)",107,10,,86,4,7,
"Agricult.trabaj.calif.agrop.y pesqueros (018)",4845,,,4810,35,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (019)",79,,22,53,2,2,
"Obreros construc.,conf.,papel, fab., instr. (020)",96,12,37,43,,4,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (021)",1492,22,351,34,,1078,7
"Otra (022)",12,12,,,,,
"Ocupación no especificada (023)",163,2,6,31,1,123,
"Mujeres (024)",885,266,52,272,1,235,59
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (025)",2,2,,,,,
"Profes., científicos e intelectuales (026)",206,182,,23,,1,
"Técnicos de nivel medio y trab. asimilados (027)",12,11,,1,,,
"Jefes y empleados de oficina (028)",18,18,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (029)",136,24,4,89,,19,
"Agricult.trabaj.calif.agrop.y pesqueros (030)",60,,,59,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (031)",4,,,4,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (033)",223,16,42,28,,78,59
"Otra (034)",1,1,,,,,
"Ocupación no especificada (035)",223,12,6,68,,137,
,,,,,,,
"URBANA (036)",1164,241,176,619,26,76,26
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (037)",5,5,,,,,
"Profes., científicos e intelectuales (038)",133,117,,15,,1,
"Técnicos de nivel medio y trab. asimilados (039)",19,15,,3,,1,
"Jefes y empleados de oficina (040)",34,34,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (041)",177,19,3,134,3,18,
"Agricult.trabaj.calif.agrop.y pesqueros (042)",348,,,326,22,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (043)",53,,13,38,1,1,
"Obreros construc.,conf.,papel, fab., instr. (044)",47,10,12,23,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (045)",291,26,139,54,,46,26
"Otra (046)",13,13,,,,,
"Ocupación no especificada (047)",44,2,9,26,,7,
"Hombres (048)",848,131,152,487,25,52,1
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (049)",4,4,,,,,
"Profes., científicos e intelectuales (050)",67,57,,10,,,
"Técnicos de nivel medio y trab. asimilados (051)",12,8,,3,,1,
"Jefes y empleados de oficina (052)",19,19,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (053)",75,6,,61,3,5,
"Agricult.trabaj.calif.agrop.y pesqueros (054)",340,,,319,21,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (055)",51,,13,36,1,1,
"Obreros construc.,conf.,papel, fab., instr. (056)",47,10,12,23,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (057)",206,15,122,29,,39,1
"Otra (058)",12,12,,,,,
"Ocupación no especificada (059)",15,,5,6,,4,
"Mujeres (060)",316,110,24,132,1,24,25
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (061)",1,1,,,,,
"Profes., científicos e intelectuales (062)",66,60,,5,,1,
"Técnicos de nivel medio y trab. asimilados (063)",7,7,,,,,
"Jefes y empleados de oficina (064)",15,15,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (065)",102,13,3,73,,13,
"Agricult.trabaj.calif.agrop.y pesqueros (066)",8,,,7,1,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (067)",2,,,2,,,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (069)",85,11,17,25,,7,25
"Otra (070)",1,1,,,,,
"Ocupación no especificada (071)",29,2,4,20,,3,
,,,,,,,
"RURAL (072)",6709,242,292,4744,17,1374,40
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (073)",3,3,,,,,
"Profes., científicos e intelectuales (074)",207,173,,34,,,
"Técnicos de nivel medio y trab. asimilados (075)",17,11,,6,,,
"Jefes y empleados de oficina (076)",14,14,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (077)",66,15,1,41,1,8,
"Agricult.trabaj.calif.agrop.y pesqueros (078)",4557,,,4543,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (079)",30,,9,19,1,1,
"Obreros construc.,conf.,papel, fab., instr. (080)",49,2,25,20,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (081)",1424,12,254,8,,1110,40
"Ocupación no especificada (083)",342,12,3,73,1,253,
"Hombres (084)",6140,86,264,4604,17,1163,6
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (085)",2,2,,,,,
"Profes., científicos e intelectuales (086)",67,51,,16,,,
"Técnicos de nivel medio y trab. asimilados (087)",12,7,,5,,,
"Jefes y empleados de oficina (088)",11,11,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (089)",32,4,,25,1,2,
"Agricult.trabaj.calif.agrop.y pesqueros (090)",4505,,,4491,14,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (091)",28,,9,17,1,1,
"Obreros construc.,conf.,papel, fab., instr. (092)",49,2,25,20,,2,
"Trabaj.no calif.serv.,peon,vend.,amb., y afines (093)",1286,7,229,5,,1039,6
"Ocupación no especificada (095)",148,2,1,25,1,119,
"Mujeres (096)",569,156,28,140,,211,34
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (097)",1,1,,,,,
"Profes., científicos e intelectuales (098)",140,122,,18,,,
"Técnicos de nivel medio y trab. asimilados (099)",5,4,,1,,,
"Jefes y empleados de oficina (100)",3,3,,,,,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (101)",34,11,1,16,,6,
"Agricult.trabaj.calif.agrop.y pesqueros (102)",52,,,52,,,
"Obreros y oper.minas,cant.,ind.manuf.y otros (103)",2,,,2,,,
