"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHUMBIVILCAS (000)",64219,11234,933,34265,15054,648,1009,297,779
"Hombres (001)",32398,2670,472,18065,9418,423,649,214,487
"Mujeres (002)",31821,8564,461,16200,5636,225,360,83,292
"PEA (003)",23561,4658,47,11227,5532,360,870,170,697
"Hombres (004)",14680,1544,17,7480,4230,258,578,133,440
"Mujeres (005)",8881,3114,30,3747,1302,102,292,37,257
"Ocupada (006)",23119,4627,46,11069,5347,347,833,165,685
"Hombres (007)",14366,1531,16,7368,4088,249,551,129,434
"Mujeres (008)",8753,3096,30,3701,1259,98,282,36,251
"Desocupada (009)",442,31,1,158,185,13,37,5,12
"Hombres (010)",314,13,1,112,142,9,27,4,6
"Mujeres (011)",128,18,,46,43,4,10,1,6
"No PEA (012)",40658,6576,886,23038,9522,288,139,127,82
"Hombres (013)",17718,1126,455,10585,5188,165,71,81,47
"Mujeres (014)",22940,5450,431,12453,4334,123,68,46,35
,,,,,,,,,
"URBANA (018)",15083,1460,245,6408,4941,388,787,213,641
"Hombres (019)",7583,258,121,3096,2830,237,495,147,399
"Mujeres (020)",7500,1202,124,3312,2111,151,292,66,242
"PEA (021)",6025,521,15,1877,2014,210,688,125,575
"Hombres (022)",3666,117,6,1098,1392,143,448,97,365
"Mujeres (023)",2359,404,9,779,622,67,240,28,210
"Ocupada (024)",5769,506,14,1796,1904,200,661,122,566
"Hombres (025)",3488,113,5,1043,1308,136,429,94,360
"Mujeres (026)",2281,393,9,753,596,64,232,28,206
"Desocupada (027)",256,15,1,81,110,10,27,3,9
"Hombres (028)",178,4,1,55,84,7,19,3,5
"Mujeres (029)",78,11,,26,26,3,8,,4
"No PEA (030)",9058,939,230,4531,2927,178,99,88,66
"Hombres (031)",3917,141,115,1998,1438,94,47,50,34
"Mujeres (032)",5141,798,115,2533,1489,84,52,38,32
,,,,,,,,,
"RURAL (036)",49136,9774,688,27857,10113,260,222,84,138
"Hombres (037)",24815,2412,351,14969,6588,186,154,67,88
"Mujeres (038)",24321,7362,337,12888,3525,74,68,17,50
"PEA (039)",17536,4137,32,9350,3518,150,182,45,122
"Hombres (040)",11014,1427,11,6382,2838,115,130,36,75
"Mujeres (041)",6522,2710,21,2968,680,35,52,9,47
"Ocupada (042)",17350,4121,32,9273,3443,147,172,43,119
"Hombres (043)",10878,1418,11,6325,2780,113,122,35,74
"Mujeres (044)",6472,2703,21,2948,663,34,50,8,45
"Desocupada (045)",186,16,,77,75,3,10,2,3
"Hombres (046)",136,9,,57,58,2,8,1,1
"Mujeres (047)",50,7,,20,17,1,2,1,2
"No PEA (048)",31600,5637,656,18507,6595,110,40,39,16
"Hombres (049)",13801,985,340,8587,3750,71,24,31,13
"Mujeres (050)",17799,4652,316,9920,2845,39,16,8,3
