"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia PALLASCA (000)",29027,815,10266,6435,4828,4048,2635
"Jefe o Jefa (001)",7326,,10,1090,2265,2339,1622
"Esposa(o) / compañera(o) (002)",4387,,8,925,1589,1296,569
"Hijo(a) / hijastro(a) (003)",12759,570,8114,3370,540,160,5
"Yerno / nuera (004)",303,,5,203,76,16,3
"Nieto(a) (005)",2115,184,1601,311,19,,
"Padres / suegros (006)",329,,,,1,52,276
"Otro(a) pariente (007)",1308,57,487,325,168,136,135
"Trabajador(a) del hogar (008)",24,,3,17,2,2,
"Pensionistas (009)",139,,1,60,63,13,2
"Otro(a) no pariente (010)",337,4,37,134,105,34,23
"Hombres (011)",14532,409,5205,3286,2448,2013,1171
"Jefe o Jefa (012)",5441,,6,842,1818,1771,1004
"Esposa(o) / compañera(o) (013)",160,,5,43,58,29,25
"Hijo(a) / hijastro(a) (014)",6606,281,4120,1831,293,79,2
"Yerno / nuera (015)",148,,2,85,46,12,3
"Nieto(a) (016)",1072,98,807,160,7,,
"Padres / suegros (017)",72,,,,,9,63
"Otro(a) pariente (018)",722,28,243,200,112,81,58
"Trabajador(a) del hogar (019)",1,,,1,,,
"Pensionistas (020)",94,,1,44,38,10,1
"Otro(a) no pariente (021)",216,2,21,80,76,22,15
"Mujeres (022)",14495,406,5061,3149,2380,2035,1464
"Jefe o Jefa (023)",1885,,4,248,447,568,618
"Esposa(o) / compañera(o) (024)",4227,,3,882,1531,1267,544
"Hijo(a) / hijastro(a) (025)",6153,289,3994,1539,247,81,3
"Yerno / nuera (026)",155,,3,118,30,4,
"Nieto(a) (027)",1043,86,794,151,12,,
"Padres / suegros (028)",257,,,,1,43,213
"Otro(a) pariente (029)",586,29,244,125,56,55,77
"Trabajador(a) del hogar (030)",23,,3,16,2,2,
"Pensionistas (031)",45,,,16,25,3,1
"Otro(a) no pariente (032)",121,2,16,54,29,12,8
,,,,,,,
"URBANA (033)",15045,363,4984,3356,2601,2251,1490
"Jefe o Jefa (034)",4028,,8,561,1206,1301,952
"Esposa(o) / compañera(o) (035)",2256,,7,422,811,702,314
"Hijo(a) / hijastro(a) (036)",6249,254,3804,1763,320,104,4
"Yerno / nuera (037)",176,,2,114,48,9,3
"Nieto(a) (038)",1157,84,880,180,13,,
"Padres / suegros (039)",172,,,,1,28,143
"Otro(a) pariente (040)",696,24,258,170,96,84,64
"Trabajador(a) del hogar (041)",21,,3,14,2,2,
"Pensionistas (042)",86,,1,42,37,4,2
"Otro(a) no pariente (043)",204,1,21,90,67,17,8
"Hombres (044)",7472,165,2525,1750,1300,1099,633
"Jefe o Jefa (045)",2848,,5,420,921,950,552
"Esposa(o) / compañera(o) (046)",99,,5,28,28,21,17
"Hijo(a) / hijastro(a) (047)",3246,115,1933,973,170,54,1
"Yerno / nuera (048)",90,,1,48,31,7,3
"Nieto(a) (049)",592,39,454,92,7,,
"Padres / suegros (050)",30,,,,,3,27
"Otro(a) pariente (051)",375,11,119,100,69,50,26
"Trabajador(a) del hogar (052)",1,,,1,,,
"Pensionistas (053)",55,,1,29,22,2,1
"Otro(a) no pariente (054)",136,,7,59,52,12,6
"Mujeres (055)",7573,198,2459,1606,1301,1152,857
"Jefe o Jefa (056)",1180,,3,141,285,351,400
"Esposa(o) / compañera(o) (057)",2157,,2,394,783,681,297
"Hijo(a) / hijastro(a) (058)",3003,139,1871,790,150,50,3
"Yerno / nuera (059)",86,,1,66,17,2,
"Nieto(a) (060)",565,45,426,88,6,,
"Padres / suegros (061)",142,,,,1,25,116
"Otro(a) pariente (062)",321,13,139,70,27,34,38
"Trabajador(a) del hogar (063)",20,,3,13,2,2,
"Pensionistas (064)",31,,,13,15,2,1
"Otro(a) no pariente (065)",68,1,14,31,15,5,2
,,,,,,,
"RURAL (066)",13982,452,5282,3079,2227,1797,1145
"Jefe o Jefa (067)",3298,,2,529,1059,1038,670
"Esposa(o) / compañera(o) (068)",2131,,1,503,778,594,255
"Hijo(a) / hijastro(a) (069)",6510,316,4310,1607,220,56,1
"Yerno / nuera (070)",127,,3,89,28,7,
"Nieto(a) (071)",958,100,721,131,6,,
"Padres / suegros (072)",157,,,,,24,133
"Otro(a) pariente (073)",612,33,229,155,72,52,71
"Trabajador(a) del hogar (074)",3,,,3,,,
"Pensionistas (075)",53,,,18,26,9,
"Otro(a) no pariente (076)",133,3,16,44,38,17,15
"Hombres (077)",7060,244,2680,1536,1148,914,538
"Jefe o Jefa (078)",2593,,1,422,897,821,452
"Esposa(o) / compañera(o) (079)",61,,,15,30,8,8
"Hijo(a) / hijastro(a) (080)",3360,166,2187,858,123,25,1
"Yerno / nuera (081)",58,,1,37,15,5,
"Nieto(a) (082)",480,59,353,68,,,
"Padres / suegros (083)",42,,,,,6,36
"Otro(a) pariente (084)",347,17,124,100,43,31,32
"Pensionistas (086)",39,,,15,16,8,
"Otro(a) no pariente (087)",80,2,14,21,24,10,9
"Mujeres (088)",6922,208,2602,1543,1079,883,607
"Jefe o Jefa (089)",705,,1,107,162,217,218
"Esposa(o) / compañera(o) (090)",2070,,1,488,748,586,247
"Hijo(a) / hijastro(a) (091)",3150,150,2123,749,97,31,
"Yerno / nuera (092)",69,,2,52,13,2,
"Nieto(a) (093)",478,41,368,63,6,,
"Padres / suegros (094)",115,,,,,18,97
"Otro(a) pariente (095)",265,16,105,55,29,21,39
"Trabajador(a) del hogar (096)",3,,,3,,,
"Pensionistas (097)",14,,,3,10,1,
"Otro(a) no pariente (098)",53,1,2,23,14,7,6
