"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MOYOBAMBA (000)",98918,16503,12446,4012,66142
"Hombres (001)",51323,7897,6091,2164,35290
"Mujeres (002)",47595,8606,6355,1848,30852
"PEA (003)",42629,3420,6006,1651,31677
"Hombres (004)",31386,2380,3484,1161,24451
"Mujeres (005)",11243,1040,2522,490,7226
"Ocupada (006)",41625,3343,5949,1622,30835
"Hombres (007)",30652,2336,3445,1139,23822
"Mujeres (008)",10973,1007,2504,483,7013
"Desocupada (009)",1004,77,57,29,842
"Hombres (010)",734,44,39,22,629
"Mujeres (011)",270,33,18,7,213
"No PEA (012)",56289,13083,6440,2361,34465
"Hombres (013)",19937,5517,2607,1003,10839
"Mujeres (014)",36352,7566,3833,1358,23626
,,,,,
"URBANA (018)",60085,9426,11136,3263,36416
"Hombres (019)",30163,4478,5380,1787,18618
"Mujeres (020)",29922,4948,5756,1476,17798
"PEA (021)",26983,2179,5510,1445,17957
"Hombres (022)",17938,1379,3092,991,12552
"Mujeres (023)",9045,800,2418,454,5405
"Ocupada (024)",26273,2127,5456,1421,17376
"Hombres (025)",17457,1353,3056,974,12150
"Mujeres (026)",8816,774,2400,447,5226
"Desocupada (027)",710,52,54,24,581
"Hombres (028)",481,26,36,17,402
"Mujeres (029)",229,26,18,7,179
"No PEA (030)",33102,7247,5626,1818,18459
"Hombres (031)",12225,3099,2288,796,6066
"Mujeres (032)",20877,4148,3338,1022,12393
,,,,,
"RURAL (036)",38833,7077,1310,749,29726
"Hombres (037)",21160,3419,711,377,16672
"Mujeres (038)",17673,3658,599,372,13054
"PEA (039)",15646,1241,496,206,13720
"Hombres (040)",13448,1001,392,170,11899
"Mujeres (041)",2198,240,104,36,1821
"Ocupada (042)",15352,1216,493,201,13459
"Hombres (043)",13195,983,389,165,11672
"Mujeres (044)",2157,233,104,36,1787
"Desocupada (045)",294,25,3,5,261
"Hombres (046)",253,18,3,5,227
"Mujeres (047)",41,7,,,34
"No PEA (048)",23187,5836,814,543,16006
"Hombres (049)",7712,2418,319,207,4773
"Mujeres (050)",15475,3418,495,336,11233
