"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia AYMARAES (000)",28442,508,9664,5561,4681,4563,3465
"Jefe o Jefa (001)",8854,,34,1230,2493,2752,2345
"Esposa(o) / compañera(o) (002)",4925,,16,1009,1675,1505,720
"Hijo(a) / hijastro(a) (003)",12041,413,8461,2741,322,102,2
"Yerno / nuera (004)",169,,1,114,40,13,1
"Nieto(a) (005)",871,71,684,108,8,,
"Padres / suegros (006)",311,,,,3,42,266
"Otro(a) pariente (007)",984,24,418,254,81,104,103
"Trabajador(a) del hogar (008)",23,,1,16,,6,
"Pensionistas (009)",5,,1,1,1,2,
"Otro(a) no pariente (010)",259,,48,88,58,37,28
"Hombres (011)",14017,250,4922,2809,2282,2177,1577
"Jefe o Jefa (012)",6061,,16,850,1852,1933,1410
"Esposa(o) / compañera(o) (013)",341,,13,63,125,89,51
"Hijo(a) / hijastro(a) (014)",6314,206,4288,1592,182,45,1
"Yerno / nuera (015)",74,,,42,22,9,1
"Nieto(a) (016)",455,33,356,62,4,,
"Padres / suegros (017)",88,,,,2,14,72
"Otro(a) pariente (018)",519,11,219,142,54,58,35
"Trabajador(a) del hogar (019)",7,,1,3,,3,
"Pensionistas (020)",3,,1,1,,1,
"Otro(a) no pariente (021)",155,,28,54,41,25,7
"Mujeres (022)",14425,258,4742,2752,2399,2386,1888
"Jefe o Jefa (023)",2793,,18,380,641,819,935
"Esposa(o) / compañera(o) (024)",4584,,3,946,1550,1416,669
"Hijo(a) / hijastro(a) (025)",5727,207,4173,1149,140,57,1
"Yerno / nuera (026)",95,,1,72,18,4,
"Nieto(a) (027)",416,38,328,46,4,,
"Padres / suegros (028)",223,,,,1,28,194
"Otro(a) pariente (029)",465,13,199,112,27,46,68
"Trabajador(a) del hogar (030)",16,,,13,,3,
"Pensionistas (031)",2,,,,1,1,
"Otro(a) no pariente (032)",104,,20,34,17,12,21
,,,,,,,
"URBANA (033)",12555,217,4198,2575,2234,1938,1393
"Jefe o Jefa (034)",3876,,16,578,1156,1185,941
"Esposa(o) / compañera(o) (035)",2114,,4,447,776,614,273
"Hijo(a) / hijastro(a) (036)",5291,180,3643,1234,188,46,
"Yerno / nuera (037)",84,,,55,22,7,
"Nieto(a) (038)",386,30,300,49,7,,
"Padres / suegros (039)",140,,,,1,22,117
"Otro(a) pariente (040)",514,7,213,149,49,46,50
"Trabajador(a) del hogar (041)",14,,1,10,,3,
"Pensionistas (042)",3,,1,1,1,,
"Otro(a) no pariente (043)",133,,20,52,34,15,12
"Hombres (044)",6148,108,2136,1280,1087,925,612
"Jefe o Jefa (045)",2638,,9,392,864,825,548
"Esposa(o) / compañera(o) (046)",130,,4,21,58,32,15
"Hijo(a) / hijastro(a) (047)",2746,94,1832,702,97,21,
"Yerno / nuera (048)",36,,,21,10,5,
"Nieto(a) (049)",204,11,164,25,4,,
"Padres / suegros (050)",37,,,,,6,31
"Otro(a) pariente (051)",267,3,112,81,32,22,17
"Trabajador(a) del hogar (052)",5,,1,3,,1,
"Pensionistas (053)",2,,1,1,,,
"Otro(a) no pariente (054)",83,,13,34,22,13,1
"Mujeres (055)",6407,109,2062,1295,1147,1013,781
"Jefe o Jefa (056)",1238,,7,186,292,360,393
"Esposa(o) / compañera(o) (057)",1984,,,426,718,582,258
"Hijo(a) / hijastro(a) (058)",2545,86,1811,532,91,25,
"Yerno / nuera (059)",48,,,34,12,2,
"Nieto(a) (060)",182,19,136,24,3,,
"Padres / suegros (061)",103,,,,1,16,86
"Otro(a) pariente (062)",247,4,101,68,17,24,33
"Trabajador(a) del hogar (063)",9,,,7,,2,
"Pensionistas (064)",1,,,,1,,
"Otro(a) no pariente (065)",50,,7,18,12,2,11
,,,,,,,
"RURAL (066)",15887,291,5466,2986,2447,2625,2072
"Jefe o Jefa (067)",4978,,18,652,1337,1567,1404
"Esposa(o) / compañera(o) (068)",2811,,12,562,899,891,447
"Hijo(a) / hijastro(a) (069)",6750,233,4818,1507,134,56,2
"Yerno / nuera (070)",85,,1,59,18,6,1
"Nieto(a) (071)",485,41,384,59,1,,
"Padres / suegros (072)",171,,,,2,20,149
"Otro(a) pariente (073)",470,17,205,105,32,58,53
"Trabajador(a) del hogar (074)",9,,,6,,3,
"Pensionistas (075)",2,,,,,2,
"Otro(a) no pariente (076)",126,,28,36,24,22,16
"Hombres (077)",7869,142,2786,1529,1195,1252,965
"Jefe o Jefa (078)",3423,,7,458,988,1108,862
"Esposa(o) / compañera(o) (079)",211,,9,42,67,57,36
"Hijo(a) / hijastro(a) (080)",3568,112,2456,890,85,24,1
"Yerno / nuera (081)",38,,,21,12,4,1
"Nieto(a) (082)",251,22,192,37,,,
"Padres / suegros (083)",51,,,,2,8,41
"Otro(a) pariente (084)",252,8,107,61,22,36,18
"Trabajador(a) del hogar (085)",2,,,,,2,
"Pensionistas (086)",1,,,,,1,
"Otro(a) no pariente (087)",72,,15,20,19,12,6
"Mujeres (088)",8018,149,2680,1457,1252,1373,1107
"Jefe o Jefa (089)",1555,,11,194,349,459,542
"Esposa(o) / compañera(o) (090)",2600,,3,520,832,834,411
"Hijo(a) / hijastro(a) (091)",3182,121,2362,617,49,32,1
"Yerno / nuera (092)",47,,1,38,6,2,
"Nieto(a) (093)",234,19,192,22,1,,
"Padres / suegros (094)",120,,,,,12,108
"Otro(a) pariente (095)",218,9,98,44,10,22,35
"Trabajador(a) del hogar (096)",7,,,6,,1,
"Pensionistas (097)",1,,,,,1,
"Otro(a) no pariente (098)",54,,13,16,5,10,10
