"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PUERTO INCA (000)",10440,734,1895,5699,118,1794,200
"Conviviente (001)",4679,275,739,3062,46,520,37
"Separado(a) (002)",414,22,77,267,10,24,14
"Casado(a) (003)",1976,195,202,1372,37,158,12
"Viudo(a) (004)",220,3,30,169,,15,3
"Divorciado(a) (005)",55,3,9,35,,4,4
"Soltero(a) (006)",3096,236,838,794,25,1073,130
"Hombres (008)",8512,443,1667,5010,106,1167,119
"Conviviente (009)",3702,169,605,2728,42,144,14
"Separado(a) (010)",284,9,58,193,7,10,7
"Casado(a) (011)",1607,128,167,1234,33,40,5
"Viudo(a) (012)",140,1,26,106,,6,1
"Divorciado(a) (013)",41,2,9,26,,1,3
"Soltero(a) (014)",2738,134,802,723,24,966,89
"Mujeres (016)",1928,291,228,689,12,627,81
"Conviviente (017)",977,106,134,334,4,376,23
"Separado(a) (018)",130,13,19,74,3,14,7
"Casado(a) (019)",369,67,35,138,4,118,7
"Viudo(a) (020)",80,2,4,63,,9,2
"Divorciado(a) (021)",14,1,,9,,3,1
"Soltero(a) (022)",358,102,36,71,1,107,41
,,,,,,,
"URBANA (024)",2128,429,471,979,35,164,50
"Conviviente (025)",904,157,196,469,16,59,7
"Separado(a) (026)",100,18,13,60,2,2,5
"Casado(a) (027)",491,123,74,254,12,27,1
"Viudo(a) (028)",29,2,3,21,,2,1
"Divorciado(a) (029)",17,2,2,11,,,2
"Soltero(a) (030)",587,127,183,164,5,74,34
"Hombres (032)",1524,273,422,697,31,84,17
"Conviviente (033)",631,103,162,335,14,16,1
"Separado(a) (034)",49,6,9,31,1,1,1
"Casado(a) (035)",360,82,68,190,12,8,
"Viudo(a) (036)",15,1,2,10,,1,1
"Divorciado(a) (037)",9,1,2,5,,,1
"Soltero(a) (038)",460,80,179,126,4,58,13
"Mujeres (040)",604,156,49,282,4,80,33
"Conviviente (041)",273,54,34,134,2,43,6
"Separado(a) (042)",51,12,4,29,1,1,4
"Casado(a) (043)",131,41,6,64,,19,1
"Viudo(a) (044)",14,1,1,11,,1,
"Divorciado(a) (045)",8,1,,6,,,1
"Soltero(a) (046)",127,47,4,38,1,16,21
,,,,,,,
"RURAL (048)",8312,305,1424,4720,83,1630,150
"Conviviente (049)",3775,118,543,2593,30,461,30
"Separado(a) (050)",314,4,64,207,8,22,9
"Casado(a) (051)",1485,72,128,1118,25,131,11
"Viudo(a) (052)",191,1,27,148,,13,2
"Divorciado(a) (053)",38,1,7,24,,4,2
"Soltero(a) (054)",2509,109,655,630,20,999,96
"Hombres (056)",6988,170,1245,4313,75,1083,102
"Conviviente (057)",3071,66,443,2393,28,128,13
"Separado(a) (058)",235,3,49,162,6,9,6
"Casado(a) (059)",1247,46,99,1044,21,32,5
"Viudo(a) (060)",125,,24,96,,5,
"Divorciado(a) (061)",32,1,7,21,,1,2
"Soltero(a) (062)",2278,54,623,597,20,908,76
"Mujeres (064)",1324,135,179,407,8,547,48
"Conviviente (065)",704,52,100,200,2,333,17
"Separado(a) (066)",79,1,15,45,2,13,3
"Casado(a) (067)",238,26,29,74,4,99,6
"Viudo(a) (068)",66,1,3,52,,8,2
"Divorciado(a) (069)",6,,,3,,3,
"Soltero(a) (070)",231,55,32,33,,91,20
