"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia GRAU (000)",23324,5197,727,9362,6015,516,873,265,369
"Quechua (001)",18958,4525,477,7996,4812,335,500,156,157
"Aymara (002)",52,6,1,23,13,3,4,1,1
"Ashaninca (003)",2,,,1,,,1,,
"Otra lengua nativa (004)",12,5,1,3,2,,1,,
"Castellano (005)",4239,617,247,1330,1187,178,365,108,207
"Idioma extranjero (006)",6,,,,,,2,,4
"Es sordomudo/a (007)",55,44,1,9,1,,,,
"Hombres (009)",11872,1676,392,4982,3553,317,531,169,252
"Quechua (010)",9633,1335,259,4302,2918,233,346,114,126
"Aymara (011)",25,1,,9,8,2,4,1,
"Ashaninca (012)",2,,,1,,,1,,
"Otra lengua nativa (013)",7,4,,1,2,,,,
"Castellano (014)",2173,313,133,663,624,82,179,54,125
"Idioma extranjero (015)",2,,,,,,1,,1
"Es sordomudo/a (016)",30,23,,6,1,,,,
"Mujeres (018)",11452,3521,335,4380,2462,199,342,96,117
"Quechua (019)",9325,3190,218,3694,1894,102,154,42,31
"Aymara (020)",27,5,1,14,5,1,,,1
"Otra lengua nativa (022)",5,1,1,2,,,1,,
"Castellano (023)",2066,304,114,667,563,96,186,54,82
"Idioma extranjero (024)",4,,,,,,1,,3
"Es sordomudo/a (025)",25,21,1,3,,,,,
,,,,,,,,,
"URBANA (027)",9323,1482,315,3173,2820,372,692,196,273
"Quechua (028)",6068,1017,114,2170,1959,222,369,100,117
"Aymara (029)",37,3,,15,10,3,4,1,1
"Ashaninca (030)",2,,,1,,,1,,
"Otra lengua nativa (031)",11,5,1,2,2,,1,,
"Castellano (032)",3180,443,199,981,849,147,315,95,151
"Idioma extranjero (033)",6,,,,,,2,,4
"Es sordomudo/a (034)",19,14,1,4,,,,,
"Hombres (036)",4620,455,175,1561,1528,206,401,116,178
"Quechua (037)",3016,215,69,1083,1093,146,247,70,93
"Aymara (038)",19,1,,6,5,2,4,1,
"Ashaninca (039)",2,,,1,,,1,,
"Otra lengua nativa (040)",7,4,,1,2,,,,
"Castellano (041)",1564,227,106,468,428,58,148,45,84
"Idioma extranjero (042)",2,,,,,,1,,1
"Es sordomudo/a (043)",10,8,,2,,,,,
"Mujeres (045)",4703,1027,140,1612,1292,166,291,80,95
"Quechua (046)",3052,802,45,1087,866,76,122,30,24
"Aymara (047)",18,2,,9,5,1,,,1
"Otra lengua nativa (049)",4,1,1,1,,,1,,
"Castellano (050)",1616,216,93,513,421,89,167,50,67
"Idioma extranjero (051)",4,,,,,,1,,3
"Es sordomudo/a (052)",9,6,1,2,,,,,
,,,,,,,,,
"RURAL (054)",14001,3715,412,6189,3195,144,181,69,96
"Quechua (055)",12890,3508,363,5826,2853,113,131,56,40
"Aymara (056)",15,3,1,8,3,,,,
"Otra lengua nativa (058)",1,,,1,,,,,
"Castellano (059)",1059,174,48,349,338,31,50,13,56
"Es sordomudo/a (061)",36,30,,5,1,,,,
"Hombres (063)",7252,1221,217,3421,2025,111,130,53,74
"Quechua (064)",6617,1120,190,3219,1825,87,99,44,33
"Aymara (065)",6,,,3,3,,,,
"Castellano (068)",609,86,27,195,196,24,31,9,41
"Es sordomudo/a (070)",20,15,,4,1,,,,
"Mujeres (072)",6749,2494,195,2768,1170,33,51,16,22
"Quechua (073)",6273,2388,173,2607,1028,26,32,12,7
"Aymara (074)",9,3,1,5,,,,,
"Otra lengua nativa (076)",1,,,1,,,,,
"Castellano (077)",450,88,21,154,142,7,19,4,15
"Es sordomudo/a (079)",16,15,,1,,,,,
