"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGION QUE PROFESA",TOTAL,"NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,"NO ESPECI- FICADO"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A MÁS",
,,,,,,,,,,
"Provincia CHUPACA (000)",20652,19754,5895,2829,2780,2169,2949,1735,1397,898
"Católica (001)",18545,17729,5255,2593,2516,1939,2651,1548,1227,816
"Cristiana/Evangélica (002)",1765,1701,500,201,223,196,263,167,151,64
"Otra (003)",149,137,54,12,18,16,17,12,8,12
"Ninguna (004)",193,187,86,23,23,18,18,8,11,6
,,,,,,,,,,
"URBANA (006)",12557,11985,3679,1787,1818,1322,1731,975,673,572
"Católica (007)",11253,10734,3247,1638,1648,1176,1556,871,598,519
"Cristiana/Evangélica (008)",1059,1019,324,125,140,117,155,93,65,40
"Otra (009)",111,103,43,8,15,14,11,7,5,8
"Ninguna (010)",134,129,65,16,15,15,9,4,5,5
,,,,,,,,,,
"RURAL (012)",8095,7769,2216,1042,962,847,1218,760,724,326
"Católica (013)",7292,6995,2008,955,868,763,1095,677,629,297
"Cristiana/Evangélica (014)",706,682,176,76,83,79,108,74,86,24
"Otra (015)",38,34,11,4,3,2,6,5,3,4
"Ninguna (016)",59,58,21,7,8,3,9,4,6,1
