"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia CONTRALMIRANTE VILLAR (000)",12792,1772,2482,2735,2180,1671,1952
"Católica (001)",10922,1506,2107,2338,1825,1426,1720
"Cristiana/Evangélica (002)",1260,179,225,272,239,173,172
"Otra (003)",335,47,67,66,64,46,45
"Ninguna (004)",275,40,83,59,52,26,15
"Hombres (006)",6782,925,1284,1398,1169,951,1055
"Católica (007)",5856,804,1095,1221,987,821,928
"Cristiana/Evangélica (008)",582,82,103,102,115,87,93
"Otra (009)",159,20,28,33,34,22,22
"Ninguna (010)",185,19,58,42,33,21,12
"Mujeres (012)",6010,847,1198,1337,1011,720,897
"Católica (013)",5066,702,1012,1117,838,605,792
"Cristiana/Evangélica (014)",678,97,122,170,124,86,79
"Otra (015)",176,27,39,33,30,24,23
"Ninguna (016)",90,21,25,17,19,5,3
,,,,,,,
"URBANA (018)",9921,1430,2026,2165,1673,1302,1325
"Católica (019)",8302,1194,1697,1805,1368,1097,1141
"Cristiana/Evangélica (020)",1066,154,194,244,200,143,131
"Otra (021)",297,42,60,62,53,40,40
"Ninguna (022)",256,40,75,54,52,22,13
"Hombres (024)",5196,732,1036,1100,884,740,704
"Católica (025)",4404,627,872,939,726,632,608
"Cristiana/Evangélica (026)",490,71,88,94,98,71,68
"Otra (027)",132,15,23,29,27,20,18
"Ninguna (028)",170,19,53,38,33,17,10
"Mujeres (030)",4725,698,990,1065,789,562,621
"Católica (031)",3898,567,825,866,642,465,533
"Cristiana/Evangélica (032)",576,83,106,150,102,72,63
"Otra (033)",165,27,37,33,26,20,22
"Ninguna (034)",86,21,22,16,19,5,3
,,,,,,,
"RURAL (036)",2871,342,456,570,507,369,627
"Católica (037)",2620,312,410,533,457,329,579
"Cristiana/Evangélica (038)",194,25,31,28,39,30,41
"Otra (039)",38,5,7,4,11,6,5
"Ninguna (040)",19,,8,5,,4,2
"Hombres (042)",1586,193,248,298,285,211,351
"Católica (043)",1452,177,223,282,261,189,320
"Cristiana/Evangélica (044)",92,11,15,8,17,16,25
"Otra (045)",27,5,5,4,7,2,4
"Ninguna (046)",15,,5,4,,4,2
"Mujeres (048)",1285,149,208,272,222,158,276
"Católica (049)",1168,135,187,251,196,140,259
"Cristiana/Evangélica (050)",102,14,16,20,22,14,16
"Otra (051)",11,,2,,4,4,1
"Ninguna (052)",4,,3,1,,,
