"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia BAGUA (000)",774,244,530
"De 14 a 29 años (001)",443,186,257
"De 30 a 44 años (002)",199,45,154
"De 45 a 64 años (003)",113,13,100
"De 65 y más años (004)",19,,19
"Hombres (005)",574,171,403
"De 14 a 29 años (006)",308,126,182
"De 30 a 44 años (007)",153,37,116
"De 45 a 64 años (008)",95,8,87
"De 65 y más años (009)",18,,18
"Mujeres (010)",200,73,127
"De 14 a 29 años (011)",135,60,75
"De 30 a 44 años (012)",46,8,38
"De 45 a 64 años (013)",18,5,13
"De 65 y más años (014)",1,,1
,,,
"AREA URBANA (015)",512,119,393
"De 14 a 29 años (016)",268,92,176
"De 30 a 44 años (017)",145,20,125
"De 45 a 64 años (018)",84,7,77
"De 65 y más años (019)",15,,15
"Hombres (020)",359,74,285
"De 14 a 29 años (021)",172,57,115
"De 30 a 44 años (022)",103,14,89
"De 45 a 64 años (023)",70,3,67
"De 65 y más años (024)",14,,14
"Mujeres (025)",153,45,108
"De 14 a 29 años (026)",96,35,61
"De 30 a 44 años (027)",42,6,36
"De 45 a 64 años (028)",14,4,10
"De 65 y más años (029)",1,,1
,,,
"AREA RURAL (030)",262,125,137
"De 14 a 29 años (031)",175,94,81
"De 30 a 44 años (032)",54,25,29
"De 45 a 64 años (033)",29,6,23
"De 65 y más años (034)",4,,4
"Hombres (035)",215,97,118
"De 14 a 29 años (036)",136,69,67
"De 30 a 44 años (037)",50,23,27
"De 45 a 64 años (038)",25,5,20
"De 65 y más años (039)",4,,4
"Mujeres (040)",47,28,19
"De 14 a 29 años (041)",39,25,14
"De 30 a 44 años (042)",4,2,2
"De 45 a 64 años (043)",4,1,3
