"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia CHURCAMPA (000)",13112,10658,1060,455,939
"Sin nivel (001)",2222,2087,111,16,8
"Educación inicial (002)",20,17,1,2,
"Primaria (003)",5528,5021,341,81,85
"Secundaria (004)",3742,2932,332,114,364
"Superior no univ. incompleta (005)",251,130,20,20,81
"Superior no univ. completa (006)",583,213,93,62,215
"Superior univ. incompleta (007)",146,67,11,19,49
"Superior univ. completa (008)",620,191,151,141,137
"De 06 a 14 años (010)",136,117,16,2,1
"Sin nivel (011)",6,5,1,,
"Primaria (013)",94,83,9,2,
"Secundaria (014)",36,29,6,,1
"De 15 a 29 años (020)",3890,3132,363,126,269
"Sin nivel (021)",139,132,6,,1
"Educación inicial (022)",9,8,,1,
"Primaria (023)",1350,1229,86,24,11
"Secundaria (024)",1906,1566,198,53,89
"Superior no univ. incompleta (025)",103,59,11,4,29
"Superior no univ. completa (026)",207,80,27,12,88
"Superior univ. incompleta (027)",49,21,4,4,20
"Superior univ. completa (028)",127,37,31,28,31
"De 30 a 44 años (030)",4537,3489,400,231,417
"Sin nivel (031)",538,506,29,1,2
"Educación inicial (032)",11,9,1,1,
"Primaria (033)",2013,1816,130,33,34
"Secundaria (034)",1142,865,84,42,151
"Superior no univ. incompleta (035)",115,53,7,16,39
"Superior no univ. completa (036)",303,106,56,40,101
"Superior univ. incompleta (037)",60,33,2,8,17
"Superior univ. completa (038)",355,101,91,90,73
"De 45 a 64 años (040)",3499,2936,229,89,245
"Sin nivel (041)",997,932,52,10,3
"Primaria (043)",1631,1480,93,21,37
"Secundaria (044)",602,421,40,19,122
"Superior no univ. incompleta (045)",32,17,2,,13
"Superior no univ. completa (046)",70,25,10,9,26
"Superior univ. incompleta (047)",35,12,4,7,12
"Superior univ. completa (048)",132,49,28,23,32
"De 65 y más años (050)",1050,984,52,7,7
"Sin nivel (051)",542,512,23,5,2
"Primaria (053)",440,413,23,1,3
"Secundaria (054)",56,51,4,,1
"Superior no univ. incompleta (055)",1,1,,,
"Superior no univ. completa (056)",3,2,,1,
"Superior univ. incompleta (057)",2,1,1,,
"Superior univ. completa (058)",6,4,1,,1
,,,,,
"URBANA (060)",3679,2104,376,322,877
"Sin nivel (061)",191,169,12,4,6
