"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia PICOTA (000)",12582,37034,33924,,714,91.6,1.9
"De 12 a 14 años (001)",1305,10,10,,4,100,40
"De 15 a 19 años (002)",1815,607,589,136,97,22.4,
"De 20 a 24 años (003)",1484,1828,1781,179,97.4,9.8,
"De 25 a 29 años (004)",1460,2986,2915,180,97.6,6,
"De 30 a 34 años (005)",1228,3429,3293,110,96,3.2,
"De 35 a 39 años (006)",1192,4350,4125,78,94.8,1.8,
"De 40 a 44 años (007)",1060,4656,4333,19,93.1,0.4,
"De 45 a 49 años (008)",737,3685,3435,8,93.2,0.2,
"De 50 y más años (009)",2301,15483,13443,,86.8,,
"PEA (010)",3495,10472,9745,147,93.1,1.4,
"De 12 a 14 años (011)",90,1,1,,100,,
"De 15 a 19 años (012)",377,120,117,22,97.5,18.3,
"De 20 a 24 años (013)",405,395,390,27,98.7,6.8,
"De 25 a 29 años (014)",441,782,766,41,98,5.2,
"De 30 a 34 años (015)",433,1062,1019,30,96,2.8,
"De 35 a 39 años (016)",465,1511,1444,22,95.6,1.5,
"De 40 a 44 años (017)",412,1638,1544,4,94.3,0.2,
"De 45 a 49 años (018)",285,1285,1224,1,95.3,0.1,
"De 50 y más años (019)",587,3678,3240,,88.1,,
"Ocupada (020)",3412,10331,9613,146,93.1,1.4,
"De 12 a 14 años (021)",87,1,1,,100,,
"De 15 a 19 años (022)",352,118,115,22,97.5,18.6,
"De 20 a 24 años (023)",392,391,386,27,98.7,6.9,
"De 25 a 29 años (024)",429,763,751,40,98.4,5.2,
"De 30 a 34 años (025)",427,1053,1010,30,95.9,2.8,
"De 35 a 39 años (026)",458,1486,1419,22,95.5,1.5,
"De 40 a 44 años (027)",405,1606,1512,4,94.1,0.2,
"De 45 a 49 años (028)",284,1285,1224,1,95.3,0.1,
"De 50 y más años (029)",578,3628,3195,,88.1,,
"Desocupada (030)",83,141,132,1,93.6,0.7,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",25,2,2,,100,,
"De 20 a 24 años (033)",13,4,4,,100,,
"De 25 a 29 años (034)",12,19,15,1,78.9,5.3,
"De 30 a 34 años (035)",6,9,9,,100,,
"De 35 a 39 años (036)",7,25,25,,100,,
"De 40 a 44 años (037)",7,32,32,,100,,
