"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia NAZCA (000)",57531,951,15473,15183,12729,9521,3674
"Hombres (001)",29492,472,8022,7724,6425,4926,1923
"Mujeres (002)",28039,479,7451,7459,6304,4595,1751
"Viviendas particulares (003)",55899,943,15420,14652,12096,9161,3627
"Hombres (004)",28202,467,7993,7301,5907,4641,1893
"Mujeres (005)",27697,476,7427,7351,6189,4520,1734
"Viviendas colectivas (006)",1077,7,32,381,390,229,38
"Hombres (007)",842,5,18,305,316,175,23
"Mujeres (008)",235,2,14,76,74,54,15
"Otro tipo (009)",555,1,21,150,243,131,9
"Hombres (010)",448,,11,118,202,110,7
"Mujeres (011)",107,1,10,32,41,21,2
,,,,,,,
"URBANA (012)",50507,844,13714,13336,11333,8257,3023
"Hombres (013)",25669,421,7092,6704,5676,4220,1556
"Mujeres (014)",24838,423,6622,6632,5657,4037,1467
"Viviendas particulares (015)",48937,837,13667,12832,10721,7904,2976
"Hombres (016)",24431,416,7068,6303,5176,3942,1526
"Mujeres (017)",24506,421,6599,6529,5545,3962,1450
"Viviendas colectivas (018)",1017,6,27,355,369,222,38
"Hombres (019)",791,5,14,283,298,168,23
"Mujeres (020)",226,1,13,72,71,54,15
"Otro tipo (021)",553,1,20,149,243,131,9
"Hombres (022)",447,,10,118,202,110,7
"Mujeres (023)",106,1,10,31,41,21,2
,,,,,,,
"RURAL (024)",7024,107,1759,1847,1396,1264,651
"Hombres (025)",3823,51,930,1020,749,706,367
"Mujeres (026)",3201,56,829,827,647,558,284
"Viviendas particulares (027)",6962,106,1753,1820,1375,1257,651
"Hombres (028)",3771,51,925,998,731,699,367
"Mujeres (029)",3191,55,828,822,644,558,284
"Viviendas colectivas (030)",60,1,5,26,21,7,
"Hombres (031)",51,,4,22,18,7,
"Mujeres (032)",9,1,1,4,3,,
"Otro tipo (033)",2,,1,1,,,
"Hombres (034)",1,,1,,,,
"Mujeres (035)",1,,,1,,,
