"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia LIMA (000)",3441313,1649945,186733,37143,1365067,85295,2833,6641,2587,105069
"Hombres (001)",1308935,825781,108902,15810,258755,36803,1511,3685,2305,55383
"Mujeres (002)",2132378,824164,77831,21333,1106312,48492,1322,2956,282,49686
"De 06 a 14 años (003)",1126187,1063433,,,34919,17982,69,496,,9288
"Hombres (004)",570829,540018,,,16596,9268,36,277,,4634
"Mujeres (005)",555358,523415,,,18323,8714,33,219,,4654
"De 15 a 29 años (006)",987713,559132,1483,7637,378236,,920,1451,2570,36284
"Hombres (007)",387597,274801,608,3075,86098,,468,851,2289,19407
"Mujeres (008)",600116,284331,875,4562,292138,,452,600,281,16877
"De 30 a 44 años (009)",441855,19481,2997,6669,387275,,880,1450,17,23086
"Hombres (010)",76235,7934,1318,2346,50554,,490,889,16,12688
"Mujeres (011)",365620,11547,1679,4323,336721,,390,561,1,10398
"De 45 a 64 años (012)",471086,6882,47805,11515,379756,784,758,1556,,22030
"Hombres (013)",106835,2589,25361,4809,60416,456,402,935,,11867
"Mujeres (014)",364251,4293,22444,6706,319340,328,356,621,,10163
"De 65 y más años (015)",414472,1017,134448,11322,184881,66529,206,1688,,14381
"Hombres (016)",167439,439,81615,5580,45091,27079,115,733,,6787
"Mujeres (017)",247033,578,52833,5742,139790,39450,91,955,,7594
,,,,,,,,,,
"AREA URBANA (018)",3437139,1647821,186658,37118,1363266,85214,2831,6637,2585,105009
"Hombres (019)",1307511,824744,108844,15796,258519,36759,1510,3682,2303,55354
"Mujeres (020)",2129628,823077,77814,21322,1104747,48455,1321,2955,282,49655
"De 06 a 14 años (021)",1124538,1061855,,,34881,17958,69,495,,9280
"Hombres (022)",570020,539235,,,16586,9256,36,276,,4631
"Mujeres (023)",554518,522620,,,18295,8702,33,219,,4649
"De 15 a 29 años (024)",986511,558604,1482,7634,377585,,920,1451,2568,36267
"Hombres (025)",387254,274551,608,3074,86015,,468,851,2287,19400
"Mujeres (026)",599257,284053,874,4560,291570,,452,600,281,16867
"De 30 a 44 años (027)",441303,19470,2995,6662,386755,,878,1449,17,23077
"Hombres (028)",76174,7930,1316,2344,50506,,489,889,16,12684
"Mujeres (029)",365129,11540,1679,4318,336249,,389,560,1,10393
"De 45 a 64 años (030)",470641,6875,47792,11508,379357,784,758,1555,,22012
"Hombres (031)",106763,2589,25353,4803,60368,456,402,934,,11858
"Mujeres (032)",363878,4286,22439,6705,318989,328,356,621,,10154
"De 65 y más años (033)",414146,1017,134389,11314,184688,66472,206,1687,,14373
"Hombres (034)",167300,439,81567,5575,45044,27047,115,732,,6781
"Mujeres (035)",246846,578,52822,5739,139644,39425,91,955,,7592
,,,,,,,,,,
"AREA RURAL (036)",4174,2124,75,25,1801,81,2,4,2,60
"Hombres (037)",1424,1037,58,14,236,44,1,3,2,29
"Mujeres (038)",2750,1087,17,11,1565,37,1,1,,31
"De 06 a 14 años (039)",1649,1578,,,38,24,,1,,8
"Hombres (040)",809,783,,,10,12,,1,,3
"Mujeres (041)",840,795,,,28,12,,,,5
"De 15 a 29 años (042)",1202,528,1,3,651,,,,2,17
"Hombres (043)",343,250,,1,83,,,,2,7
"Mujeres (044)",859,278,1,2,568,,,,,10
"De 30 a 44 años (045)",552,11,2,7,520,,2,1,,9
"Hombres (046)",61,4,2,2,48,,1,,,4
"Mujeres (047)",491,7,,5,472,,1,1,,5
"De 45 a 64 años (048)",445,7,13,7,399,,,1,,18
"Hombres (049)",72,,8,6,48,,,1,,9
"Mujeres (050)",373,7,5,1,351,,,,,9
"De 65 y más años (051)",326,,59,8,193,57,,1,,8
"Hombres (052)",139,,48,5,47,32,,1,,6
"Mujeres (053)",187,,11,3,146,25,,,,2
