"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia CHICLAYO (000)",286673,3156,95318,106030,72034,10135
"Empleado (001)",88659,370,31534,35058,20510,1187
"Obrero (002)",51442,548,18732,18187,12358,1617
"Trabajador independiente (003)",107824,754,27482,41532,32064,5992
"Empleador o patrono (004)",5382,5,1184,2060,1779,354
"Trabajador familiar no remunerado (005)",8099,917,2829,2305,1629,419
"Trabajador del hogar (006)",10050,333,5197,2865,1483,172
"Desocupado (008)",15217,229,8360,4023,2211,394
"Hombres (009)",185440,2168,59988,67020,48538,7726
"Empleado (010)",48618,262,15611,19093,12714,938
"Obrero (011)",45894,473,16722,15912,11274,1513
"Trabajador independiente (012)",73242,609,19946,27299,21001,4387
"Empleador o patrono (013)",3942,3,845,1453,1339,302
"Trabajador familiar no remunerado (014)",3422,630,1592,564,407,229
"Trabajador del hogar (015)",316,33,153,69,51,10
"Desocupado (017)",10006,158,5119,2630,1752,347
"Mujeres (018)",101233,988,35330,39010,23496,2409
"Empleado (019)",40041,108,15923,15965,7796,249
"Obrero (020)",5548,75,2010,2275,1084,104
"Trabajador independiente (021)",34582,145,7536,14233,11063,1605
"Empleador o patrono (022)",1440,2,339,607,440,52
"Trabajador familiar no remunerado (023)",4677,287,1237,1741,1222,190
"Trabajador del hogar (024)",9734,300,5044,2796,1432,162
"Desocupado (026)",5211,71,3241,1393,459,47
,,,,,,
"URBANA (027)",269734,2853,89165,100311,68121,9284
"Empleado (028)",87527,365,31094,34652,20243,1173
"Obrero (029)",43008,428,15399,15292,10546,1343
"Trabajador independiente (030)",102928,727,26299,39754,30595,5553
"Empleador o patrono (031)",5129,5,1145,1972,1693,314
"Trabajador familiar no remunerado (032)",7283,819,2459,2110,1531,364
"Trabajador del hogar (033)",9708,321,5002,2772,1446,167
"Desocupado (035)",14151,188,7767,3759,2067,370
"Hombres (036)",171949,1946,55179,62553,45294,6977
"Empleado (037)",47905,259,15379,18840,12501,926
"Obrero (038)",38296,381,13716,13335,9603,1261
"Trabajador independiente (039)",69667,589,19089,26058,19921,4010
"Empleador o patrono (040)",3713,3,818,1372,1258,262
"Trabajador familiar no remunerado (041)",2862,554,1305,471,349,183
"Trabajador del hogar (042)",305,32,149,66,48,10
"Desocupado (044)",9201,128,4723,2411,1614,325
"Mujeres (045)",97785,907,33986,37758,22827,2307
"Empleado (046)",39622,106,15715,15812,7742,247
"Obrero (047)",4712,47,1683,1957,943,82
"Trabajador independiente (048)",33261,138,7210,13696,10674,1543
"Empleador o patrono (049)",1416,2,327,600,435,52
"Trabajador familiar no remunerado (050)",4421,265,1154,1639,1182,181
"Trabajador del hogar (051)",9403,289,4853,2706,1398,157
"Desocupado (053)",4950,60,3044,1348,453,45
,,,,,,
"RURAL (054)",16939,303,6153,5719,3913,851
"Empleado (055)",1132,5,440,406,267,14
"Obrero (056)",8434,120,3333,2895,1812,274
"Trabajador independiente (057)",4896,27,1183,1778,1469,439
"Empleador o patrono (058)",253,,39,88,86,40
"Trabajador familiar no remunerado (059)",816,98,370,195,98,55
"Trabajador del hogar (060)",342,12,195,93,37,5
"Desocupado (062)",1066,41,593,264,144,24
"Hombres (063)",13491,222,4809,4467,3244,749
"Empleado (064)",713,3,232,253,213,12
"Obrero (065)",7598,92,3006,2577,1671,252
"Trabajador independiente (066)",3575,20,857,1241,1080,377
"Empleador o patrono (067)",229,,27,81,81,40
"Trabajador familiar no remunerado (068)",560,76,287,93,58,46
"Trabajador del hogar (069)",11,1,4,3,3,
"Desocupado (071)",805,30,396,219,138,22
"Mujeres (072)",3448,81,1344,1252,669,102
"Empleado (073)",419,2,208,153,54,2
"Obrero (074)",836,28,327,318,141,22
"Trabajador independiente (075)",1321,7,326,537,389,62
"Empleador o patrono (076)",24,,12,7,5,
"Trabajador familiar no remunerado (077)",256,22,83,102,40,9
"Trabajador del hogar (078)",331,11,191,90,34,5
"Desocupado (080)",261,11,197,45,6,2
