"CUADRO Nº 10: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA",
,,SI,NO
,,,
"Provincia MELGAR",,,
"Viviendas particulares (001)",9372,8809,563
"Ocupantes presentes (002)",34722,32571,2151
"Casa independiente",,,
"Viviendas particulares (004)",8432,7877,555
"Ocupantes presentes (005)",31799,29684,2115
"Departamento en edificio",,,
"Viviendas particulares (007)",2,2,
"Ocupantes presentes (008)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (010)",12,12,
"Ocupantes presentes (011)",39,39,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",874,867,7
"Ocupantes presentes (014)",2679,2654,25
"Choza o cabaña",,,
"Viviendas particulares (016)",35,34,1
"Ocupantes presentes (017)",135,124,11
"Vivienda improvisada",,,
"Viviendas particulares (019)",3,3,
"Ocupantes presentes (020)",18,18,
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",14,14,
"Ocupantes presentes (023)",45,45,
"Otro tipo",,,
,,,
URBANA,,,
"Viviendas particulares (028)",8090,7683,407
"Ocupantes presentes (029)",29834,28269,1565
"Casa independiente",,,
"Viviendas particulares (031)",7186,6786,400
"Ocupantes presentes (032)",27050,25510,1540
"Departamento en edificio",,,
"Viviendas particulares (034)",2,2,
"Ocupantes presentes (035)",7,7,
"Vivienda en quinta",,,
"Viviendas particulares (037)",12,12,
"Ocupantes presentes (038)",39,39,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",874,867,7
"Ocupantes presentes (041)",2679,2654,25
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",3,3,
"Ocupantes presentes (047)",18,18,
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",13,13,
"Ocupantes presentes (050)",41,41,
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",1282,1126,156
"Ocupantes presentes (056)",4888,4302,586
"Casa independiente",,,
"Viviendas particulares (058)",1246,1091,155
"Ocupantes presentes (059)",4749,4174,575
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",35,34,1
"Ocupantes presentes (071)",135,124,11
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,1,
"Ocupantes presentes (077)",4,4,
"Otro tipo",,,
