"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia AYABACA (000)",31907,310,14477,9802,2651,885,364,102,22,,3294
"Conviviente (001)",8449,114,4139,2380,603,209,84,24,3,,893
"Separado(a) (002)",1054,18,475,296,123,43,13,5,1,,80
"Casado(a) (003)",16227,103,7550,5416,1373,426,183,50,12,,1114
"Viudo(a) (004)",3025,36,1456,895,235,75,45,16,3,,264
"Divorciado(a) (005)",94,2,36,34,9,5,2,,,,6
"Soltero(a) (006)",3058,37,821,781,308,127,37,7,3,,937
,,,,,,,,,,,
"URBANA (008)",4164,32,1436,1342,536,221,90,22,3,,482
"Conviviente (009)",1109,14,437,355,120,51,22,4,,,106
"Separado(a) (010)",196,1,85,53,30,7,4,1,,,15
"Casado(a) (011)",1879,10,620,682,279,102,46,12,2,,126
"Viudo(a) (012)",372,6,154,105,37,18,10,2,1,,39
"Divorciado(a) (013)",23,,7,10,2,2,,,,,2
"Soltero(a) (014)",585,1,133,137,68,41,8,3,,,194
,,,,,,,,,,,
"RURAL (016)",27743,278,13041,8460,2115,664,274,80,19,,2812
"Conviviente (017)",7340,100,3702,2025,483,158,62,20,3,,787
"Separado(a) (018)",858,17,390,243,93,36,9,4,1,,65
"Casado(a) (019)",14348,93,6930,4734,1094,324,137,38,10,,988
"Viudo(a) (020)",2653,30,1302,790,198,57,35,14,2,,225
"Divorciado(a) (021)",71,2,29,24,7,3,2,,,,4
"Soltero(a) (022)",2473,36,688,644,240,86,29,4,3,,743
