"CUADRO Nº 11: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA POTABLE, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,
,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, DISPONIBILIDAD DE AGUA TODOS LOS DÍAS DE LA SEMANA, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA POTABLE",,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)"
,,,,
"Provincia TOCACHE",,,,
"Viviendas particulares (001)",4023,3123,754,146
"Ocupantes presentes (002)",16043,12363,3052,628
"Casa independiente",,,,
"Viviendas particulares (004)",3049,2373,568,108
"Ocupantes presentes (005)",12962,10001,2502,459
"Departamento en edificio",,,,
"Viviendas particulares (007)",61,61,,
"Ocupantes presentes (008)",158,158,,
"Vivienda en quinta",,,,
"Viviendas particulares (010)",791,634,157,
"Ocupantes presentes (011)",2461,2007,454,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (013)",59,37,22,
"Ocupantes presentes (014)",210,135,75,
"Choza o cabaña",,,,
"Viviendas particulares (016)",37,,,37
"Ocupantes presentes (017)",167,,,167
"Vivienda improvisada",,,,
"Viviendas particulares (019)",10,6,4,
"Ocupantes presentes (020)",33,21,12,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (022)",16,12,3,1
"Ocupantes presentes (023)",52,41,9,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (028)",2963,2297,559,107
"Ocupantes presentes (029)",11617,8942,2235,440
"Casa independiente",,,,
"Viviendas particulares (031)",2185,1687,421,77
"Ocupantes presentes (032)",9183,7035,1845,303
"Departamento en edificio",,,,
"Viviendas particulares (034)",42,42,,
"Ocupantes presentes (035)",112,112,,
"Vivienda en quinta",,,,
"Viviendas particulares (037)",642,526,116,
"Ocupantes presentes (038)",1963,1652,311,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (040)",48,29,19,
"Ocupantes presentes (041)",165,97,68,
"Choza o cabaña",,,,
"Viviendas particulares (043)",29,,,29
"Ocupantes presentes (044)",135,,,135
"Vivienda improvisada",,,,
"Viviendas particulares (046)",7,4,3,
"Ocupantes presentes (047)",25,14,11,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (049)",10,9,,1
"Ocupantes presentes (050)",34,32,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (055)",1060,826,195,39
"Ocupantes presentes (056)",4426,3421,817,188
"Casa independiente",,,,
"Viviendas particulares (058)",864,686,147,31
"Ocupantes presentes (059)",3779,2966,657,156
"Departamento en edificio",,,,
"Viviendas particulares (061)",19,19,,
"Ocupantes presentes (062)",46,46,,
"Vivienda en quinta",,,,
"Viviendas particulares (064)",149,108,41,
"Ocupantes presentes (065)",498,355,143,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (067)",11,8,3,
"Ocupantes presentes (068)",45,38,7,
"Choza o cabaña",,,,
"Viviendas particulares (070)",8,,,8
"Ocupantes presentes (071)",32,,,32
"Vivienda improvisada",,,,
"Viviendas particulares (073)",3,2,1,
"Ocupantes presentes (074)",8,7,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (076)",6,3,3,
"Ocupantes presentes (077)",18,9,9,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
URBANA,,,,
"Viviendas particulares (109)",3412,2820,551,41
"Ocupantes presentes (110)",13335,11024,2122,189
"Casa independiente",,,,
"Viviendas particulares (112)",2476,2070,365,41
"Ocupantes presentes (113)",10423,8662,1572,189
"Departamento en edificio",,,,
"Viviendas particulares (115)",61,61,,
"Ocupantes presentes (116)",158,158,,
"Vivienda en quinta",,,,
"Viviendas particulares (118)",791,634,157,
"Ocupantes presentes (119)",2461,2007,454,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (121)",59,37,22,
"Ocupantes presentes (122)",210,135,75,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (127)",10,6,4,
"Ocupantes presentes (128)",33,21,12,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (130)",15,12,3,
"Ocupantes presentes (131)",50,41,9,
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (136)",2393,1998,383,12
"Ocupantes presentes (137)",9119,7625,1449,45
"Casa independiente",,,,
"Viviendas particulares (139)",1645,1388,245,12
"Ocupantes presentes (140)",6822,5718,1059,45
"Departamento en edificio",,,,
"Viviendas particulares (142)",42,42,,
"Ocupantes presentes (143)",112,112,,
"Vivienda en quinta",,,,
"Viviendas particulares (145)",642,526,116,
"Ocupantes presentes (146)",1963,1652,311,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (148)",48,29,19,
"Ocupantes presentes (149)",165,97,68,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (154)",7,4,3,
"Ocupantes presentes (155)",25,14,11,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (157)",9,9,,
"Ocupantes presentes (158)",32,32,,
"Otro tipo",,,,
No,,,,
"Viviendas particulares (163)",1019,822,168,29
"Ocupantes presentes (164)",4216,3399,673,144
"Casa independiente",,,,
"Viviendas particulares (166)",831,682,120,29
"Ocupantes presentes (167)",3601,2944,513,144
"Departamento en edificio",,,,
"Viviendas particulares (169)",19,19,,
"Ocupantes presentes (170)",46,46,,
"Vivienda en quinta",,,,
"Viviendas particulares (172)",149,108,41,
"Ocupantes presentes (173)",498,355,143,
"Vivienda en casa de vecindad",,,,
"Viviendas particulares (175)",11,8,3,
"Ocupantes presentes (176)",45,38,7,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Viviendas particulares (181)",3,2,1,
"Ocupantes presentes (182)",8,7,1,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (184)",6,3,3,
"Ocupantes presentes (185)",18,9,9,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
,,,,
RURAL,,,,
"Viviendas particulares (217)",611,303,203,105
"Ocupantes presentes (218)",2708,1339,930,439
"Casa independiente",,,,
"Viviendas particulares (220)",573,303,203,67
"Ocupantes presentes (221)",2539,1339,930,270
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (232)",37,,,37
"Ocupantes presentes (233)",167,,,167
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (238)",1,,,1
"Ocupantes presentes (239)",2,,,2
"Otro tipo",,,,
Si,,,,
"Viviendas particulares (244)",570,299,176,95
"Ocupantes presentes (245)",2498,1317,786,395
"Casa independiente",,,,
"Viviendas particulares (247)",540,299,176,65
"Ocupantes presentes (248)",2361,1317,786,258
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (259)",29,,,29
"Ocupantes presentes (260)",135,,,135
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Viviendas particulares (265)",1,,,1
"Ocupantes presentes (266)",2,,,2
"Otro tipo",,,,
No,,,,
"Viviendas particulares (271)",41,4,27,10
"Ocupantes presentes (272)",210,22,144,44
"Casa independiente",,,,
"Viviendas particulares (274)",33,4,27,2
"Ocupantes presentes (275)",178,22,144,12
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Viviendas particulares (286)",8,,,8
"Ocupantes presentes (287)",32,,,32
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
"No especificado",,,,
"Casa independiente",,,,
"Departamento en edificio",,,,
"Vivienda en quinta",,,,
"Vivienda en casa de vecindad",,,,
"Choza o cabaña",,,,
"Vivienda improvisada",,,,
"Local no dest.para hab. humana",,,,
"Otro tipo",,,,
